Sample:	'SLABO1-5-5-320
File name:	BlankSample.FD3
Run Date:	15:17:40, 08/24/2022
Operator:	Administrator
Comment:	'

Instrument
Model:	F-7000 FL Spectrophotometer
Serial Number:	2354-007
ROM Version:	5J14000 06

Instrument Parameters
Measurement type:	3-D Scan
Data mode:	Fluorescence
EX  Start WL:	200.0 nm
EX  End WL:	450.0 nm
EX Sampling Interval:	5.0 nm
EM  Start WL:	280.0 nm
EM  End WL:	550.0 nm
EM Sampling Interval:	5.0 nm
Scan speed:	12000 nm/min
EX Slit:	5.0 nm
EM Slit:	5.0 nm
PMT Voltage:	700 V
Response:	Auto 
Corrected spectra:	Off
Shutter control:	On
Contour interval:	25.000

Peak integration
Integration method:	Rectangular
Sensitivity:	1
Threshold:	1.000

Peaks
No.	ApexEX/EM(nm)	Height(Data)
290.0	517.8	313.8	269.7	241.6	332.5	340.9	192.4	105.0	71.53	112.0	149.5	137.9	167.7	314.3	131.1	51.11	120.2	 3119	9999.9	 8130	421.7	13.46	10.23	8.979	7.068	5.801	2.695	2.540	2.205	3.132	2.405	1.827	1.851	1.837	1.926	2.285	0.964	2.564	2.183	2.166	1.749	1.851	2.186	1.615	1.169	1.674	1.872	1.413	1.513	1.632	1.681
295.0	695.0	335.2	303.9	275.7	488.4	373.0	326.4	163.1	97.26	106.3	167.3	149.5	121.3	294.7	413.7	152.1	84.47	242.8	 4895	9999.9	9999.9	531.1	11.93	11.83	10.83	6.469	5.539	3.594	4.293	2.694	3.100	2.210	1.866	1.306	1.834	2.010	2.608	2.939	2.786	3.035	2.745	2.651	1.720	1.469	2.313	2.067	1.500	2.001	2.116	2.117	1.599
300.0	679.8	405.2	392.6	362.2	405.8	447.1	351.9	201.7	110.0	107.9	147.9	166.6	135.4	159.2	449.3	459.7	161.1	93.76	364.0	 5634	9999.9	9999.9	532.9	17.94	12.10	8.182	7.536	4.678	4.843	4.066	4.242	2.785	2.180	3.491	2.432	2.948	2.730	3.417	2.900	2.429	2.653	2.321	2.073	1.982	1.158	1.782	2.092	2.491	2.131	3.165	1.996
305.0	643.3	425.2	478.4	414.5	443.5	397.2	340.2	245.3	131.0	129.3	152.1	153.4	145.6	158.2	222.0	586.5	452.8	124.1	84.93	395.3	 6125	9999.9	9999.9	620.2	21.14	13.75	12.61	10.09	6.782	6.353	4.214	4.480	3.926	4.904	3.381	3.564	2.606	3.173	3.296	3.143	2.425	2.526	2.325	1.876	2.094	1.788	2.908	2.207	3.001	3.011	2.380
310.0	624.4	354.5	295.3	279.1	416.5	405.2	341.4	191.0	155.2	128.1	141.2	141.9	138.6	149.2	179.3	271.3	703.2	331.9	89.88	70.69	425.0	 6767	9999.9	9999.9	649.7	19.53	17.16	14.19	9.692	6.097	6.491	4.090	5.496	3.780	3.261	3.303	2.808	2.349	2.975	3.059	2.016	2.713	2.306	2.678	1.556	2.450	2.150	2.681	1.726	2.493	2.215
315.0	548.6	428.8	210.3	298.0	344.9	361.1	284.2	226.0	160.7	135.5	153.6	145.3	147.6	145.9	177.0	193.1	350.7	648.1	207.7	55.85	70.59	457.4	 7876	9999.9	9999.9	553.8	25.46	17.98	12.91	7.734	6.579	6.876	3.737	4.427	3.147	4.310	2.960	3.164	2.753	2.803	2.324	3.824	2.298	3.524	1.813	2.230	2.308	1.576	2.247	1.547	1.823
320.0	418.5	366.0	281.9	249.9	255.2	377.2	289.7	210.8	159.9	141.4	144.7	169.2	137.7	157.0	156.4	187.3	209.9	386.2	561.4	145.8	46.62	58.02	536.1	 7965	9999.9	9999.9	559.2	25.66	18.43	13.80	9.824	4.648	4.672	5.078	4.078	3.647	2.395	3.195	3.370	2.977	2.823	2.908	2.175	2.245	2.178	2.390	1.554	1.611	2.212	2.181	2.111
325.0	394.2	301.1	280.5	223.0	289.3	253.6	313.4	195.1	170.0	159.8	153.1	152.2	154.1	149.9	160.9	176.7	199.2	163.9	408.9	433.6	86.79	37.65	69.96	536.9	 7947	9999.9	9999.9	581.8	28.31	19.43	14.00	11.65	6.920	5.819	5.537	4.317	4.099	4.206	4.673	2.607	2.087	2.018	1.993	3.076	2.913	2.501	1.460	2.146	2.927	2.487	1.489
330.0	277.7	283.9	208.8	195.3	247.3	252.0	253.6	186.4	178.1	162.2	146.6	139.7	143.9	138.5	151.4	165.8	182.1	140.3	131.0	410.2	331.6	56.98	36.08	62.64	533.0	 7299	9999.9	9999.9	572.6	24.33	21.94	15.30	10.06	6.580	7.865	4.672	3.915	4.261	4.728	2.853	2.143	2.439	2.009	1.551	2.106	2.548	1.768	1.793	2.147	1.750	2.318
335.0	284.5	235.3	195.6	249.7	283.7	224.2	262.8	163.4	177.8	150.8	155.0	153.9	149.8	145.6	144.2	143.7	172.6	146.1	117.5	134.8	416.3	251.8	46.84	34.60	63.43	495.5	 7799	9999.9	9999.9	588.8	30.29	19.24	15.44	11.55	7.419	6.071	4.321	4.583	4.213	2.754	2.462	2.664	2.733	1.899	2.268	2.658	2.672	1.855	1.738	2.971	1.682
340.0	276.2	188.2	176.9	218.2	186.6	253.4	240.8	219.4	147.2	166.8	139.0	146.1	136.1	124.2	151.6	165.5	169.7	130.6	108.8	80.85	145.0	398.8	166.7	38.95	30.67	59.63	521.6	 7003	9999.9	9999.9	676.9	30.33	20.98	14.81	10.88	9.619	6.486	4.806	3.880	3.819	3.627	4.052	2.418	2.295	1.831	2.235	2.454	2.207	1.764	2.131	2.418
345.0	146.7	196.8	135.2	172.1	215.4	248.2	213.3	199.6	130.7	159.9	130.7	131.7	123.4	137.2	130.0	151.4	159.4	129.2	113.6	70.99	63.65	175.0	386.3	120.1	32.10	32.15	60.30	472.5	 7025	9999.9	9999.9	673.2	29.60	22.69	14.25	12.08	7.981	6.390	3.724	3.700	3.974	3.210	2.326	2.765	2.539	2.352	2.037	2.430	2.643	2.342	1.758
350.0	206.4	197.1	247.2	174.7	166.1	155.3	192.4	141.1	169.0	140.2	123.1	141.9	109.9	121.2	133.0	134.7	153.7	118.0	103.3	78.05	65.49	62.01	219.5	331.1	81.41	27.60	32.35	59.13	472.7	 6663	9999.9	9999.9	689.4	32.75	24.23	17.21	9.511	7.908	5.588	3.599	3.817	3.813	3.164	4.314	2.345	2.227	2.572	1.664	2.033	1.857	1.754
355.0	180.5	181.4	157.7	146.0	180.7	173.1	183.5	177.7	144.3	136.8	148.5	115.7	134.3	113.9	105.0	117.6	138.7	122.5	107.4	75.94	66.51	47.49	72.32	253.0	276.3	53.90	27.40	33.22	53.10	446.8	 6227	9999.9	9999.9	712.4	35.67	22.04	14.89	11.00	9.029	5.788	5.028	3.807	2.686	2.220	3.390	2.660	2.313	2.888	2.888	1.482	2.126
360.0	153.5	169.6	140.5	188.7	142.6	187.9	197.9	157.0	127.7	115.1	116.6	118.3	107.9	102.8	107.6	129.7	135.1	121.6	100.4	81.78	64.93	45.93	44.28	88.28	299.2	196.5	41.35	24.69	27.21	53.59	423.5	 6716	9999.9	9999.9	658.9	31.41	20.24	15.89	13.77	8.263	5.809	4.878	3.293	3.417	2.011	3.469	2.679	2.410	2.149	2.255	2.266
365.0	149.2	179.6	129.4	159.7	166.0	148.3	161.2	153.9	118.7	123.8	103.1	118.2	124.2	97.79	107.3	114.3	120.4	112.9	101.2	80.66	63.89	58.31	45.91	53.57	101.4	289.9	139.0	38.82	26.15	28.02	49.42	452.8	 6206	9999.9	9999.9	691.5	33.81	22.90	13.96	10.59	7.946	6.329	4.380	4.132	3.523	2.855	2.608	2.208	1.749	2.203	2.215
370.0	124.4	146.3	172.9	140.2	132.4	158.4	179.0	140.3	134.1	129.3	120.1	124.5	109.7	102.8	98.78	114.9	117.8	99.71	100.5	75.48	70.14	56.08	57.47	47.27	53.84	134.7	275.7	101.0	28.56	23.26	27.15	53.88	420.3	 6428	9999.9	9999.9	665.1	31.96	19.81	15.48	10.86	8.105	5.054	5.157	4.012	3.056	2.863	2.569	1.687	2.947	1.941
375.0	130.5	86.74	143.5	180.8	105.5	121.3	167.6	134.3	139.3	138.4	101.4	122.5	97.42	103.5	102.4	105.7	99.10	106.5	100.5	77.20	75.75	70.76	54.61	53.85	44.80	55.07	171.2	241.7	70.73	23.99	23.73	26.43	52.26	431.2	 6236	9999.9	9999.9	700.9	27.87	20.81	13.08	10.66	7.870	5.984	4.535	2.967	3.842	2.807	3.006	2.631	2.572
380.0	86.45	128.8	134.3	136.4	134.1	107.3	150.5	126.3	129.2	133.3	119.9	112.1	87.09	98.22	104.5	97.49	106.8	101.7	101.3	88.24	75.87	67.00	58.37	64.75	45.61	53.51	62.86	198.8	196.0	47.08	27.01	25.88	25.99	48.81	420.5	 6083	9999.9	9999.9	668.4	30.98	18.18	13.98	9.200	7.408	4.337	3.968	3.860	2.943	1.910	2.219	1.853
385.0	133.3	116.8	170.8	121.9	106.0	100.3	128.6	140.1	116.1	153.8	111.8	128.8	96.51	96.86	92.95	104.2	99.20	101.6	99.97	79.57	81.38	66.59	65.10	61.71	53.93	48.80	49.48	74.49	211.7	152.9	37.99	25.80	22.94	22.02	50.94	403.5	 5267	9999.9	9999.9	666.9	28.04	20.61	12.97	9.553	6.237	6.323	4.336	4.096	2.959	3.221	2.158
390.0	86.16	93.59	201.2	156.4	135.8	99.78	108.1	99.00	121.4	112.1	126.9	99.91	94.31	83.56	85.67	105.2	103.8	97.44	92.36	85.83	78.59	69.69	62.57	55.38	63.55	55.01	46.56	44.59	97.06	218.5	111.0	33.28	24.56	24.46	22.56	45.70	355.5	 4949	9999.9	9999.9	630.3	28.85	16.83	11.35	8.735	5.937	4.884	3.893	2.912	3.029	1.837
395.0	137.4	177.8	187.6	114.7	114.0	136.5	143.8	106.9	150.2	121.9	136.5	96.84	90.65	87.12	84.22	92.19	95.35	85.62	92.62	81.85	79.85	78.46	70.66	65.40	62.64	59.29	46.66	45.96	49.28	121.7	207.3	79.72	28.21	26.53	23.70	22.35	41.01	335.1	 5155	9999.9	9999.9	684.1	22.97	16.65	11.73	8.830	6.209	4.940	3.396	4.110	2.329
400.0	117.1	106.2	149.6	142.0	94.82	105.8	112.8	114.6	127.2	108.4	105.2	106.4	88.29	86.64	80.72	87.26	79.66	93.29	96.66	76.83	77.35	75.34	69.74	64.16	61.96	54.89	50.44	50.67	52.90	56.30	131.1	191.6	57.59	23.57	24.48	23.08	25.01	40.78	346.4	 4918	9999.9	9999.9	550.4	23.76	17.22	11.44	6.913	7.579	5.586	3.308	2.849
405.0	101.8	108.5	116.5	132.6	116.2	128.7	125.3	131.1	121.8	101.2	102.5	109.6	96.88	94.33	77.52	103.0	90.78	83.73	82.39	76.21	84.30	78.12	61.55	68.79	69.38	61.19	57.04	51.49	46.85	47.02	63.52	170.4	147.3	42.49	25.15	20.42	24.35	21.54	39.54	330.6	 4268	9999.9	9999.9	468.4	19.98	15.36	10.93	7.761	6.627	4.029	3.269
410.0	79.34	106.7	120.1	161.6	108.0	146.3	148.9	103.0	120.0	122.7	108.5	104.1	96.97	88.76	94.42	86.95	83.90	84.15	88.23	81.39	77.94	71.40	67.86	68.90	67.06	62.07	57.47	48.84	52.58	50.42	46.58	78.37	189.5	107.7	34.99	25.07	18.87	18.26	18.21	35.91	290.0	 4480	9999.9	9999.9	470.0	22.70	13.02	10.87	7.410	4.945	3.980
415.0	110.2	75.97	160.1	97.67	131.0	135.1	126.5	119.4	126.8	112.3	90.76	100.6	94.34	83.18	89.01	90.07	90.65	81.99	77.16	84.17	78.57	76.96	70.23	64.97	69.52	62.60	57.64	54.01	49.74	48.73	45.49	55.51	99.68	181.5	87.54	27.41	19.34	18.51	17.34	17.49	34.02	296.8	 4269	9999.9	9999.9	512.2	20.74	13.58	9.195	8.520	4.803
420.0	119.2	77.95	89.45	93.78	88.06	103.7	104.5	95.36	113.4	102.6	126.0	106.9	101.0	89.35	91.95	84.71	72.52	86.26	78.43	72.05	67.13	69.16	69.44	71.20	60.56	60.86	63.21	54.67	51.22	51.31	49.49	44.67	52.53	115.7	155.0	51.19	23.17	21.07	16.28	16.08	13.72	30.75	283.5	 4073	9999.9	9999.9	413.4	18.56	13.04	8.146	6.489
425.0	104.6	120.7	117.7	62.96	105.5	103.0	85.21	84.85	114.2	102.7	88.29	99.22	96.63	75.49	87.44	65.99	81.08	74.18	74.65	71.31	69.88	66.46	68.43	63.15	56.77	57.54	62.48	56.61	56.95	51.86	47.92	48.23	40.60	56.85	128.9	113.2	39.32	19.52	16.69	14.55	12.43	14.66	32.23	271.4	 3827	9999.9	9999.9	364.5	18.39	12.28	8.238
430.0	115.0	87.05	101.8	111.8	103.7	79.32	114.9	125.1	88.82	95.11	93.63	90.31	80.55	90.64	76.46	79.99	77.87	69.99	74.45	66.27	63.53	63.36	62.90	64.78	64.17	55.94	57.83	57.50	50.57	48.96	45.69	43.61	44.38	39.10	58.22	135.4	86.19	23.34	16.35	13.97	12.41	11.12	12.60	29.98	252.5	 3739	9999.9	9999.9	323.6	18.31	12.09
435.0	118.0	104.8	120.1	118.1	132.5	108.9	115.2	87.88	105.3	95.32	86.36	111.5	86.33	82.36	80.22	72.54	74.37	65.79	63.78	65.41	66.90	67.69	57.60	61.75	61.65	53.52	52.59	56.63	53.07	47.36	49.32	47.96	43.77	46.23	34.52	72.35	119.0	66.84	17.16	13.45	10.22	12.66	12.42	10.92	26.00	249.5	 3738	9999.9	9999.9	328.5	15.78
440.0	105.6	145.2	93.61	96.84	105.7	74.65	105.0	97.05	73.18	105.9	118.3	81.24	89.25	87.24	95.36	61.57	70.20	68.47	69.73	66.02	73.94	66.73	61.34	56.23	57.61	52.29	53.63	51.10	53.52	48.86	45.87	44.18	37.56	39.48	35.65	39.30	79.21	103.2	43.08	17.48	14.07	11.72	9.784	11.26	10.49	27.97	246.4	 3718	9999.9	9999.9	287.6
445.0	111.2	100.1	131.1	79.06	78.52	71.57	117.7	95.58	60.10	81.23	117.5	92.16	95.31	79.68	92.09	78.89	62.90	66.86	61.34	59.03	54.12	62.43	55.69	60.85	55.91	46.14	50.44	58.26	47.81	49.51	44.83	44.91	38.75	34.81	31.59	29.18	38.69	87.47	83.00	28.30	13.76	11.13	8.865	10.20	8.120	10.36	26.71	247.6	 3893	9999.9	9999.9
450.0	104.5	68.95	110.5	88.52	77.65	76.95	109.6	74.75	81.08	86.94	110.1	97.19	88.32	84.83	76.46	71.92	59.15	58.03	62.75	52.58	53.70	51.99	51.96	53.77	48.31	43.26	47.75	50.36	49.06	42.28	44.80	43.64	41.10	33.77	34.08	30.19	27.86	40.74	87.11	64.30	18.87	11.31	9.669	10.12	7.547	8.562	9.749	25.45	257.1	 3677	9999.9
455.0	71.07	99.72	94.58	117.8	77.42	98.20	110.4	75.80	85.89	82.26	91.79	73.24	82.38	78.94	65.54	57.46	69.57	56.28	67.10	51.17	53.41	48.23	53.71	49.30	49.32	48.58	45.52	43.60	44.71	43.75	41.53	40.48	40.19	33.17	32.57	27.35	24.21	22.41	47.31	76.95	43.74	15.85	9.468	10.01	8.135	8.458	9.058	9.738	26.36	242.2	 3625
460.0	57.96	82.53	77.13	84.20	59.41	100.6	71.65	63.08	67.15	64.17	84.88	82.62	76.12	75.51	75.13	65.03	54.85	53.11	50.77	58.47	54.19	42.80	39.55	40.13	45.99	45.97	41.76	38.05	38.46	41.88	37.75	39.02	33.76	33.18	30.11	25.59	20.09	20.70	24.19	50.49	66.54	28.76	12.25	8.509	8.296	7.906	7.927	7.734	10.35	25.11	239.1
465.0	121.8	65.85	70.69	71.05	62.33	94.04	71.76	92.89	68.09	60.42	75.83	86.36	78.19	70.04	59.67	67.44	59.26	53.64	52.27	44.63	46.25	39.10	39.16	39.66	42.87	41.15	38.05	38.81	37.66	33.52	37.08	32.00	33.09	32.12	31.20	26.62	22.30	20.37	18.31	22.89	53.32	58.44	21.05	10.95	9.578	7.916	7.510	6.513	8.166	7.652	24.24
470.0	76.78	76.77	86.75	93.71	63.55	69.60	45.81	79.29	58.97	71.69	73.95	77.45	66.87	69.41	62.39	64.67	60.17	45.71	41.22	39.09	45.12	33.52	39.09	40.42	36.33	37.37	38.24	34.63	35.83	38.12	34.21	33.90	33.65	30.71	27.08	28.11	24.48	17.43	16.86	17.22	23.14	57.19	43.15	12.99	9.443	6.818	7.273	7.431	5.934	9.440	8.958
475.0	64.85	70.32	47.44	80.75	84.30	66.55	56.58	63.83	51.31	63.29	56.04	61.84	68.84	57.56	52.58	59.74	45.84	45.32	41.72	37.46	38.80	33.85	39.29	34.40	33.88	31.65	35.72	28.98	30.63	30.62	29.07	30.00	28.25	29.35	26.01	23.60	20.86	17.69	18.14	13.99	14.58	31.01	51.69	28.97	10.36	6.846	7.957	6.288	7.235	7.355	6.814
480.0	80.55	53.18	53.60	70.77	48.94	36.49	59.49	62.57	56.04	47.40	62.99	72.93	58.64	53.42	53.58	44.28	46.89	37.81	38.88	38.37	35.65	29.33	29.71	29.46	31.33	33.70	29.39	27.41	32.72	27.91	28.64	29.13	27.89	23.31	24.02	22.61	20.21	16.54	16.22	12.56	12.25	13.64	33.40	44.61	22.63	8.301	5.925	6.754	4.697	5.944	5.300
485.0	97.08	79.89	42.75	82.91	49.25	84.18	47.72	55.68	56.43	49.30	50.87	53.20	63.64	59.96	57.65	48.75	44.93	40.45	33.81	35.19	33.54	31.64	31.16	30.12	30.57	28.83	25.39	24.60	28.40	28.22	30.01	27.57	27.49	22.35	21.59	20.98	16.88	17.50	15.40	13.42	10.14	12.96	13.26	38.16	36.12	13.92	7.800	5.785	6.282	7.078	5.475
490.0	46.36	67.35	74.58	46.06	46.76	59.12	41.37	58.09	44.34	40.30	50.50	55.50	41.75	61.52	54.94	48.04	42.88	38.41	29.87	27.72	28.87	28.37	27.99	29.05	25.10	25.86	25.23	29.58	25.95	23.86	22.53	24.11	24.08	22.90	19.59	20.98	18.36	15.38	15.72	14.10	13.12	11.05	10.92	17.98	36.41	29.58	10.69	5.961	5.330	6.599	5.445
495.0	42.09	60.93	80.66	60.52	61.66	67.77	37.87	47.83	39.79	37.94	49.94	53.41	48.59	51.08	57.79	37.15	43.02	35.79	30.51	27.85	25.27	25.76	25.48	26.98	27.24	22.36	24.07	24.52	24.88	22.42	21.25	23.28	22.45	21.24	19.65	20.74	17.89	16.79	13.89	10.67	11.11	9.680	10.34	12.04	20.99	35.50	20.86	7.741	6.208	5.867	4.731
500.0	20.22	47.41	50.01	60.68	68.51	44.05	72.22	31.90	34.51	41.10	46.64	54.94	56.17	48.69	46.40	44.92	36.26	39.40	27.29	28.92	23.65	22.92	24.84	24.41	25.72	25.45	22.99	24.09	21.95	22.30	24.25	20.68	19.97	20.14	19.52	18.65	17.16	16.59	13.66	10.92	11.93	10.78	10.12	7.959	11.21	24.20	32.49	15.08	7.462	6.439	4.470
505.0	7.232	41.65	39.51	58.58	52.22	35.54	57.17	25.34	37.63	39.67	34.35	54.23	39.78	36.24	41.66	41.49	32.60	34.64	28.50	24.77	24.18	17.76	23.07	20.15	21.10	21.85	18.11	20.29	18.42	21.02	17.58	22.37	17.24	20.81	17.10	16.70	16.05	12.73	13.12	13.76	10.74	9.343	8.973	8.321	9.706	12.38	27.51	25.42	10.59	5.916	5.192
510.0	32.88	35.75	29.93	56.14	52.84	25.27	35.81	38.86	30.22	32.06	41.94	28.55	36.09	38.10	37.72	43.30	31.15	38.66	24.31	26.35	25.03	18.69	18.72	20.41	20.62	19.83	17.10	20.15	20.15	19.24	15.40	21.10	19.73	17.59	17.22	17.33	16.01	12.25	12.61	9.135	9.619	8.407	9.619	6.474	7.385	7.629	15.04	30.42	20.59	7.128	5.181
515.0	47.66	54.75	29.43	24.87	33.02	41.30	36.72	27.94	26.89	21.53	45.56	44.31	49.92	36.70	29.87	40.32	30.85	24.80	19.47	20.77	15.23	19.31	20.92	20.56	16.78	17.50	17.09	16.71	15.87	19.07	17.90	16.94	16.01	16.51	14.24	13.50	14.01	12.83	12.91	10.80	8.990	8.290	8.135	8.033	7.151	6.301	7.532	18.51	28.45	16.22	5.468
520.0	68.54	52.70	33.64	24.37	41.29	36.04	48.63	23.05	17.02	32.10	30.26	32.36	39.25	36.58	34.61	29.19	29.18	23.72	26.03	18.42	18.93	13.73	18.54	15.53	16.32	14.73	14.87	16.95	17.26	15.97	20.36	15.61	14.74	16.23	14.86	13.40	12.24	13.14	9.455	9.985	8.200	7.749	7.312	6.615	7.073	5.696	5.271	9.519	20.33	23.34	10.22
