Sample:	'SLABO1-5-5-320
File name:	BlankSample.FD3
Run Date:	17:21:04, 08/15/2022
Operator:	Administrator
Comment:	'

Instrument
Model:	F-7000 FL Spectrophotometer
Serial Number:	2354-007
ROM Version:	5J14000 06

Instrument Parameters
Measurement type:	3-D Scan
Data mode:	Fluorescence
EX  Start WL:	200.0 nm
EX  End WL:	450.0 nm
EX Sampling Interval:	5.0 nm
EM  Start WL:	280.0 nm
EM  End WL:	550.0 nm
EM Sampling Interval:	5.0 nm
Scan speed:	12000 nm/min
EX Slit:	5.0 nm
EM Slit:	5.0 nm
PMT Voltage:	700 V
Response:	Auto 
Corrected spectra:	Off
Shutter control:	On
Contour interval:	25.000

Peak integration
Integration method:	Rectangular
Sensitivity:	1
Threshold:	1.000

Peaks
No.	ApexEX/EM(nm)	Height(Data)
495.0	1.969	13.87	50.25	8.145	25.02	0.807	9.675	30.48	13.87	16.08	22.78	29.14	15.81	20.90	17.15	15.99	12.50	12.67	12.98	12.07	8.798	7.413	8.065	8.243	6.792	7.976	8.132	7.962	7.488	6.788	3.886	7.832	5.255	6.791	5.860	5.728	4.833	4.239	4.291	2.778	2.929	2.475	4.077	3.954	15.83	35.89	19.51	4.627	1.659	1.899	2.906
500.0	30.55	63.01	32.79	16.87	17.25	-5.117	13.63	21.90	5.475	26.29	30.10	21.41	15.31	13.82	23.21	16.46	20.36	10.40	9.646	10.91	3.824	9.358	5.399	7.992	7.275	7.382	5.508	6.975	5.533	6.023	5.882	4.308	6.891	4.392	6.440	4.842	3.381	3.297	4.083	2.297	1.636	2.547	2.375	2.033	5.828	21.38	31.53	14.08	2.526	2.161	1.524
505.0	48.73	12.71	26.86	10.72	4.427	0.579	8.744	15.39	12.32	7.574	22.46	22.33	14.40	15.52	13.52	11.87	15.22	12.04	11.37	7.885	7.503	8.004	8.941	6.886	5.292	5.354	7.050	6.569	4.863	5.522	4.201	4.239	4.903	6.248	4.852	2.478	4.434	4.457	3.188	3.123	3.274	2.095	1.744	2.531	2.873	6.985	26.35	26.00	7.788	2.470	1.407
510.0	12.65	30.61	12.36	19.10	-0.519	20.77	-2.198	4.880	12.28	13.09	11.38	22.53	10.28	13.71	11.16	8.520	13.32	9.070	11.12	4.625	7.369	6.747	7.335	5.584	6.375	5.834	4.173	4.992	6.379	2.825	4.893	4.291	5.829	4.117	3.868	5.075	2.778	4.181	3.101	2.816	1.469	2.517	1.999	1.966	2.257	2.838	10.89	23.04	21.38	4.344	1.774
515.0	24.46	46.72	8.220	32.36	14.15	16.91	4.023	-3.160	17.88	7.357	8.322	11.44	16.27	9.390	10.27	11.49	10.87	10.26	7.582	6.276	7.630	6.080	8.753	7.663	6.327	5.163	4.621	4.587	3.701	5.886	5.173	5.240	5.995	5.418	3.251	3.905	3.533	1.651	2.187	2.213	2.418	2.846	2.158	1.936	1.778	1.717	3.435	14.11	27.01	14.71	3.198
520.0	14.37	31.10	15.51	13.08	29.49	32.59	8.016	18.77	8.737	13.99	19.18	18.51	18.21	13.34	6.754	8.182	16.25	10.75	10.65	7.730	8.387	6.500	5.340	6.200	6.502	5.483	5.182	3.746	4.361	4.035	3.721	2.291	3.573	4.191	3.814	3.075	3.338	3.149	2.285	3.543	2.007	2.894	1.682	1.996	2.073	1.757	2.682	3.868	16.88	22.99	9.093
525.0	-25.03	31.81	25.19	-13.38	-1.150	23.86	3.669	5.423	4.940	15.11	5.810	0.320	9.639	21.18	12.94	14.56	7.819	5.752	10.03	8.194	7.863	5.891	8.063	7.297	5.796	5.759	3.813	3.440	3.448	2.841	3.769	4.277	4.515	4.156	4.173	3.043	3.484	1.890	1.595	2.644	1.530	2.323	1.033	3.426	1.343	1.721	2.061	2.084	6.055	19.51	19.32
530.0	44.83	4.745	7.314	9.162	25.24	1.952	11.76	4.806	8.161	1.950	6.141	5.895	10.92	12.55	10.33	9.939	13.57	10.05	2.938	4.606	3.802	4.978	5.529	5.003	3.396	5.460	2.923	3.566	3.562	2.570	3.394	3.317	3.942	2.826	2.717	2.829	2.597	2.259	1.858	2.699	2.027	2.235	1.488	1.087	3.201	1.699	1.086	1.770	2.027	10.14	19.96
535.0	20.41	1.241	-17.12	48.77	19.09	1.046	13.09	-5.214	1.600	7.181	5.108	16.79	6.731	10.90	19.99	11.66	7.029	10.78	6.525	6.259	4.640	6.187	8.214	2.949	5.267	4.393	3.591	3.919	3.068	4.545	1.676	3.617	2.139	1.972	5.026	2.564	2.387	2.118	2.428	1.848	1.446	1.620	1.072	0.965	1.160	1.302	1.040	1.899	2.550	3.150	12.75
540.0	68.83	19.04	-21.82	14.40	11.80	4.972	4.142	8.984	9.657	0.740	8.717	6.896	3.380	7.294	17.11	18.05	11.43	11.16	7.482	9.246	8.042	6.527	5.364	3.946	3.781	5.131	5.384	3.177	2.953	3.648	3.851	3.468	3.581	3.840	1.982	2.670	1.042	1.700	1.675	1.766	1.991	1.678	1.375	1.060	1.790	0.998	0.896	0.999	1.222	1.438	4.160
545.0	30.45	47.19	2.334	8.842	34.47	7.621	-0.651	1.984	3.337	0.254	5.468	12.12	4.314	16.09	10.35	38.32	12.29	6.580	8.238	5.334	6.329	3.550	2.660	5.101	2.360	6.030	4.242	3.282	4.350	3.024	4.622	2.690	2.978	2.269	4.923	2.646	2.593	2.529	2.834	1.492	2.692	1.881	0.919	1.390	1.641	1.515	0.269	0.851	1.363	1.261	1.866
550.0	31.88	-5.781	16.33	31.58	44.44	-2.331	-7.499	7.295	1.586	4.178	16.95	4.862	7.056	5.593	11.47	64.99	39.97	8.270	5.370	3.946	6.275	3.269	4.606	4.075	2.851	4.806	2.628	3.891	2.693	2.488	2.838	2.631	1.769	1.616	3.332	3.257	2.779	2.059	1.135	1.689	1.708	1.446	0.391	1.178	1.123	1.294	1.465	1.070	1.326	0.836	1.592
