Sample:	'SLABO1-5-5-320
File name:	3H10.FD3
Run Date:	17:24:43, 08/24/2022
Operator:	Administrator
Comment:	'

Instrument
Model:	F-7000 FL Spectrophotometer
Serial Number:	2354-007
ROM Version:	5J14000 06

Instrument Parameters
Measurement type:	3-D Scan
Data mode:	Fluorescence
EX  Start WL:	200.0 nm
EX  End WL:	450.0 nm
EX Sampling Interval:	5.0 nm
EM  Start WL:	280.0 nm
EM  End WL:	550.0 nm
EM Sampling Interval:	5.0 nm
Scan speed:	12000 nm/min
EX Slit:	5.0 nm
EM Slit:	5.0 nm
PMT Voltage:	700 V
Response:	Auto 
Corrected spectra:	Off
Shutter control:	On
Contour interval:	25.000

Peak integration
Integration method:	Rectangular
Sensitivity:	1
Threshold:	1.000

Peaks
No.	ApexEX/EM(nm)	Height(Data)
310.0	621.7	652.4	596.0	617.8	675.2	617.9	576.9	388.1	319.6	223.1	249.1	266.2	274.7	260.2	303.8	415.9	757.7	462.5	224.7	203.5	819.8	9999.9	9999.9	9999.9	 2700	133.2	105.2	84.88	63.11	43.62	33.96	29.14	23.97	19.84	19.94	19.20	16.25	15.55	13.99	12.15	10.69	11.35	10.75	9.542	9.255	6.755	7.939	7.864	8.066	8.169	5.945
315.0	741.9	634.5	586.0	569.2	556.9	643.5	574.8	384.5	295.8	251.4	258.9	275.8	258.2	284.7	336.2	381.7	475.4	782.3	358.2	178.6	184.0	829.3	9999.9	9999.9	9999.9	 2344	149.7	110.7	88.67	65.29	46.68	35.99	29.95	28.07	24.12	19.20	19.21	17.72	18.69	14.31	11.41	13.38	8.584	10.05	9.035	9.173	8.332	9.812	6.349	8.810	5.542
320.0	638.0	644.8	572.6	530.2	548.1	673.2	594.9	426.0	328.5	378.1	324.5	284.4	285.0	306.8	334.7	375.6	384.0	521.4	696.3	280.5	149.4	182.2	874.4	9999.9	9999.9	9999.9	 2313	161.3	126.2	88.62	68.47	52.09	38.25	31.99	30.21	24.92	21.95	17.03	16.35	13.70	11.81	12.55	10.07	11.18	11.20	9.685	8.566	7.287	8.058	8.419	6.743
325.0	602.4	599.4	500.1	522.0	559.3	686.5	572.6	428.7	389.5	317.2	322.5	355.6	322.1	312.8	352.6	414.4	404.1	392.6	632.4	614.6	206.6	145.1	182.1	874.3	9999.9	9999.9	9999.9	 2543	168.7	129.7	99.97	74.26	54.00	39.45	31.99	30.72	22.92	20.45	17.12	15.16	14.97	13.64	9.752	10.16	9.808	11.00	10.32	8.393	9.535	7.614	6.933
330.0	524.9	543.5	574.4	466.4	568.5	623.6	644.2	509.5	388.9	331.4	355.0	330.3	335.6	339.6	380.3	403.4	410.8	392.9	369.8	552.6	449.5	174.4	136.2	185.5	830.6	9999.9	9999.9	9999.9	 2562	196.7	128.7	103.3	78.53	56.10	44.59	32.66	28.54	21.55	16.83	17.32	15.01	16.72	12.75	12.73	10.05	10.64	10.68	8.068	10.50	7.731	7.592
335.0	579.0	416.9	570.8	692.9	613.6	662.6	632.9	524.8	389.5	375.8	322.5	323.8	335.2	356.5	408.6	404.4	436.6	379.4	341.8	317.2	554.8	378.7	163.1	148.3	190.9	860.9	9999.9	9999.9	9999.9	 2673	201.9	137.1	115.7	78.57	54.30	44.34	32.36	25.53	23.37	16.48	17.72	15.52	13.92	10.57	11.71	10.57	10.27	8.193	8.551	7.984	7.979
340.0	507.4	535.3	530.8	464.4	583.5	550.1	562.2	516.0	383.4	349.8	360.5	365.3	379.2	360.3	416.6	430.3	437.9	417.6	357.0	287.3	298.3	558.2	293.8	157.1	152.6	193.8	836.9	9999.9	9999.9	9999.9	 2995	214.5	154.8	112.7	84.52	54.72	39.06	34.64	26.56	20.11	17.79	15.41	14.36	12.16	10.95	10.50	11.02	9.940	9.214	9.937	7.649
345.0	496.3	423.8	566.3	516.8	505.7	639.7	565.2	594.8	397.4	374.1	337.0	333.0	329.4	335.2	375.1	392.1	449.7	431.3	374.3	311.0	265.8	346.7	525.6	272.9	163.6	154.7	190.7	840.7	9999.9	9999.9	9999.9	 3303	221.8	153.8	111.8	83.21	54.58	38.59	32.49	26.22	19.52	18.30	13.67	14.93	12.06	11.17	12.22	9.690	10.88	10.02	9.134
350.0	440.4	412.5	473.3	452.1	483.9	565.3	536.7	563.1	450.1	402.1	360.5	378.3	350.0	389.1	372.3	428.6	444.0	450.4	396.2	308.0	272.0	245.0	384.3	487.0	243.1	177.2	160.5	208.3	843.5	9999.9	9999.9	9999.9	 3423	233.0	158.6	111.5	83.44	52.30	40.89	29.08	21.88	18.47	17.90	13.99	12.29	12.73	10.96	11.09	9.058	9.969	11.66
355.0	458.5	468.8	476.0	478.8	480.2	558.4	535.4	480.4	455.5	355.6	361.3	365.4	358.7	362.8	428.8	437.9	444.3	406.1	419.6	336.8	306.7	267.3	281.3	455.9	453.0	220.0	171.7	170.8	207.3	851.4	9999.9	9999.9	9999.9	 3586	232.8	159.2	110.7	82.02	56.39	37.55	29.44	23.98	19.26	13.04	13.86	12.49	10.36	9.287	9.647	9.993	9.281
360.0	463.8	429.5	441.4	447.0	529.3	602.7	474.6	528.0	469.6	426.8	410.6	410.0	369.3	385.9	392.9	447.6	433.1	450.6	444.3	373.0	322.9	287.9	283.8	324.4	520.9	412.0	227.3	189.9	187.6	202.1	844.8	9999.9	9999.9	9999.9	 3400	233.7	149.6	104.5	78.39	51.83	35.87	29.88	23.86	18.55	15.29	13.44	11.87	10.69	12.03	9.239	8.902
365.0	443.2	451.8	419.5	534.7	512.7	563.5	498.2	520.1	456.8	418.8	438.0	375.6	392.4	427.6	456.0	421.5	442.6	443.9	427.3	383.2	367.1	323.3	333.5	334.3	365.2	566.6	371.7	218.1	205.0	184.3	205.4	840.5	9999.9	9999.9	9999.9	 3834	228.1	142.5	99.25	71.61	46.25	37.33	25.40	22.43	17.35	16.23	13.63	11.20	10.06	9.473	9.126
370.0	368.2	438.0	529.8	476.4	512.8	456.1	542.1	466.0	505.4	480.8	460.2	427.9	404.0	404.0	441.7	455.7	449.9	447.7	467.4	413.3	383.5	406.7	367.2	354.5	359.5	418.2	554.8	353.5	240.0	202.0	186.7	217.0	845.0	9999.9	9999.9	9999.9	 3719	209.0	146.7	92.18	65.59	49.22	33.46	27.94	21.59	16.15	14.45	10.08	10.65	10.38	10.71
375.0	448.9	384.9	462.1	445.1	436.3	525.2	530.0	500.2	487.9	469.2	495.3	416.4	418.5	437.9	459.3	464.2	448.1	453.1	449.0	428.0	404.8	412.1	418.7	395.8	393.3	395.4	490.0	542.8	320.1	232.5	200.5	164.3	201.8	831.3	9999.9	9999.9	9999.9	 3959	201.5	134.4	88.88	64.50	45.03	31.55	26.34	19.58	16.48	13.19	11.43	9.934	10.71
380.0	495.4	434.2	526.6	520.5	379.6	558.5	576.0	436.2	506.3	491.2	455.6	456.2	453.6	428.3	465.8	466.2	481.1	458.8	445.5	457.2	467.5	445.5	436.9	422.8	408.8	399.7	416.2	529.6	505.3	292.5	217.4	195.9	186.7	192.9	844.2	9999.9	9999.9	9999.9	 3661	193.0	126.8	89.25	60.07	40.29	29.14	22.21	18.79	14.26	12.78	11.62	11.36
385.0	467.4	509.8	404.6	451.8	447.2	542.1	505.3	495.4	505.8	521.2	476.1	471.3	463.3	452.2	451.8	493.6	501.2	477.7	487.5	481.8	473.9	482.8	466.3	454.5	450.9	437.1	434.9	445.2	560.2	446.0	278.5	224.4	198.1	173.6	203.9	827.2	9999.9	9999.9	9999.9	 3777	184.1	116.4	78.22	56.62	39.57	30.78	21.87	16.86	13.54	12.85	10.06
390.0	413.9	429.1	415.4	475.3	512.7	516.4	536.4	551.9	579.6	488.9	528.0	471.0	487.7	486.9	499.9	528.1	493.6	502.1	520.0	502.8	491.4	514.0	504.5	509.8	481.9	477.6	452.6	438.4	457.9	560.2	392.0	265.3	227.6	201.4	180.3	193.5	814.4	9999.9	9999.9	9999.9	 3599	173.9	110.5	75.35	53.32	36.27	28.28	21.47	17.54	12.69	10.60
395.0	398.6	393.5	365.0	484.6	553.9	607.9	518.4	517.9	547.0	569.3	508.1	506.2	516.5	487.4	497.0	509.9	528.2	527.7	537.3	520.6	505.6	516.6	525.1	525.1	532.7	526.4	512.6	468.6	441.1	493.6	551.9	357.9	279.4	226.2	197.3	175.2	198.6	799.4	9999.9	9999.9	9999.9	 3680	162.2	106.5	66.32	49.44	35.37	25.31	21.05	14.98	11.61
400.0	369.8	411.7	424.8	579.7	535.0	532.9	534.6	585.1	563.1	516.2	526.7	495.1	508.2	491.8	495.5	537.3	568.0	581.7	577.6	547.5	539.5	522.9	537.9	564.9	563.0	556.2	536.7	514.8	493.7	462.1	534.7	516.4	360.5	277.9	234.1	190.1	157.9	183.4	787.5	9999.9	9999.9	9999.9	 3346	137.5	93.29	65.47	48.53	32.44	25.90	19.75	15.46
405.0	459.9	403.2	460.3	493.8	481.4	514.8	591.6	549.9	633.8	585.6	525.5	520.7	553.0	513.2	517.4	522.3	535.3	558.7	562.3	535.4	539.2	518.7	571.9	578.4	578.2	573.4	547.4	552.1	525.5	483.3	466.1	550.4	483.6	331.8	282.1	225.2	183.2	147.3	173.3	775.1	9999.9	9999.9	9999.9	 2984	131.3	88.51	61.90	47.01	27.83	21.87	15.47
410.0	425.6	396.0	401.5	468.4	450.8	588.3	588.5	564.1	589.5	513.9	509.9	568.5	564.9	598.4	564.2	551.1	575.9	565.4	564.5	562.9	533.9	539.4	565.5	549.0	574.1	588.4	593.7	580.2	554.4	537.2	503.9	495.8	558.6	459.7	316.1	251.2	198.4	159.6	133.3	166.0	753.0	9999.9	9999.9	9999.9	 2671	125.2	80.38	54.06	39.89	30.43	22.05
415.0	350.9	385.6	550.7	448.1	501.7	550.5	539.5	545.0	569.2	550.4	530.9	589.4	542.8	586.4	570.9	588.8	565.8	596.3	591.7	561.0	542.5	557.5	542.5	574.3	601.4	586.3	603.7	591.4	576.7	554.7	524.6	487.6	486.3	546.1	415.1	294.1	225.2	186.1	145.5	125.1	145.7	752.6	9999.9	9999.9	9999.9	 2672	119.5	79.83	50.43	33.95	28.38
420.0	311.8	380.7	364.4	342.2	479.7	570.8	520.9	561.5	514.8	584.4	579.8	499.6	576.6	545.9	586.1	606.7	593.3	588.7	577.6	552.8	535.6	541.4	564.3	565.4	584.9	589.1	613.7	589.6	591.2	551.2	526.8	501.9	489.3	512.3	515.4	352.1	260.1	204.7	166.1	128.4	107.6	147.2	745.4	9999.9	9999.9	9999.9	 2378	110.5	67.32	47.27	38.83
425.0	400.7	337.4	445.5	438.8	503.7	537.2	566.0	531.5	584.3	555.9	601.0	527.3	579.8	549.6	581.2	623.1	583.9	597.2	601.2	565.4	501.5	514.4	557.6	566.0	578.5	578.8	591.4	603.2	567.2	564.7	532.7	524.6	491.4	469.2	514.0	434.4	288.1	216.7	172.0	137.2	110.3	93.42	130.3	733.5	9999.9	9999.9	9999.9	 2083	93.78	68.95	45.06
430.0	283.5	447.4	365.6	410.2	474.7	481.1	499.7	612.4	538.5	579.4	554.4	554.6	584.5	595.3	572.4	609.1	616.2	594.4	548.7	539.4	529.1	500.1	531.2	535.6	578.6	589.1	582.6	601.6	583.0	569.1	549.7	521.8	489.6	450.1	431.2	474.0	365.0	244.5	196.2	153.0	121.1	108.0	88.37	123.8	716.5	9999.9	9999.9	9999.9	 1849	91.63	61.38
435.0	221.6	366.9	416.3	367.4	435.6	538.8	584.3	518.2	556.3	542.3	560.9	505.8	574.4	583.1	589.8	581.5	605.0	597.7	557.5	526.1	518.8	513.1	523.1	552.4	546.2	558.6	555.3	572.8	564.1	559.6	556.5	525.5	498.1	480.0	430.4	410.8	402.6	306.4	219.9	172.1	143.2	123.3	98.90	84.48	125.9	710.9	9999.9	9999.9	9999.9	 1814	86.50
440.0	298.2	329.7	422.5	416.6	494.1	407.8	471.0	522.5	527.4	545.3	540.3	539.4	567.1	566.7	596.5	629.5	585.6	570.6	555.0	495.8	510.9	492.5	507.9	521.8	544.4	551.9	551.7	575.6	568.3	548.3	545.6	521.1	497.9	468.7	440.1	390.7	386.9	373.2	255.8	183.9	160.5	129.2	102.9	87.35	79.53	113.2	717.2	9999.9	9999.9	9999.9	 1600
445.0	321.9	398.3	341.8	349.9	438.4	476.1	427.2	498.6	519.5	488.8	566.6	558.9	587.3	573.0	583.6	580.8	616.3	593.3	550.2	479.8	466.1	469.9	480.1	490.5	519.2	525.7	539.3	542.2	545.9	548.9	526.6	504.8	501.9	475.7	435.0	400.0	342.8	360.4	317.5	218.8	165.9	140.1	116.9	94.44	80.90	78.43	110.1	713.1	9999.9	9999.9	9999.9
450.0	338.4	369.6	378.3	381.9	431.4	472.6	529.2	486.0	516.4	539.0	508.5	552.3	544.2	561.2	587.3	580.0	547.1	563.0	503.3	474.2	437.5	462.6	459.0	475.0	489.9	496.0	515.3	521.1	515.9	508.1	487.5	501.5	481.7	462.0	438.1	387.0	334.8	309.8	327.0	263.0	184.9	155.5	126.1	108.2	91.74	78.45	72.36	116.3	705.7	9999.9	9999.9
455.0	255.9	333.4	324.8	380.3	484.7	460.8	448.3	454.2	486.9	511.6	477.4	502.5	525.3	550.0	580.4	540.5	546.0	529.1	490.7	451.2	446.7	448.9	443.2	445.8	449.0	475.8	478.8	477.6	491.1	484.5	488.1	464.7	476.3	445.3	415.9	372.8	328.7	297.0	282.0	295.6	232.1	158.2	132.7	111.1	96.06	82.55	69.50	64.55	108.4	709.9	9999.9
460.0	195.4	252.9	285.4	348.0	433.2	400.7	380.9	404.4	422.6	469.0	496.8	501.3	492.1	482.4	518.4	530.9	475.4	473.9	458.4	427.9	419.8	405.0	402.1	428.0	427.8	446.3	438.6	441.2	472.9	462.2	459.7	447.3	452.0	417.8	397.8	367.9	326.8	292.7	258.2	263.4	258.0	196.1	140.3	126.9	100.4	90.46	77.28	67.15	68.11	105.1	706.0
465.0	262.2	189.6	341.4	274.5	330.2	432.1	403.5	389.1	393.5	413.4	477.4	470.4	529.3	470.7	519.8	504.8	491.1	466.5	415.0	405.5	416.0	358.1	385.6	397.2	403.2	416.0	407.6	426.6	405.0	431.6	423.7	417.5	406.2	397.8	382.9	347.8	327.5	280.4	249.8	240.5	237.8	226.1	156.6	134.5	106.3	94.96	81.79	74.93	64.19	64.22	103.4
470.0	289.8	247.1	281.3	292.3	331.5	344.2	359.5	411.2	400.4	387.9	397.4	426.3	475.8	465.9	490.4	484.6	477.6	414.6	389.5	370.4	358.4	326.4	357.6	356.7	388.2	379.6	385.7	395.4	390.4	381.5	387.1	385.8	381.2	383.2	363.4	343.3	313.0	276.7	243.9	211.7	208.6	223.8	190.6	136.9	112.6	105.3	87.66	75.50	70.85	59.97	57.44
475.0	248.3	266.4	190.9	268.1	282.5	291.1	309.8	353.5	388.2	364.5	415.3	412.5	411.0	446.0	441.2	451.3	424.7	407.9	366.7	342.8	328.7	339.5	325.2	334.1	324.8	344.6	341.8	349.9	370.2	372.0	346.5	354.1	356.3	343.0	335.4	310.3	282.8	274.1	233.6	212.2	181.8	181.4	197.5	162.0	115.4	103.4	85.26	76.48	67.38	58.84	50.21
480.0	215.4	252.1	213.6	276.6	261.3	283.9	277.9	340.3	333.1	366.5	406.5	393.3	373.1	420.2	446.5	443.5	403.8	374.1	342.6	322.8	294.2	299.7	301.8	300.2	302.5	317.4	309.2	321.8	321.2	329.6	323.1	326.8	331.9	324.4	314.0	301.5	269.1	244.8	223.1	202.1	183.0	173.8	171.0	172.2	131.8	109.0	90.63	83.10	68.65	59.07	53.44
485.0	215.8	254.5	212.1	234.4	226.3	258.2	269.0	317.6	369.3	354.5	344.8	343.8	374.4	368.5	403.4	408.4	382.3	354.6	320.9	308.3	296.6	274.2	269.2	292.5	291.0	300.4	289.2	306.7	300.5	303.6	302.6	312.1	304.3	300.3	299.7	282.5	257.8	239.3	212.9	193.3	177.9	166.1	148.9	163.4	156.3	111.6	93.30	80.88	68.83	67.05	56.84
490.0	165.4	195.3	192.1	189.8	238.1	275.2	270.1	322.2	325.0	334.8	338.0	325.3	359.0	368.5	374.0	415.0	380.4	360.0	310.9	291.6	266.6	271.4	266.2	265.1	251.2	277.8	270.7	268.8	278.3	284.6	287.9	283.6	291.6	295.0	286.2	258.0	245.2	217.0	204.7	196.7	172.4	156.2	147.7	143.6	151.2	133.0	100.1	83.08	69.69	65.57	55.29
495.0	115.1	190.3	191.6	202.3	211.1	248.2	265.7	289.4	254.3	274.8	317.7	320.5	336.0	366.3	357.8	370.5	354.5	315.3	295.4	286.8	252.5	247.4	242.5	240.9	246.6	238.2	264.4	265.4	244.2	265.1	263.5	259.4	264.3	268.0	250.8	242.7	231.7	218.2	202.3	178.5	164.0	143.8	143.1	127.0	131.9	142.3	114.8	86.24	73.27	62.79	58.95
500.0	201.9	197.0	185.2	220.9	245.8	193.0	221.1	244.2	248.4	258.9	321.1	281.8	321.2	331.7	322.1	342.5	334.0	312.5	276.7	254.8	217.2	231.2	229.0	219.0	228.5	226.2	238.3	242.1	233.7	243.9	242.2	252.7	252.4	242.3	246.3	237.2	211.7	196.7	183.5	171.6	164.0	152.3	125.3	124.5	111.5	124.5	122.5	95.38	74.96	65.10	56.46
505.0	128.4	153.9	183.3	202.7	260.1	189.3	198.2	210.8	255.3	244.6	268.9	281.1	295.6	281.4	341.2	312.0	310.8	291.1	263.6	236.4	210.3	205.4	199.3	217.5	192.6	222.3	197.2	211.6	227.1	220.3	219.5	221.7	225.6	220.1	215.7	212.4	202.6	183.7	178.8	165.3	145.7	133.0	129.3	121.4	116.0	99.84	113.3	103.0	77.57	69.02	56.43
510.0	104.9	130.8	108.0	151.2	187.2	196.0	190.8	265.6	234.1	209.7	222.1	247.3	262.7	292.5	302.3	303.8	292.5	266.8	249.4	214.2	200.6	202.1	194.6	194.9	189.5	192.8	193.9	191.5	189.8	199.6	187.5	196.8	206.7	203.3	197.0	188.7	177.3	164.1	153.2	143.8	140.7	128.5	119.6	110.5	107.4	95.73	92.53	100.8	84.18	68.32	58.48
515.0	139.5	156.8	192.5	106.6	195.3	161.5	207.9	168.6	220.7	222.4	240.5	245.8	270.6	251.8	241.6	261.1	254.2	241.1	225.2	206.7	189.3	185.6	176.7	177.3	177.0	165.7	179.3	173.1	183.7	172.5	177.0	172.1	182.8	176.1	185.2	178.4	164.2	158.8	144.7	128.9	118.9	124.7	113.4	105.0	95.48	87.79	84.04	89.64	84.42	74.76	55.10
520.0	104.0	106.9	150.5	150.4	168.9	147.1	154.2	188.3	184.4	211.5	215.0	234.0	229.6	227.8	250.4	249.4	243.1	221.1	217.7	184.8	179.3	165.4	173.7	166.2	162.3	162.8	158.3	160.0	159.2	163.3	154.1	161.0	167.6	165.7	156.4	153.2	147.6	132.8	134.1	121.6	114.3	110.0	113.3	93.46	86.76	83.18	79.52	70.52	79.04	81.84	62.43
525.0	98.80	90.01	85.68	117.9	137.5	174.1	142.6	138.8	164.8	183.0	211.7	162.3	203.0	229.6	223.9	230.9	225.7	211.4	174.9	175.9	159.5	162.4	149.0	152.2	154.4	141.3	145.1	143.9	147.2	133.3	141.4	144.7	144.6	146.8	144.5	148.0	125.6	125.2	120.4	104.1	104.2	102.1	91.51	89.25	81.89	77.00	70.31	67.84	68.12	72.67	65.06
530.0	115.1	91.32	86.26	141.7	152.6	132.8	134.4	162.3	157.6	165.3	169.9	148.6	183.2	210.3	201.2	223.4	197.7	191.4	167.9	152.8	160.1	145.3	135.2	140.4	140.6	125.7	134.1	133.6	135.9	128.8	136.9	128.6	124.0	136.2	135.5	126.3	122.4	116.6	106.4	101.7	92.69	92.60	86.60	79.42	74.85	71.82	66.50	68.29	61.80	64.55	68.30
535.0	99.92	76.70	138.4	102.7	118.1	178.9	120.4	122.5	143.4	130.2	151.7	163.5	155.5	187.6	212.5	205.6	179.8	157.0	170.0	138.9	138.5	127.7	128.1	124.5	124.6	124.9	119.9	127.2	123.5	117.5	121.3	115.5	128.4	119.5	121.6	118.2	110.5	108.6	96.80	103.1	84.52	81.26	80.19	79.07	69.15	67.94	65.99	60.74	57.81	51.49	57.31
540.0	110.1	71.04	115.2	116.6	90.40	114.5	102.2	126.3	134.0	141.5	137.3	134.7	141.0	172.6	278.8	224.3	165.9	179.2	144.8	134.9	117.3	115.8	104.7	108.5	110.1	108.7	105.1	108.7	105.9	108.4	110.0	109.4	105.1	111.6	106.5	107.7	94.83	92.39	90.82	85.54	75.76	77.40	75.45	67.99	69.83	61.68	64.05	54.35	50.46	45.92	47.50
