Sample:	'SLABO1-5-5-320
File name:	3P9.FD3
Run Date:	16:29:07, 08/24/2022
Operator:	Administrator
Comment:	'

Instrument
Model:	F-7000 FL Spectrophotometer
Serial Number:	2354-007
ROM Version:	5J14000 06

Instrument Parameters
Measurement type:	3-D Scan
Data mode:	Fluorescence
EX  Start WL:	200.0 nm
EX  End WL:	450.0 nm
EX Sampling Interval:	5.0 nm
EM  Start WL:	280.0 nm
EM  End WL:	550.0 nm
EM Sampling Interval:	5.0 nm
Scan speed:	12000 nm/min
EX Slit:	5.0 nm
EM Slit:	5.0 nm
PMT Voltage:	700 V
Response:	Auto 
Corrected spectra:	Off
Shutter control:	On
Contour interval:	25.000

Peak integration
Integration method:	Rectangular
Sensitivity:	1
Threshold:	1.000

Peaks
No.	ApexEX/EM(nm)	Height(Data)
320.0	600.4	685.4	588.8	579.4	573.4	676.7	614.7	472.0	328.2	293.7	307.5	357.6	363.2	369.8	429.1	484.5	450.6	616.9	799.7	273.1	150.3	152.4	745.1	9999.9	9999.9	9999.9	 1259	67.69	51.20	33.48	23.11	17.12	14.21	13.27	11.16	7.356	7.423	5.995	8.469	4.218	5.917	4.535	5.345	5.557	4.839	3.970	4.512	4.665	4.301	4.535	3.394
325.0	520.8	602.0	548.3	569.7	595.6	881.9	920.8	593.9	473.8	311.4	287.1	376.5	353.1	417.7	452.6	502.0	489.5	445.6	662.0	669.9	241.0	153.9	161.3	740.2	9999.9	9999.9	9999.9	 1396	69.47	48.13	39.08	27.28	20.59	15.82	13.27	10.23	8.375	6.950	7.850	5.645	5.774	5.881	4.713	3.591	4.181	5.099	3.796	4.346	4.635	4.602	4.373
330.0	529.2	541.4	673.3	587.2	683.0	795.6	900.2	786.2	519.8	328.8	334.6	377.4	384.3	410.8	456.8	525.2	548.6	496.1	457.0	651.8	554.9	191.7	141.9	147.1	735.3	9999.9	9999.9	9999.9	 1367	62.56	50.94	41.95	30.34	21.88	14.35	11.82	9.819	6.911	7.023	6.435	5.918	5.408	6.366	5.151	6.585	5.313	3.780	4.912	4.673	5.665	4.569
335.0	374.5	413.0	519.5	521.6	692.9	718.9	920.5	757.6	567.8	364.9	379.2	349.2	365.7	418.3	515.3	522.6	583.1	535.4	432.1	395.5	675.0	435.6	165.3	136.0	149.5	747.5	9999.9	9999.9	9999.9	 1299	73.15	46.20	35.99	28.83	19.15	15.06	12.58	8.460	7.870	6.705	7.020	5.354	5.618	5.373	4.782	4.554	2.956	5.415	4.370	6.157	5.765
340.0	336.7	462.8	436.5	566.5	717.9	866.6	964.1	868.8	570.9	471.6	361.9	376.9	391.0	460.0	499.2	521.8	589.6	523.4	489.7	361.7	402.9	621.9	339.9	150.8	133.2	153.7	741.4	9999.9	9999.9	9999.9	 1360	75.70	54.19	38.75	31.23	19.65	14.32	10.71	10.29	8.304	7.766	6.968	6.229	4.347	5.234	3.699	4.287	5.088	5.212	6.022	5.005
345.0	344.8	408.1	430.4	516.6	632.2	781.5	947.6	811.8	642.6	480.2	399.1	421.3	401.3	451.0	512.9	539.9	536.1	586.5	497.7	407.5	339.1	410.4	596.5	272.7	155.7	134.2	145.3	733.6	9999.9	9999.9	9999.9	 1498	77.66	54.59	34.84	28.17	19.03	13.11	10.19	8.654	7.341	7.231	5.978	4.916	4.463	5.276	4.857	4.826	5.218	4.620	5.798
350.0	318.7	462.5	420.0	368.5	623.8	871.2	904.3	773.9	653.1	555.3	467.3	446.8	428.2	472.4	515.5	576.7	588.4	579.4	540.4	425.9	348.8	310.6	457.4	565.3	235.8	160.8	141.3	157.0	737.8	9999.9	9999.9	9999.9	 1599	81.92	49.89	40.40	24.14	16.77	13.86	10.48	8.508	6.752	5.974	5.190	5.742	5.498	4.853	4.794	4.443	3.664	5.008
355.0	298.6	431.8	361.1	453.0	519.9	705.3	858.4	849.1	625.9	598.0	501.6	513.3	482.2	497.2	530.9	569.5	635.3	587.6	540.1	455.1	386.9	343.8	341.5	526.6	516.3	229.5	171.8	150.2	166.4	738.5	9999.9	9999.9	9999.9	 1563	72.52	53.67	34.08	26.25	22.38	13.55	11.45	8.199	8.595	6.154	6.696	5.319	4.811	4.545	4.613	4.838	5.744
360.0	258.8	309.4	446.7	602.4	574.6	747.0	775.5	780.5	684.0	585.7	557.0	548.9	482.3	563.6	568.1	602.9	593.5	576.7	596.2	495.3	436.6	398.3	348.4	373.6	573.7	463.1	228.1	189.5	159.4	157.9	741.9	9999.9	9999.9	9999.9	 1383	72.71	49.28	32.96	27.32	17.43	12.76	8.559	9.880	5.873	6.098	5.561	7.082	3.883	5.369	4.573	4.610
365.0	316.7	361.8	375.3	558.1	472.6	693.4	800.9	817.5	668.6	647.3	626.0	552.1	538.4	555.3	583.7	580.5	617.3	612.8	589.2	533.1	486.0	434.3	424.7	381.6	399.1	595.1	426.2	238.1	191.5	150.2	160.9	723.9	9999.9	9999.9	9999.9	 1583	71.40	48.46	35.85	22.38	16.71	11.98	9.801	6.745	5.909	6.159	5.078	5.240	5.703	4.678	4.843
370.0	354.3	390.6	435.9	449.5	585.0	663.9	733.7	793.6	748.0	714.4	650.8	618.2	634.3	602.6	607.8	649.8	637.5	641.7	558.2	585.5	512.4	474.5	454.3	399.9	385.4	468.6	611.1	385.3	247.0	195.3	147.2	162.7	722.4	9999.9	9999.9	9999.9	 1424	71.31	51.70	29.27	20.54	14.70	10.35	9.712	7.670	6.106	5.790	5.836	5.089	6.103	4.331
375.0	299.9	331.4	436.9	453.6	538.3	562.4	721.6	749.6	724.7	686.9	665.5	656.5	592.5	642.5	609.3	642.5	647.1	656.6	600.1	555.5	527.0	505.5	493.2	480.8	436.7	437.9	541.2	575.3	328.2	236.4	180.5	149.0	149.5	728.2	9999.9	9999.9	9999.9	 1521	73.59	38.05	28.59	20.05	15.66	11.79	8.823	8.547	5.978	3.797	5.740	4.641	5.432
380.0	231.2	446.1	380.4	401.1	533.1	614.5	795.7	686.0	744.5	743.1	733.6	604.4	569.4	625.5	624.4	670.8	662.3	630.1	590.3	574.7	555.0	506.5	520.4	493.3	491.1	448.4	463.3	567.9	536.1	316.3	214.3	167.4	136.8	148.1	715.8	9999.9	9999.9	9999.9	 1426	55.66	42.16	24.23	22.27	13.48	10.19	7.156	8.636	4.885	4.637	4.924	4.307
385.0	278.1	312.2	378.8	495.1	555.5	543.0	717.2	720.6	674.5	735.9	704.4	667.8	643.8	617.9	635.1	665.6	629.3	627.4	584.7	567.1	555.6	545.1	533.2	527.3	530.0	492.5	472.5	469.0	574.3	464.6	274.5	224.7	172.6	138.7	149.1	712.7	9999.9	9999.9	9999.9	 1315	61.11	35.37	27.03	18.09	12.79	8.048	9.226	6.657	6.196	6.833	6.849
390.0	356.8	315.1	413.8	427.1	522.5	567.4	630.5	716.0	705.0	756.2	684.1	672.5	662.5	632.4	671.9	641.3	655.6	625.7	635.9	610.3	584.7	558.7	549.5	579.7	545.3	514.1	502.3	474.3	501.0	578.2	402.7	255.0	212.3	170.7	135.8	138.8	716.2	 9507	9999.9	9999.9	 1235	51.82	40.10	22.02	18.27	11.19	8.918	8.965	7.211	6.825	5.981
395.0	215.0	335.0	435.8	409.0	512.3	523.5	637.9	709.8	702.5	732.9	684.5	672.5	700.8	654.4	647.7	683.2	655.6	626.3	594.6	619.2	571.4	574.1	561.4	559.5	571.9	547.2	524.5	496.6	464.0	488.9	543.3	354.1	256.3	209.0	167.0	123.5	137.6	676.9	9999.9	9999.9	9999.9	 1208	54.00	36.13	24.27	14.33	12.74	10.38	8.383	7.509	5.286
400.0	276.5	323.5	337.0	397.5	510.2	520.8	639.7	701.2	689.4	712.6	692.9	666.3	667.0	682.9	638.6	622.5	706.5	668.7	631.7	618.9	566.4	590.8	594.2	580.9	559.2	586.7	538.6	519.0	493.8	460.4	525.6	517.3	332.3	253.2	203.9	162.0	114.5	132.5	711.8	 8370	9999.9	9999.9	 1168	48.96	29.67	21.74	14.53	10.70	10.21	9.104	7.471
405.0	284.7	387.7	418.0	456.6	490.9	562.3	658.0	675.9	675.3	703.1	735.8	688.5	673.3	656.0	661.5	644.3	672.9	656.2	620.9	601.5	573.6	576.9	586.0	586.7	586.7	588.2	575.8	555.4	522.9	482.9	470.2	526.0	461.7	315.3	233.8	185.9	151.2	116.9	128.0	597.6	 8076	9999.9	9999.9	 1010	42.88	28.30	17.20	13.78	11.09	6.561	7.467
410.0	277.1	412.5	397.7	404.6	483.2	627.2	719.9	700.1	745.6	715.4	686.3	699.3	651.9	687.9	714.8	738.3	682.1	647.0	643.3	596.8	581.4	573.6	573.2	583.1	577.9	582.2	594.6	557.3	532.6	495.9	468.8	445.0	546.0	416.7	293.5	230.8	183.1	142.0	103.3	112.8	567.3	 7429	9999.9	9999.9	855.0	39.77	25.87	19.25	16.67	9.919	8.648
415.0	220.5	353.2	396.6	470.0	502.7	578.9	577.4	615.7	699.2	727.1	662.2	701.2	646.2	732.6	654.5	646.2	660.2	652.5	610.9	605.7	560.9	545.3	578.0	577.2	585.2	566.8	567.9	562.2	543.1	507.3	489.9	445.8	456.2	522.2	368.3	265.7	196.1	158.3	120.6	92.68	101.6	520.3	 7510	9999.9	9999.9	852.5	36.12	22.71	19.87	14.39	10.65
420.0	219.2	343.1	390.9	429.1	526.6	461.0	586.1	708.1	582.7	710.9	672.5	681.6	650.9	645.9	685.2	628.8	689.6	652.7	603.1	595.4	557.7	544.3	573.1	579.4	563.2	559.1	577.5	569.2	542.2	527.7	496.1	457.6	413.2	481.4	482.1	316.0	230.6	175.5	145.1	107.0	85.49	94.58	524.6	 7161	9999.9	9999.9	771.7	34.59	29.38	17.31	12.84
425.0	219.5	329.1	361.5	412.5	460.0	563.2	558.1	662.6	649.3	693.8	687.7	666.0	626.3	682.9	670.2	665.8	689.7	613.8	572.5	553.1	547.2	533.9	551.2	546.7	542.3	575.9	569.0	565.3	548.0	526.2	500.7	461.6	434.2	420.4	473.5	405.9	277.6	200.7	171.7	114.4	93.09	67.27	93.84	499.0	 6376	9999.9	9999.9	653.6	37.30	21.72	15.00
430.0	188.7	306.6	408.7	408.9	423.3	526.3	573.2	604.7	668.4	676.9	680.1	665.1	653.7	664.2	636.4	654.4	616.2	611.9	559.9	559.6	524.7	504.7	514.9	562.4	540.5	527.0	547.6	545.1	551.9	538.5	490.1	475.1	448.2	415.6	406.6	446.4	346.8	218.1	173.7	144.1	110.8	82.58	74.76	80.85	443.4	 5807	9999.9	9999.9	638.4	31.41	19.24
435.0	233.0	341.8	337.8	385.6	458.0	546.0	594.7	636.5	627.9	642.7	671.3	673.2	644.0	649.7	639.3	626.3	651.4	579.8	570.0	520.9	521.8	510.2	510.9	504.5	531.3	521.6	524.8	538.2	529.0	498.2	479.2	481.9	463.0	419.9	381.5	384.6	389.0	277.3	200.9	146.2	116.6	95.32	79.06	64.51	76.46	406.4	 5629	9999.9	9999.9	565.8	30.77
440.0	259.0	298.7	335.6	347.9	386.0	486.8	517.2	547.6	581.3	645.5	658.5	605.6	664.2	629.1	645.3	629.4	580.3	595.9	532.9	487.2	491.8	500.2	494.2	472.6	509.1	501.8	517.2	502.3	512.2	510.1	473.7	467.7	451.4	429.2	401.6	347.7	348.1	334.6	242.7	172.0	139.1	102.6	84.48	70.41	54.25	72.68	394.9	 5555	9999.9	9999.9	519.4
445.0	156.5	241.2	310.2	386.4	418.0	480.8	575.0	603.8	554.0	623.9	639.1	633.3	636.0	648.7	658.1	651.6	627.0	577.9	523.1	487.8	476.9	471.1	465.3	456.4	471.1	505.8	479.2	480.6	484.0	480.7	459.0	465.6	460.8	430.4	389.8	339.9	309.3	330.5	303.4	193.0	142.3	127.3	100.1	80.71	64.48	48.56	67.17	386.6	 6710	9999.9	9999.9
450.0	237.0	284.5	258.9	378.9	410.7	400.6	427.9	517.9	580.7	556.7	597.5	645.0	610.5	634.4	637.4	611.2	583.4	548.8	508.0	475.8	443.1	447.7	439.0	438.2	430.5	461.8	452.5	470.9	462.4	482.8	442.2	438.8	440.6	411.3	397.3	349.7	305.5	285.2	308.4	240.6	163.2	130.5	106.3	88.37	72.46	57.32	55.02	64.07	461.6	 5546	9999.9
455.0	150.5	257.0	340.5	326.3	395.9	386.4	518.6	461.2	514.1	541.6	545.1	591.1	648.6	647.8	612.4	615.6	540.9	517.5	492.1	423.4	414.1	426.2	407.2	409.0	408.7	427.9	428.5	433.1	449.1	446.8	430.2	417.1	394.4	390.7	382.3	352.6	302.4	273.0	253.7	270.0	199.1	144.9	116.1	99.32	78.27	68.35	56.89	47.67	68.90	385.4	 5664
460.0	167.9	221.6	285.3	295.6	410.3	365.0	483.3	431.4	494.6	471.9	551.3	594.2	573.2	612.5	560.1	580.4	538.9	493.1	469.8	411.7	394.0	409.1	374.2	385.4	374.1	385.0	399.3	397.9	410.8	406.9	414.6	396.8	384.7	380.0	364.6	330.1	284.4	259.5	232.6	233.6	239.0	161.4	116.8	112.7	92.65	77.26	67.61	49.70	50.32	61.38	391.0
465.0	223.6	278.2	352.2	329.0	357.2	371.4	428.6	442.8	458.1	488.9	524.5	511.8	551.5	559.5	571.1	541.5	538.0	457.7	463.5	390.4	360.6	378.5	338.4	350.0	369.6	360.3	370.3	366.2	375.9	381.0	372.3	361.4	371.8	360.9	348.3	314.6	290.5	258.2	227.7	204.8	220.8	206.5	144.6	108.4	95.44	84.53	69.49	58.06	47.31	43.30	61.79
470.0	157.0	255.5	312.7	363.0	258.3	356.3	381.9	377.9	450.4	409.1	481.9	483.2	524.7	526.9	534.0	473.7	483.0	451.3	425.2	359.6	344.2	334.7	347.7	332.6	345.2	317.2	349.9	356.7	344.9	355.4	361.8	331.0	347.9	337.4	316.2	308.0	282.5	244.0	216.5	190.9	185.5	209.4	159.9	121.1	100.6	85.80	71.81	65.77	52.00	38.28	38.76
475.0	185.2	253.0	295.7	277.7	273.3	386.1	334.5	353.3	416.4	392.7	479.1	516.7	474.4	465.3	481.3	490.5	431.9	401.4	357.4	330.9	302.9	308.7	311.1	300.4	321.0	316.3	313.8	313.3	317.0	316.3	323.0	316.5	320.7	309.3	300.3	283.1	258.2	231.5	205.9	186.3	174.4	168.4	178.0	141.5	99.89	89.64	75.43	66.03	58.37	46.86	36.95
480.0	197.9	187.1	182.9	294.3	310.6	304.0	319.1	367.8	371.4	403.3	409.6	377.0	475.5	482.0	463.6	419.7	417.4	376.2	341.0	320.5	278.4	290.5	267.1	285.4	276.4	286.1	299.3	284.0	290.2	292.5	285.6	298.1	296.0	292.2	279.5	262.3	244.9	221.1	197.6	180.2	156.9	150.6	161.3	161.9	115.1	85.24	74.93	66.53	57.79	49.48	43.87
485.0	169.7	173.9	206.7	242.6	271.6	269.3	365.0	331.5	296.0	381.8	431.3	406.8	425.5	482.0	423.4	412.2	389.8	367.7	327.5	287.7	312.8	277.7	258.5	250.7	259.3	262.1	264.5	257.8	260.9	286.6	268.0	268.7	268.3	269.3	261.8	252.2	238.4	216.6	190.7	178.1	155.2	139.5	134.8	151.0	134.5	99.42	79.17	75.04	61.26	52.71	44.46
490.0	172.7	114.6	173.0	151.2	221.3	269.4	244.2	282.4	301.1	326.8	401.9	391.7	410.5	406.9	410.0	393.1	381.5	374.7	328.1	281.2	271.9	257.6	238.7	246.6	238.8	233.9	240.6	244.7	235.8	250.6	248.7	244.6	248.5	261.9	239.8	238.8	217.1	200.6	177.8	171.3	151.7	136.5	129.0	121.1	140.8	116.4	86.97	71.20	65.36	57.79	46.63
495.0	175.4	150.8	172.1	204.8	190.2	274.0	290.0	283.3	301.4	273.2	338.8	355.1	368.5	397.7	406.1	403.9	358.8	302.2	291.3	273.1	258.5	230.8	237.0	215.8	224.6	212.0	214.2	225.2	234.5	225.7	225.2	227.2	231.9	230.7	224.6	229.7	213.2	194.5	166.8	164.0	149.3	123.2	120.6	113.2	115.8	124.3	103.1	82.36	68.99	55.62	48.12
500.0	116.4	112.8	199.4	258.3	197.9	254.8	241.0	278.4	319.3	269.3	301.2	313.4	352.5	349.6	357.4	349.6	355.5	319.2	276.6	264.7	225.9	208.9	204.4	212.9	196.4	203.4	197.3	202.2	203.6	209.5	209.5	207.7	208.9	213.3	211.8	203.7	189.7	176.2	160.1	152.3	138.0	127.8	112.5	111.0	103.1	108.1	113.8	83.85	65.35	55.12	51.31
505.0	75.13	133.6	161.2	184.6	170.2	219.3	223.3	261.5	273.1	238.9	236.2	297.9	345.7	337.0	371.6	329.8	314.7	272.2	243.6	230.8	229.1	209.6	190.8	192.2	186.9	178.2	168.6	172.5	185.6	190.2	181.5	191.8	192.1	189.8	184.2	179.5	172.5	160.4	150.4	137.8	131.1	117.7	112.2	93.62	95.52	91.96	104.0	96.52	73.04	55.59	53.70
510.0	139.7	184.9	146.4	169.1	177.5	175.1	186.6	227.4	237.1	255.7	259.2	270.6	289.7	306.8	309.3	308.1	301.6	264.0	245.7	216.9	201.8	184.9	168.6	177.2	168.3	161.2	160.8	156.8	174.9	164.1	166.3	164.9	182.3	178.0	170.3	163.9	165.2	145.4	136.8	137.0	125.9	113.4	93.98	94.68	94.28	81.60	76.29	93.85	79.02	58.00	49.84
515.0	87.94	88.85	118.2	140.2	191.0	175.8	192.3	248.0	177.9	222.1	230.3	281.3	267.7	254.1	277.4	268.2	270.3	255.6	224.0	195.6	178.2	183.0	162.1	150.8	157.7	153.7	145.8	143.9	154.5	143.7	162.4	149.6	156.3	166.7	151.8	155.5	140.1	134.4	125.6	114.9	106.3	97.34	99.62	86.53	86.02	76.83	72.54	78.47	83.95	69.46	54.42
520.0	114.5	101.8	115.6	117.3	168.0	159.2	193.5	202.9	169.4	187.7	193.9	221.9	267.3	225.8	255.7	252.9	237.4	210.7	202.8	172.1	173.2	158.5	148.1	148.3	148.1	130.1	139.4	132.1	139.0	135.0	133.0	135.5	140.6	136.6	143.0	142.0	130.7	119.1	112.0	105.1	98.97	93.88	84.87	82.29	76.21	69.69	68.07	60.47	73.52	72.26	53.54
525.0	81.06	84.74	141.3	159.0	106.0	136.8	151.4	159.2	173.1	191.0	225.8	212.7	221.5	205.8	229.0	247.6	231.0	202.6	194.7	164.2	144.6	137.8	134.1	134.0	131.3	124.5	120.9	114.9	123.2	124.3	111.6	124.5	122.3	132.8	128.8	119.0	116.1	110.0	109.0	97.85	92.02	89.19	80.07	77.91	70.96	65.54	62.36	61.90	58.97	68.88	56.29
530.0	50.80	109.6	92.95	134.6	133.5	163.0	131.8	121.4	144.2	172.8	189.4	211.8	200.9	211.1	205.3	189.3	202.2	194.6	163.0	150.4	135.3	137.4	122.6	127.9	121.7	117.5	109.0	112.6	106.8	113.3	106.5	111.0	113.5	115.4	109.5	108.4	107.9	94.32	95.03	88.70	86.31	82.67	75.77	72.42	69.34	60.20	58.12	55.49	45.73	52.95	58.38
535.0	74.56	96.36	79.41	91.33	100.7	128.8	127.1	135.4	124.8	164.3	150.3	171.0	176.0	185.8	185.5	191.1	163.9	166.9	131.3	129.3	134.2	110.5	114.2	113.3	106.7	101.8	108.0	99.85	109.8	98.99	92.03	97.75	106.1	106.3	100.1	103.7	90.94	83.30	88.99	79.56	75.27	74.51	68.29	62.54	63.17	55.48	55.89	50.93	45.74	42.55	53.97
540.0	47.84	85.42	100.1	101.5	96.93	79.50	116.0	105.7	114.6	151.4	144.8	146.1	170.1	177.0	231.4	191.6	160.4	149.0	134.4	118.4	114.9	102.2	103.9	99.28	95.72	90.54	91.69	95.08	92.45	92.43	88.01	92.74	91.08	95.54	97.86	89.83	83.00	83.21	72.40	71.82	66.38	68.30	59.91	59.15	59.71	48.12	51.14	47.16	40.85	40.32	40.96
