Sample:	'SLABO1-5-5-320
File name:	2N1.FD3
Run Date:	15:46:10, 08/17/2022
Operator:	Administrator
Comment:	'

Instrument
Model:	F-7000 FL Spectrophotometer
Serial Number:	2354-007
ROM Version:	5J14000 06

Instrument Parameters
Measurement type:	3-D Scan
Data mode:	Fluorescence
EX  Start WL:	200.0 nm
EX  End WL:	450.0 nm
EX Sampling Interval:	5.0 nm
EM  Start WL:	280.0 nm
EM  End WL:	550.0 nm
EM Sampling Interval:	5.0 nm
Scan speed:	12000 nm/min
EX Slit:	5.0 nm
EM Slit:	5.0 nm
PMT Voltage:	700 V
Response:	Auto 
Corrected spectra:	Off
Shutter control:	On
Contour interval:	25.000

Peak integration
Integration method:	Rectangular
Sensitivity:	1
Threshold:	1.000

Peaks
No.	ApexEX/EM(nm)	Height(Data)
345.0	633.1	692.9	614.5	543.9	730.2	649.0	638.8	659.6	532.1	466.4	495.1	472.0	432.8	402.6	411.6	419.8	438.1	421.7	401.2	318.3	282.2	341.3	559.3	282.1	185.9	185.6	237.3	892.0	9999.9	9999.9	9999.9	 3804	274.1	194.2	136.8	101.8	72.71	47.75	39.24	26.87	22.36	20.79	16.60	14.78	12.40	12.79	12.81	11.29	10.24	11.50	10.45
350.0	762.4	666.6	565.4	660.6	656.4	725.9	632.8	628.6	549.0	527.4	506.7	474.9	406.8	418.2	425.1	454.0	451.1	417.0	396.7	337.6	294.7	270.0	438.2	551.7	267.6	203.0	202.8	240.4	904.9	9999.9	9999.9	9999.9	 3954	290.9	203.5	135.5	97.16	74.31	47.23	35.75	25.89	23.34	19.25	17.86	14.90	16.17	13.45	10.92	10.92	10.96	9.198
355.0	713.5	646.0	627.9	591.8	576.9	617.0	568.2	609.9	521.3	579.0	573.5	447.6	457.5	417.0	408.6	475.5	451.7	418.7	429.2	385.9	348.7	307.7	323.0	508.0	518.1	279.5	212.8	211.3	260.5	904.5	9999.9	9999.9	9999.9	 4171	287.9	208.5	126.9	102.0	63.11	42.27	35.05	27.57	23.05	17.39	17.26	16.09	12.29	12.68	11.72	10.68	10.68
360.0	725.3	840.2	585.5	562.0	652.8	586.8	627.0	653.5	569.2	566.6	568.1	470.2	469.5	440.7	446.0	477.6	470.9	474.1	439.7	385.8	364.5	351.6	335.7	376.5	575.7	481.5	277.7	237.9	224.3	273.2	913.4	9999.9	9999.9	9999.9	 3928	280.9	179.4	124.3	89.78	62.45	40.81	31.64	23.54	19.70	16.62	13.12	15.93	12.80	11.61	10.01	10.73
365.0	628.7	555.7	651.5	576.9	587.9	623.0	608.6	597.5	535.6	538.9	587.2	516.9	484.6	506.1	509.2	485.7	499.6	487.7	449.7	447.9	395.8	396.2	402.3	394.2	439.4	645.6	454.4	301.1	258.0	238.2	260.9	903.1	9999.9	9999.9	9999.9	 4452	275.6	184.4	114.9	84.04	57.21	41.41	32.23	24.28	18.66	17.25	15.41	12.83	13.77	10.01	10.72
370.0	636.4	557.0	648.3	736.9	650.2	669.4	604.6	655.6	593.0	567.8	566.2	549.1	500.9	511.4	521.5	519.3	501.7	486.7	521.2	495.4	435.4	446.9	452.0	432.4	435.6	495.5	678.3	433.5	321.1	269.8	243.8	260.2	880.4	9999.9	9999.9	9999.9	 4336	257.4	173.4	111.7	81.73	51.17	38.76	29.13	23.82	17.73	17.94	12.56	12.24	12.43	10.74
375.0	573.6	600.2	564.3	528.9	605.9	651.9	702.4	661.5	620.5	648.9	681.7	567.4	518.9	595.0	543.1	562.9	559.5	561.4	533.0	541.4	500.8	494.0	497.0	503.9	484.8	472.2	575.6	635.3	399.7	312.3	249.8	224.8	247.7	905.4	9999.9	9999.9	9999.9	 4676	232.9	162.1	101.2	75.82	50.09	37.40	30.66	22.42	20.07	16.16	12.86	11.59	10.72
380.0	435.4	607.2	655.1	659.0	599.3	662.4	606.9	673.2	626.4	655.3	611.2	624.3	588.7	559.4	570.5	601.8	594.3	628.0	539.5	537.4	537.3	531.8	538.2	518.0	523.5	492.4	525.7	621.9	581.4	370.4	301.1	248.9	222.1	254.0	894.8	9999.9	9999.9	9999.9	 4170	230.3	153.5	102.6	69.99	51.44	34.70	23.59	19.58	15.54	13.40	13.98	11.73
385.0	693.5	604.3	581.7	609.0	580.3	547.1	674.4	712.6	705.3	644.4	640.4	620.1	603.9	616.3	633.2	629.1	591.0	613.3	589.4	594.6	546.2	549.7	578.4	545.4	578.8	551.6	526.4	516.0	640.3	517.9	336.9	299.5	251.8	216.8	255.2	875.9	9999.9	9999.9	9999.9	 4312	220.5	142.0	94.18	69.75	45.24	34.45	25.10	20.26	16.52	15.53	12.24
390.0	601.7	666.0	585.2	591.2	720.6	720.5	703.6	726.3	711.9	660.3	715.8	654.7	612.7	659.7	628.4	655.4	664.3	652.5	623.5	581.2	567.7	587.5	587.9	596.7	596.7	576.0	562.7	532.3	543.1	638.3	471.8	327.8	275.1	233.0	223.5	238.3	856.4	9999.9	9999.9	9999.9	 4208	196.4	133.6	86.70	59.17	43.15	30.58	24.39	18.84	15.30	13.26
395.0	498.4	549.9	660.0	512.6	725.2	681.3	730.8	732.6	754.7	740.8	770.9	714.3	645.6	721.7	649.3	657.7	697.0	645.8	662.1	593.6	612.8	629.0	612.6	634.3	624.7	620.4	615.4	551.9	533.6	564.3	620.9	432.0	325.9	265.0	244.9	208.4	231.2	849.9	9999.9	9999.9	9999.9	 4184	186.0	123.2	86.78	56.88	40.15	27.80	23.04	20.67	15.29
400.0	456.7	505.4	577.4	468.3	548.0	732.0	692.4	738.6	735.7	776.4	759.1	697.9	748.9	676.4	726.6	671.5	683.9	695.5	635.6	623.5	631.0	633.9	623.7	641.0	665.7	638.8	617.9	594.8	558.2	521.2	584.4	566.5	390.6	324.4	262.9	233.1	197.3	220.8	826.9	9999.9	9999.9	9999.9	 3691	175.3	115.2	76.08	56.79	40.19	27.50	22.73	16.08
405.0	474.5	501.1	533.1	566.5	627.3	635.3	740.0	718.7	759.0	754.6	763.5	726.4	723.8	696.6	717.0	725.0	696.7	681.8	667.7	657.6	641.2	633.8	629.7	655.4	677.2	660.1	656.6	610.3	579.7	528.0	521.7	586.4	534.0	363.3	309.5	267.6	203.1	183.5	212.6	817.0	9999.9	9999.9	9999.9	 3304	161.9	105.8	74.51	55.74	37.11	26.30	18.51
410.0	469.9	472.3	625.2	598.4	681.3	710.4	636.7	751.2	759.7	752.1	784.5	762.9	728.4	790.0	731.0	739.4	713.6	718.4	685.6	654.4	651.0	641.7	658.8	656.8	676.5	667.2	661.0	633.9	610.5	577.4	520.5	526.2	606.5	476.5	355.1	302.3	242.9	203.2	175.4	198.5	792.0	9999.9	9999.9	9999.9	 3034	149.0	93.35	62.95	47.39	34.63	22.47
415.0	504.7	472.3	490.6	525.8	649.6	647.7	662.4	678.9	728.8	789.8	770.3	751.5	758.5	751.8	771.4	786.6	798.2	746.2	707.2	659.2	626.6	650.1	648.6	668.7	687.8	659.7	675.6	660.9	616.0	573.8	550.6	523.9	529.9	589.7	441.7	341.6	260.0	225.2	176.1	158.4	180.7	787.9	9999.9	9999.9	9999.9	 3081	141.7	91.62	63.26	46.17	31.55
420.0	506.3	471.1	564.3	509.0	603.3	617.3	693.3	725.8	688.6	771.3	788.0	734.3	742.9	728.0	763.7	820.4	716.3	708.9	697.7	696.7	644.4	647.7	645.9	674.5	667.9	654.9	662.5	657.5	636.1	586.2	551.1	525.0	499.9	539.9	533.5	406.5	293.0	245.9	198.8	161.3	139.2	162.6	770.8	9999.9	9999.9	9999.9	 2646	129.4	80.41	61.31	44.27
425.0	353.3	459.3	476.8	532.9	546.9	666.6	737.8	636.6	756.8	728.1	760.0	747.8	730.4	756.8	801.7	815.5	774.5	696.4	698.6	655.9	645.0	622.0	655.5	665.2	669.8	667.7	648.9	644.4	611.8	597.7	552.8	544.0	506.2	493.4	544.6	485.1	325.6	252.1	211.4	178.3	138.1	120.2	154.1	760.9	9999.9	9999.9	9999.9	 2322	119.1	79.58	54.14
430.0	437.8	417.3	547.8	608.3	530.8	650.7	716.8	728.1	692.8	734.9	759.4	700.8	776.7	761.4	808.0	862.2	748.8	735.2	686.7	664.1	612.5	644.9	645.8	630.0	644.6	640.7	635.0	623.8	616.2	594.4	563.8	563.6	513.3	488.3	479.1	519.2	412.2	280.4	225.9	192.0	152.4	132.6	120.4	145.0	754.0	9999.9	9999.9	9999.9	 2104	112.8	73.50
435.0	441.8	441.0	446.2	491.2	593.6	644.2	630.7	663.5	732.9	720.0	750.8	741.0	727.7	732.7	849.2	787.2	788.8	726.7	709.2	644.8	619.8	617.3	585.3	612.7	619.7	609.0	633.3	624.9	591.7	588.1	556.1	549.2	520.9	505.5	458.7	461.0	458.0	349.2	248.1	210.0	171.2	145.4	112.5	101.1	137.4	745.5	9999.9	9999.9	9999.9	 2040	105.5
440.0	435.5	446.1	481.5	483.5	601.5	651.0	582.6	612.3	682.6	732.0	720.0	715.0	712.2	799.4	828.6	776.7	766.7	714.5	661.7	628.7	619.9	584.8	602.7	580.5	588.5	607.1	624.0	611.9	578.8	577.1	568.8	555.5	518.6	496.2	465.8	458.2	427.5	414.4	292.2	216.6	187.7	159.3	125.1	104.1	98.15	134.5	733.6	9999.9	9999.9	9999.9	 1792
445.0	482.4	416.0	451.2	512.9	526.4	620.4	601.6	629.0	669.3	686.5	727.7	702.1	740.2	747.6	717.5	801.4	753.3	689.9	673.3	605.9	612.4	558.5	574.1	574.3	553.5	578.0	562.6	593.0	578.1	575.9	541.4	535.5	541.1	499.2	471.8	435.0	386.6	401.2	351.2	246.3	193.7	165.7	128.9	111.9	94.08	87.17	130.1	734.2	9999.9	9999.9	9999.9
450.0	260.3	314.1	588.5	484.6	449.2	565.3	575.8	620.6	576.4	661.7	667.9	714.6	724.9	695.4	757.1	749.1	727.8	668.4	637.7	596.5	557.5	540.4	560.6	543.0	555.5	560.9	550.0	567.6	543.1	537.0	517.1	512.4	496.1	490.3	466.9	433.2	371.5	351.6	350.2	292.4	211.5	172.2	144.1	119.9	98.07	82.24	83.57	125.1	726.5	9999.9	9999.9
455.0	418.2	480.6	417.9	426.9	434.9	514.6	617.3	578.4	602.6	644.9	644.4	667.1	666.0	700.5	727.7	758.5	723.1	672.3	618.4	542.4	530.5	539.6	510.7	519.9	535.3	527.7	524.8	527.3	520.4	507.9	497.7	490.3	481.5	477.7	453.6	410.1	376.1	312.4	323.5	324.4	242.6	184.3	161.0	129.8	109.5	93.64	84.56	77.21	119.4	726.3	9999.9
460.0	428.7	293.9	370.0	450.0	416.9	512.0	522.7	557.3	613.6	562.2	674.3	601.6	645.3	694.3	669.5	733.9	653.0	616.8	599.5	542.2	533.8	482.6	486.7	493.2	491.4	501.9	489.2	485.2	486.6	471.5	473.6	468.4	446.4	451.2	430.8	407.5	361.8	325.6	281.8	289.3	269.7	205.1	154.4	127.8	122.1	103.2	85.97	76.82	75.35	115.2	717.0
465.0	397.0	445.1	334.2	387.3	427.4	442.7	520.8	495.0	604.3	567.7	594.2	569.8	628.4	639.0	666.1	675.9	641.1	598.3	552.2	487.5	485.0	487.2	467.0	456.9	444.3	460.5	455.4	457.9	459.5	452.6	461.5	444.4	430.2	436.9	433.1	406.3	358.2	303.8	275.0	252.7	256.9	235.6	170.7	145.2	113.0	105.2	89.05	79.79	76.38	69.09	109.0
470.0	345.7	396.2	447.0	402.8	457.8	468.7	504.3	418.8	546.2	509.3	546.3	580.1	594.4	603.8	649.4	642.8	606.6	572.8	511.4	471.7	463.4	444.5	423.2	440.6	431.0	422.2	427.9	440.1	416.2	425.9	417.7	407.1	419.0	387.6	378.7	386.6	339.9	302.1	276.8	245.0	228.0	233.0	200.6	155.6	122.3	107.6	95.69	90.55	77.34	70.02	63.61
475.0	254.7	331.5	343.3	359.8	410.7	439.1	471.6	454.1	458.3	540.2	499.9	518.2	554.7	576.0	575.3	601.5	570.6	509.4	500.1	462.5	399.9	399.1	399.5	394.0	397.0	394.3	388.5	375.0	373.5	381.2	392.0	375.7	386.2	364.9	378.5	348.7	318.2	291.1	264.3	226.1	211.2	206.1	206.8	167.8	126.5	109.3	101.3	82.74	72.84	67.59	60.08
480.0	198.9	282.4	322.1	310.3	349.7	386.3	405.0	421.9	460.3	455.1	479.8	518.2	536.8	581.8	537.3	559.7	535.2	501.5	484.8	430.6	410.5	383.8	396.4	361.5	388.3	365.3	357.8	358.5	355.9	374.8	336.6	347.1	364.7	353.7	337.8	326.8	301.9	267.5	246.8	229.8	202.2	181.4	188.8	186.0	143.0	109.1	100.1	86.26	75.39	71.78	63.81
485.0	263.0	316.0	295.3	339.7	294.8	336.1	343.8	364.8	437.4	470.0	484.1	517.2	526.9	510.7	531.8	524.4	517.3	456.5	437.9	404.8	382.0	375.9	370.3	330.8	334.8	337.0	336.6	345.6	330.1	347.6	334.0	335.8	329.9	334.6	323.7	304.9	282.0	258.9	237.9	211.8	199.1	183.2	160.0	179.4	165.5	123.2	107.0	91.02	84.09	73.76	63.76
490.0	220.9	213.2	246.6	283.7	377.0	317.1	332.6	450.3	361.1	401.9	419.1	435.9	482.1	505.7	522.9	516.0	496.8	430.3	396.4	366.2	343.0	352.5	351.8	308.6	316.3	318.6	320.2	322.1	325.2	298.8	316.7	308.8	321.0	314.7	300.8	299.8	281.4	254.9	223.0	208.9	187.0	172.8	149.9	142.5	168.0	146.2	104.0	93.91	80.94	73.28	67.27
495.0	172.4	216.7	265.8	275.9	322.1	352.6	331.4	344.3	409.2	344.8	420.4	423.6	430.3	465.6	445.6	472.2	463.1	425.9	385.8	361.8	355.4	336.5	301.7	306.4	302.5	299.1	293.6	293.4	292.9	296.7	286.7	284.6	285.8	299.5	280.7	275.4	246.9	230.2	211.4	198.7	182.8	163.5	153.3	141.8	139.7	144.8	121.0	94.76	88.07	83.16	69.11
500.0	279.3	295.9	200.6	233.2	241.0	314.8	311.4	301.5	370.1	385.3	359.2	383.5	395.1	417.4	415.3	458.0	430.9	416.8	352.6	346.0	309.9	300.8	310.5	292.0	269.8	263.5	272.6	270.1	274.3	273.9	274.1	274.2	267.7	268.9	263.8	262.3	239.4	217.7	200.2	184.3	174.0	165.7	142.9	133.2	112.8	130.7	134.5	104.1	82.12	79.61	65.95
505.0	238.4	179.1	267.4	191.6	197.5	224.1	225.6	274.1	299.4	353.8	344.3	351.9	387.2	400.1	435.9	425.6	400.2	368.4	330.3	304.9	296.8	287.8	269.2	267.0	249.0	252.6	238.5	239.9	257.8	244.2	238.4	249.1	244.2	237.1	242.1	239.1	219.6	210.1	189.4	174.9	162.4	149.0	133.9	129.9	112.8	112.6	119.6	116.2	94.21	77.54	64.79
510.0	275.2	216.0	161.9	205.9	184.9	271.9	232.8	308.2	277.2	302.5	310.1	340.5	387.3	359.1	404.1	402.8	364.3	343.3	308.8	283.0	263.0	254.3	261.5	232.6	247.8	236.8	232.8	219.9	226.7	233.9	219.7	216.6	217.1	238.1	220.9	215.6	206.5	176.3	178.8	161.2	151.2	142.1	129.8	114.6	110.9	109.9	100.6	107.2	95.40	80.28	67.81
515.0	181.4	191.3	264.0	129.2	298.4	262.7	227.5	205.1	222.6	287.6	288.5	303.3	293.4	326.1	367.1	328.7	328.8	313.4	284.5	281.5	261.3	237.0	242.2	210.7	209.6	218.3	202.0	205.6	197.7	194.8	207.5	206.0	195.2	209.0	206.8	200.1	180.2	165.2	159.8	144.5	143.2	132.5	122.3	109.9	97.17	94.54	89.99	94.88	100.8	78.95	68.48
520.0	155.1	146.5	180.1	194.8	167.3	224.0	198.2	209.8	255.8	236.3	227.7	286.1	308.0	320.0	306.3	333.4	304.4	285.8	299.3	243.1	233.5	231.6	223.0	209.4	199.9	200.4	179.3	197.3	174.4	178.6	183.6	181.8	180.8	187.5	186.4	184.5	172.9	157.1	149.4	140.1	138.5	119.7	104.5	105.4	92.93	92.01	89.73	83.63	93.38	88.58	66.43
525.0	157.9	129.9	140.8	180.2	145.5	190.9	194.0	249.7	196.8	218.4	250.2	261.4	245.4	281.9	311.1	302.1	283.8	255.9	244.2	232.5	219.7	204.3	201.6	191.9	173.9	176.0	173.0	172.7	158.6	155.5	156.6	174.6	162.6	174.9	169.0	163.5	144.4	140.2	124.5	120.9	112.9	106.0	101.1	93.97	85.08	80.82	77.95	76.25	76.31	84.16	69.57
530.0	131.0	111.1	114.6	159.8	146.3	185.4	187.3	166.1	211.5	188.6	211.1	228.8	257.4	292.7	262.8	286.4	249.6	240.5	217.6	208.9	197.4	179.9	178.8	166.5	166.3	158.0	156.0	164.2	151.9	149.9	145.8	147.1	143.3	147.8	148.3	153.9	136.5	125.4	114.1	112.8	98.57	92.83	91.62	86.58	83.02	76.64	73.25	69.95	66.78	70.28	74.87
535.0	156.9	146.8	103.0	136.9	186.1	152.6	190.1	152.9	170.6	177.7	173.4	192.2	193.1	239.8	275.0	246.7	228.0	220.8	210.9	178.9	182.7	170.4	165.0	159.8	152.0	144.9	146.5	145.2	137.9	131.3	141.0	139.5	137.3	131.7	129.0	134.9	127.9	117.8	104.6	100.5	94.18	90.75	85.80	83.02	79.84	73.14	66.47	67.16	60.67	55.75	64.83
540.0	71.58	123.2	145.1	142.3	148.1	116.1	183.1	140.2	173.0	164.5	164.1	190.0	203.4	245.3	313.9	283.0	221.2	208.1	195.7	193.8	165.9	150.2	159.7	136.0	141.5	124.3	132.8	129.7	118.7	131.4	120.2	122.2	121.9	125.6	117.4	118.6	104.0	102.3	96.12	94.42	83.42	83.34	81.06	75.60	71.45	62.68	58.57	61.60	58.10	50.30	54.58
545.0	88.56	78.53	181.0	111.6	128.6	140.0	147.1	118.8	135.5	135.7	157.7	167.3	193.9	181.1	340.9	508.4	246.3	172.6	180.5	151.1	146.2	140.0	141.3	134.3	121.2	120.9	117.3	118.3	113.2	117.6	107.1	111.4	106.2	112.0	114.2	112.7	100.1	92.31	88.86	82.66	75.62	72.49	70.89	67.60	64.50	61.76	57.40	55.79	56.08	46.76	46.22
