Sample:	'SLABO1-5-5-320
File name:	1P2.FD3
Run Date:	17:08:40, 08/15/2022
Operator:	Administrator
Comment:	'

Instrument
Model:	F-7000 FL Spectrophotometer
Serial Number:	2354-007
ROM Version:	5J14000 06

Instrument Parameters
Measurement type:	3-D Scan
Data mode:	Fluorescence
EX  Start WL:	200.0 nm
EX  End WL:	450.0 nm
EX Sampling Interval:	5.0 nm
EM  Start WL:	280.0 nm
EM  End WL:	550.0 nm
EM Sampling Interval:	5.0 nm
Scan speed:	12000 nm/min
EX Slit:	5.0 nm
EM Slit:	5.0 nm
PMT Voltage:	700 V
Response:	Auto 
Corrected spectra:	Off
Shutter control:	On
Contour interval:	25.000

Peak integration
Integration method:	Rectangular
Sensitivity:	1
Threshold:	1.000

Peaks
No.	ApexEX/EM(nm)	Height(Data)
300.0	824.4	831.4	521.0	561.0	735.3	686.2	536.4	462.7	397.5	455.6	570.4	544.8	513.1	499.2	794.0	971.8	726.9	575.7	944.2	9999.9	9999.9	9999.9	 4417	192.3	148.8	119.9	94.45	64.22	53.32	47.66	38.40	34.05	32.78	30.45	25.81	24.74	20.72	20.79	21.78	19.02	15.82	16.63	13.48	10.61	9.559	10.05	9.909	9.319	8.385	7.962	8.299
305.0	 1060	 1086	692.9	692.9	793.3	799.9	700.9	539.8	422.1	538.7	579.2	566.5	537.2	636.8	830.4	 1277	 1239	737.2	426.2	932.7	9999.9	9999.9	9999.9	 5252	213.0	156.7	137.6	106.3	73.82	55.64	47.82	39.17	40.84	35.52	30.41	30.86	27.64	22.70	22.09	19.71	17.57	15.34	14.50	12.60	11.68	11.94	10.43	11.61	9.290	10.17	8.969
310.0	 1084	942.6	963.7	842.4	963.3	916.8	932.7	630.1	543.7	490.4	586.0	603.3	635.2	736.6	929.1	 1183	 1504	 1022	509.8	363.5	950.9	9999.9	9999.9	9999.9	 5555	260.4	180.3	148.6	114.5	84.15	58.49	50.33	45.88	42.04	33.89	35.35	27.87	25.45	23.10	20.37	17.88	19.36	16.46	13.60	13.70	13.34	11.12	10.43	11.95	11.68	8.977
315.0	 1226	 1195	 1136	946.5	978.5	 1060	931.7	677.7	627.0	661.2	696.1	672.6	686.9	737.7	995.6	 1212	 1302	 1347	725.0	359.3	314.9	970.1	9999.9	9999.9	9999.9	 4933	269.5	216.1	156.2	121.4	84.65	64.46	51.39	50.40	48.46	34.74	29.91	27.28	23.97	23.37	22.66	18.25	17.43	17.63	15.38	15.62	15.44	13.53	9.719	12.99	11.70
320.0	 1322	 1138	 1010	 1031	 1076	 1114	967.6	823.5	693.3	728.2	805.7	758.8	745.0	804.2	937.4	 1180	 1257	 1195	 1063	477.5	293.6	319.7	986.0	9999.9	9999.9	9999.9	 5052	321.9	223.2	168.4	125.1	94.10	75.87	62.40	56.12	43.61	35.39	28.38	27.22	22.69	24.13	21.30	18.07	15.25	15.88	16.59	13.38	12.37	13.21	10.94	12.17
325.0	 1210	 1318	927.5	966.1	993.8	 1079	980.4	854.3	745.1	760.8	881.6	824.5	739.3	789.0	917.6	 1180	 1253	 1048	941.9	801.6	374.8	258.2	281.3	965.6	9999.9	9999.9	9999.9	 5674	337.5	237.8	165.2	134.7	100.1	78.13	61.02	47.92	38.10	31.58	31.02	26.52	24.38	17.92	22.37	17.43	15.88	16.36	12.98	12.58	13.49	14.63	12.05
330.0	 1163	 1063	 1124	 1127	941.2	 1121	917.4	814.9	751.5	816.0	800.9	821.8	745.0	796.7	957.9	 1110	 1192	 1005	791.4	759.4	620.7	305.2	223.7	277.6	971.9	9999.9	9999.9	9999.9	 5660	365.2	260.0	199.6	142.1	103.9	72.45	62.15	48.57	43.24	35.89	25.41	24.88	24.15	20.90	19.98	17.07	17.38	17.46	13.56	15.36	13.97	13.64
335.0	 1127	 1155	 1269	 1128	979.9	983.2	 1098	840.7	752.1	853.5	780.2	772.8	784.6	698.3	913.2	 1077	 1125	 1049	739.9	537.2	663.0	493.6	252.8	214.3	286.9	983.2	9999.9	9999.9	9999.9	 6064	385.5	276.7	197.5	154.5	109.7	78.05	63.62	45.87	41.07	30.98	27.72	28.56	24.05	18.84	17.64	15.17	17.30	13.44	13.91	14.61	13.37
340.0	 1321	 1166	 1023	 1149	955.6	918.9	986.2	815.0	712.1	794.3	763.1	733.5	726.0	786.6	837.0	 1003	 1037	930.0	735.1	543.0	460.5	638.9	361.8	224.8	224.7	279.9	981.2	9999.9	9999.9	9999.9	 6736	407.3	285.3	209.7	156.0	109.5	74.83	58.83	47.72	35.66	32.13	28.76	25.23	23.01	18.52	18.31	18.95	15.49	13.31	15.67	12.82
345.0	 1141	 1106	890.6	 1002	 1027	 1010	939.9	800.5	728.4	765.6	746.3	776.0	712.9	694.6	756.9	952.4	946.6	861.0	724.3	572.3	368.2	428.3	589.5	335.4	236.7	235.1	298.3	972.8	9999.9	9999.9	9999.9	 7507	416.6	300.7	216.1	158.5	104.5	74.13	55.19	40.27	35.30	32.25	26.57	23.03	17.16	19.31	18.82	17.14	18.13	16.21	14.30
350.0	 1128	 1107	981.9	 1004	814.9	986.9	887.2	711.6	710.4	701.1	677.8	714.6	669.9	630.2	729.5	860.5	889.0	807.7	711.8	519.2	389.3	357.0	460.3	579.7	310.4	237.5	248.0	315.2	988.1	9999.9	9999.9	9999.9	 7646	438.8	304.6	210.2	143.6	100.6	71.52	52.86	40.57	31.62	26.86	26.85	23.12	19.29	16.81	16.24	16.54	15.01	13.53
355.0	 1246	 1176	 1041	 1011	850.2	978.4	850.0	710.0	646.1	685.0	718.1	708.3	627.5	620.8	661.2	784.9	847.1	813.7	675.7	558.9	431.7	376.9	354.8	527.6	549.3	310.6	250.7	277.8	327.8	986.4	9999.9	9999.9	9999.9	 8138	437.7	298.2	202.4	149.1	97.15	68.69	47.28	40.04	31.61	29.08	24.00	18.46	15.58	18.12	14.50	16.03	14.14
360.0	 1207	 1061	997.8	923.1	951.5	913.5	807.5	740.2	685.1	679.6	713.2	627.2	649.9	595.1	674.8	767.4	782.9	757.9	654.3	541.9	479.5	388.4	384.5	400.8	586.6	511.3	312.7	292.9	274.1	319.5	983.6	9999.9	9999.9	9999.9	 7727	419.4	278.4	191.1	137.2	89.61	62.25	51.07	37.76	32.96	22.27	19.80	18.46	19.16	17.18	17.88	14.93
365.0	 1109	 1173	851.0	927.4	853.1	744.9	764.5	721.3	643.1	672.2	628.0	654.5	606.0	631.6	643.0	774.9	770.6	781.0	697.7	551.0	487.1	431.7	404.1	409.7	461.9	674.0	495.9	360.4	319.5	305.0	339.1	975.7	9999.9	9999.9	9999.9	 8592	404.2	285.7	183.3	130.0	89.42	63.70	49.00	36.30	26.49	24.43	21.92	20.34	18.70	16.81	14.37
370.0	 1016	 1244	823.0	882.1	727.9	776.1	738.5	611.6	674.2	606.4	650.9	655.3	636.0	603.2	651.4	690.2	738.5	729.6	662.0	577.9	512.6	471.1	469.8	457.4	457.4	550.3	669.2	472.2	353.8	323.0	304.7	326.0	986.9	9999.9	9999.9	9999.9	 8502	395.2	260.8	175.8	123.4	81.50	57.22	46.58	33.39	27.02	24.29	20.68	20.07	15.11	15.42
375.0	 1060	977.4	999.8	733.3	812.9	878.9	776.9	626.4	627.8	652.4	640.3	645.8	657.4	632.2	617.3	672.7	738.5	705.5	672.3	583.0	526.9	517.5	530.8	523.6	505.4	505.6	617.0	659.7	445.3	359.0	315.5	289.7	316.6	975.9	9999.9	9999.9	9999.9	 9053	372.7	248.0	166.6	114.1	81.12	54.92	41.22	35.84	27.77	20.96	20.13	19.01	15.55
380.0	 1116	897.5	822.6	737.2	746.6	662.5	660.8	653.1	673.8	620.9	647.3	608.6	603.7	627.6	644.0	684.6	710.7	705.8	680.8	601.7	563.2	545.1	557.3	560.9	536.8	550.8	532.9	667.9	626.1	430.2	345.0	312.0	277.4	320.5	969.2	9999.9	9999.9	9999.9	 8295	340.2	234.8	154.1	103.6	77.43	56.87	40.81	33.54	23.35	20.37	19.70	18.06
385.0	 1014	846.8	886.2	831.5	795.0	723.2	732.2	653.6	698.1	609.0	656.0	639.9	628.7	619.2	626.5	692.1	728.6	684.8	656.6	596.1	581.8	592.6	594.8	610.4	604.3	601.4	577.1	585.1	688.6	599.7	404.9	344.1	288.4	266.3	320.5	954.5	9999.9	9999.9	9999.9	 8375	327.7	219.4	146.4	98.10	73.29	49.92	39.88	31.06	23.50	20.78	18.50
390.0	898.5	766.3	826.8	925.6	810.4	759.5	665.4	631.7	646.0	671.9	620.0	643.3	632.2	671.6	593.9	658.1	666.7	693.2	642.3	672.5	596.8	604.4	628.1	639.8	646.2	635.4	623.6	583.9	617.4	711.1	544.5	386.1	343.7	282.5	269.8	297.5	929.8	9999.9	9999.9	9999.9	 7873	295.8	203.1	137.5	93.14	68.68	51.05	37.43	28.78	21.92	19.03
395.0	999.5	757.3	882.7	816.1	783.7	712.8	662.4	647.2	607.7	595.3	634.9	655.8	638.2	654.4	667.0	661.4	685.6	741.8	726.6	657.8	660.1	639.6	663.5	643.9	674.9	657.8	651.3	644.1	596.6	646.5	674.5	479.4	376.6	335.4	287.3	260.4	293.2	909.6	9999.9	9999.9	9999.9	 7898	284.9	186.9	124.9	93.16	64.75	45.81	33.91	27.89	22.02
400.0	901.0	789.5	723.1	682.3	835.2	683.4	752.9	643.4	637.4	702.5	658.3	657.5	654.3	612.3	680.9	720.8	749.6	737.7	709.2	653.4	691.4	685.6	684.9	703.1	713.3	722.3	701.2	682.3	652.3	612.7	649.6	645.3	452.8	379.4	334.4	294.6	246.0	273.2	899.4	9999.9	9999.9	9999.9	 7006	271.2	174.9	118.0	86.63	60.40	42.73	32.08	26.66
405.0	802.3	712.2	701.2	641.5	828.1	756.6	690.2	665.0	634.5	678.2	676.4	653.3	640.6	664.9	690.7	747.8	735.0	718.6	694.5	667.5	668.1	692.7	725.7	724.3	731.4	735.3	719.4	730.6	671.4	638.6	625.6	681.1	624.9	447.0	383.0	306.2	273.0	228.0	257.0	874.9	9999.9	9999.9	9999.9	 6437	239.7	166.2	106.8	74.68	59.75	38.13	31.70
410.0	736.6	828.3	674.1	675.7	761.9	757.5	723.2	672.8	637.5	688.6	650.6	724.6	703.7	698.7	696.0	717.1	770.5	743.4	737.4	690.1	700.6	729.2	714.4	735.9	729.1	756.4	762.3	750.2	719.1	684.5	642.0	629.1	684.0	577.0	438.4	352.2	300.3	258.7	219.8	239.6	847.9	9999.9	9999.9	9999.9	 5910	227.1	155.4	99.81	75.33	53.65	39.57
415.0	865.6	745.9	629.5	584.4	625.3	666.0	751.0	612.5	672.9	690.8	709.3	685.6	685.6	709.3	686.4	748.8	794.0	764.0	691.0	686.7	701.2	701.7	734.7	727.4	755.3	765.9	773.9	762.0	742.4	722.1	652.5	620.5	622.0	679.5	534.7	398.3	327.5	273.7	244.4	193.8	230.6	825.0	9999.9	9999.9	9999.9	 6081	217.4	150.0	86.67	69.77	51.44
420.0	720.3	659.0	668.7	755.5	661.6	631.3	669.7	640.0	650.8	757.8	712.5	705.7	725.7	695.4	726.3	812.2	755.7	786.4	713.7	689.4	702.5	710.4	708.3	751.1	772.8	779.9	777.3	758.4	758.5	735.5	699.0	638.3	609.5	658.2	654.5	467.0	359.3	320.3	254.0	202.3	174.6	204.3	822.1	9999.9	9999.9	9999.9	 5328	197.3	134.3	89.12	64.15
425.0	833.7	739.5	600.5	721.2	731.6	677.4	585.4	668.4	686.8	709.3	678.1	717.7	713.5	750.8	758.3	793.5	797.7	755.8	731.9	668.3	680.9	685.4	716.0	700.2	764.8	777.2	768.7	765.3	741.1	747.8	700.2	682.7	634.1	605.4	642.7	574.4	412.8	329.1	259.1	206.9	187.0	158.0	185.8	811.6	9999.9	9999.9	9999.9	 4520	183.7	116.8	82.55
430.0	573.0	520.9	547.6	646.2	674.7	634.1	626.1	669.2	659.1	675.8	691.3	727.3	705.9	757.0	758.0	813.2	835.7	768.7	715.8	668.1	663.8	676.1	710.2	694.9	750.7	764.4	767.2	767.4	744.6	735.4	695.3	675.9	637.6	605.1	585.1	590.6	494.5	352.8	266.5	222.1	184.3	161.8	140.7	173.0	789.3	9999.9	9999.9	9999.9	 4071	174.5	117.2
435.0	537.6	579.4	623.6	713.4	647.6	652.5	604.1	675.8	694.2	698.3	691.6	712.1	671.1	730.5	773.0	781.4	799.6	743.0	719.9	652.7	680.3	670.1	671.2	720.6	761.4	729.6	747.2	754.4	735.9	734.8	721.3	694.0	670.4	625.1	582.6	542.3	530.9	409.7	305.0	244.2	199.4	172.1	152.2	135.9	175.5	788.9	9999.9	9999.9	9999.9	 4054	163.1
440.0	550.9	707.7	554.2	546.1	599.7	609.3	601.2	583.5	615.6	660.6	668.4	699.1	736.0	747.6	725.0	824.0	850.2	769.1	721.9	639.3	642.2	695.5	647.3	668.2	692.6	714.2	736.7	729.8	702.6	725.9	694.4	687.6	670.0	625.9	581.6	526.5	496.0	479.5	343.9	264.6	216.9	182.3	155.4	135.7	124.5	175.9	780.0	9999.9	9999.9	9999.9	 3586
445.0	677.6	661.7	626.0	597.2	588.3	597.9	585.7	559.7	550.0	671.9	670.4	717.6	694.9	738.8	752.3	845.2	827.0	721.8	712.4	633.8	625.4	626.5	629.7	650.2	700.1	682.0	690.3	721.3	693.4	680.8	687.4	666.1	656.5	617.3	564.5	535.2	451.4	455.7	405.9	287.2	233.4	204.8	175.8	145.7	127.8	118.4	166.4	779.0	9999.9	9999.9	9999.9
450.0	623.8	498.7	523.7	426.8	452.5	491.2	647.3	577.2	590.7	582.1	640.3	666.6	686.3	724.0	702.8	805.6	764.3	719.1	657.3	627.3	580.9	591.0	624.8	634.2	637.3	635.2	670.5	680.6	674.9	670.1	669.5	647.7	649.6	594.8	570.9	515.0	465.6	417.7	412.8	336.6	239.4	219.8	171.8	155.8	134.4	114.9	121.0	154.6	768.5	9999.9	9999.9
455.0	511.0	527.7	482.6	443.6	499.7	517.3	501.7	490.4	588.2	541.9	655.3	642.1	641.7	671.1	666.1	757.0	761.0	689.9	650.2	555.0	563.5	596.6	579.5	608.8	592.3	649.2	630.6	642.5	639.8	634.1	624.9	598.8	595.7	575.9	556.8	506.4	442.7	394.4	361.0	363.6	281.1	217.5	190.6	160.8	138.2	119.5	113.0	103.5	159.2	762.3	9999.9
460.0	720.1	483.8	523.9	503.9	530.4	400.6	549.9	531.6	564.7	563.4	611.9	642.3	614.2	635.9	671.2	689.6	698.6	620.4	597.6	543.6	534.8	561.7	542.6	557.3	560.0	603.1	588.0	588.9	607.3	602.1	598.2	568.5	571.6	560.5	529.8	472.0	419.8	386.6	331.7	324.0	313.4	242.5	187.0	170.7	141.5	126.7	111.8	106.1	100.4	147.0	757.7
465.0	527.5	425.7	457.0	435.3	493.8	529.4	430.3	507.6	547.3	511.1	586.6	581.3	599.4	588.5	623.5	667.9	634.1	616.8	592.9	536.8	506.5	498.6	511.0	535.9	516.4	540.3	556.2	551.0	558.8	560.3	544.8	548.9	534.1	522.2	514.7	476.5	417.3	362.7	325.4	290.5	297.8	273.6	214.7	176.6	152.4	141.1	115.7	111.8	94.04	91.07	140.6
470.0	455.0	388.7	511.7	523.5	571.3	485.6	398.2	455.9	441.4	520.9	577.5	527.4	576.5	590.7	628.4	634.6	593.9	557.7	540.5	498.3	489.4	455.8	476.4	489.7	507.8	499.2	514.2	525.7	531.0	510.7	507.5	510.6	495.5	487.8	471.9	435.9	392.0	359.4	310.1	299.5	259.4	277.6	227.6	187.9	166.0	148.7	125.2	117.3	97.81	93.43	90.21
475.0	281.1	326.3	382.3	376.2	391.2	386.2	306.1	408.0	452.5	495.4	486.2	482.6	489.5	562.0	521.5	552.2	548.5	529.7	496.5	431.8	427.3	444.3	432.3	448.1	468.5	447.5	469.5	483.6	463.7	473.2	465.6	460.0	462.2	456.8	440.6	411.0	368.9	357.5	296.8	282.0	247.4	233.2	242.2	204.4	154.9	136.5	121.6	114.9	94.94	88.61	78.14
480.0	271.9	359.4	465.6	321.9	295.6	348.6	282.2	445.7	383.0	387.8	451.3	480.9	463.5	518.5	529.0	544.0	507.7	523.5	439.7	443.6	416.9	414.0	389.4	432.4	422.9	444.3	428.5	455.5	435.4	429.1	442.5	437.3	418.4	438.8	412.5	391.4	348.0	316.6	273.9	261.4	234.0	210.3	209.2	214.6	172.4	139.4	129.2	116.4	103.4	87.79	77.43
485.0	322.4	322.6	354.9	304.9	258.4	423.3	355.8	304.6	323.1	371.2	390.2	417.2	438.6	449.0	525.5	520.8	496.9	452.4	458.4	396.1	394.1	383.6	392.6	392.1	391.8	391.5	406.4	426.5	400.5	415.2	405.2	405.8	398.0	395.0	398.0	360.9	341.5	313.5	269.6	256.4	230.4	208.7	189.8	198.4	193.8	151.9	134.5	110.3	104.2	96.41	83.79
490.0	353.5	414.0	291.3	330.8	334.1	301.8	344.7	350.7	389.2	367.1	380.0	433.6	453.7	453.5	465.6	485.8	509.2	459.9	398.8	360.3	376.4	388.5	357.6	358.6	361.7	375.1	370.2	382.9	381.7	360.8	384.2	381.9	368.3	379.0	356.8	339.1	317.3	295.7	270.8	241.8	226.8	205.1	187.8	178.1	202.8	168.3	138.7	120.0	115.2	97.04	84.74
495.0	413.5	346.9	311.7	208.1	292.0	315.4	325.6	324.1	317.9	341.4	366.6	405.5	408.8	419.8	406.5	462.2	447.7	403.2	383.6	344.6	348.1	356.4	363.5	339.8	354.4	352.4	351.8	339.4	340.8	352.9	326.9	350.9	343.5	346.7	350.3	317.6	303.1	278.7	250.3	234.4	214.5	197.5	182.5	163.3	171.6	175.9	141.5	121.7	111.6	98.89	83.19
500.0	233.6	260.7	241.6	270.1	251.4	285.3	320.5	228.1	256.0	322.7	365.0	338.5	379.7	385.6	381.2	412.2	434.2	406.1	359.4	328.5	315.8	330.2	304.3	328.3	303.6	313.0	317.8	337.1	331.1	323.3	329.0	328.7	335.4	308.2	317.3	289.3	285.0	255.7	235.4	216.4	204.6	187.2	164.9	158.2	146.0	161.6	156.1	131.7	105.2	101.4	81.94
505.0	234.2	289.1	228.4	239.8	240.4	288.9	292.2	216.1	249.9	293.9	291.8	324.3	351.2	349.8	370.2	409.0	383.7	343.7	353.8	291.8	284.3	300.2	283.2	292.7	274.3	279.9	293.3	304.9	294.9	292.2	288.7	299.9	293.4	297.7	293.8	281.8	254.8	240.3	219.1	203.2	190.3	177.8	157.9	157.7	147.2	132.4	147.6	138.4	106.3	96.21	87.34
510.0	156.6	226.0	237.9	193.7	169.7	248.9	150.7	234.2	226.7	275.5	266.9	264.7	302.5	347.8	345.8	338.1	348.8	341.7	333.5	282.2	298.7	267.1	260.2	271.0	258.7	263.2	254.2	266.5	262.8	272.5	267.0	263.7	273.5	261.3	263.7	246.7	231.7	216.7	204.1	192.3	170.7	165.9	158.6	146.1	138.9	122.1	121.3	136.3	116.7	94.77	83.43
515.0	216.0	237.3	220.7	227.9	177.9	213.8	201.9	167.6	203.4	232.9	263.0	270.7	270.5	315.4	331.2	350.1	317.1	311.0	303.1	264.9	241.8	254.4	249.7	259.9	244.3	242.1	247.5	240.5	234.5	235.2	224.3	241.0	247.8	248.1	238.6	229.7	213.5	197.8	190.6	174.5	178.4	159.3	139.9	141.9	125.9	115.1	108.7	114.8	115.6	103.0	80.34
520.0	191.0	172.6	216.6	164.2	145.6	163.1	183.0	171.0	247.0	210.9	190.4	227.9	278.8	279.7	289.7	314.5	296.0	286.1	256.4	254.6	227.6	228.6	223.7	222.5	231.6	229.7	224.1	217.2	221.0	223.3	217.8	225.7	224.8	216.5	211.5	211.6	197.1	176.3	174.0	151.8	154.5	135.9	136.2	120.1	116.8	111.2	107.3	99.46	106.2	101.7	82.17
525.0	270.1	133.1	172.4	141.4	116.1	121.3	176.5	207.7	184.4	171.1	212.4	192.7	236.3	251.3	282.7	291.0	259.4	259.9	242.5	217.3	223.9	212.0	213.1	204.1	194.8	199.2	192.8	197.4	200.9	182.2	197.4	199.4	203.8	199.6	179.9	189.1	181.2	174.9	154.3	147.3	138.3	132.3	128.8	117.9	109.8	106.6	94.70	88.76	89.95	95.66	89.48
530.0	227.5	206.5	161.0	155.6	186.5	142.7	168.5	184.6	150.7	160.7	179.3	165.8	207.7	215.7	252.1	241.4	262.2	228.8	229.5	202.4	201.1	194.4	190.4	178.9	192.7	180.2	179.9	185.7	181.2	181.3	172.8	174.8	182.1	184.1	177.6	180.8	164.1	155.4	150.0	134.9	124.1	115.5	110.6	105.4	100.9	96.43	92.72	81.26	75.94	76.77	84.36
535.0	154.0	211.7	131.0	99.22	121.6	151.0	121.7	162.6	177.7	148.6	135.2	182.8	193.7	193.5	238.9	238.7	216.7	211.4	210.5	198.5	192.9	184.1	171.3	175.0	171.2	166.9	160.1	167.1	160.9	157.5	164.3	161.9	163.0	171.4	161.1	150.1	133.4	129.6	130.3	117.9	115.3	110.3	96.48	104.7	93.75	85.87	79.37	79.59	74.73	74.21	73.76
540.0	134.4	134.0	177.2	100.3	135.4	154.1	127.9	115.8	143.7	139.3	165.3	158.3	153.8	217.6	334.1	287.3	201.7	190.3	184.8	174.8	167.5	168.9	156.5	156.6	148.8	151.7	145.7	158.4	145.9	156.2	135.9	135.2	152.2	148.7	136.1	133.8	127.9	116.4	117.7	104.4	102.1	90.55	91.15	92.68	81.76	79.12	77.25	72.62	71.59	67.90	63.41
545.0	94.08	163.6	125.4	71.46	84.92	95.19	131.2	105.0	119.9	145.9	137.1	144.3	144.6	175.6	387.7	608.3	236.4	174.4	178.2	163.6	156.3	149.1	138.2	137.5	145.5	142.3	136.7	132.6	130.3	133.7	125.6	128.9	124.7	133.3	129.9	118.9	120.9	108.2	106.9	95.32	89.40	82.95	85.21	81.59	79.20	74.61	66.20	66.76	64.69	59.96	58.96
