325.0	472.2	444.1	459.2	547.6	660.8	627.1	746.5	552.0	492.9	527.3	570.5	574.5	559.5	568.2	632.2	745.2	789.9	765.3	812.5	771.9	348.5	235.5	230.2	805.3	9999.9	9999.9	9999.9	 1320	96.43	67.11	60.70	40.89	24.56	25.32	14.37	14.22	12.04	13.07	10.33	9.614	9.098	7.317	7.798	7.935	6.481	6.162	6.030	5.745	6.874	4.691	4.957
330.0	412.6	489.7	544.3	588.8	596.4	857.9	799.8	694.1	607.2	574.2	564.6	670.7	610.1	663.5	682.3	825.0	850.2	840.4	759.2	827.5	658.8	326.0	248.2	234.5	809.2	9999.9	9999.9	9999.9	 1319	94.81	80.76	54.65	44.48	31.02	21.54	19.35	15.36	11.74	10.81	11.60	9.726	8.326	9.484	7.370	6.071	7.270	6.363	6.400	4.791	5.843	6.290
335.0	531.6	560.5	652.4	545.2	716.2	796.3	806.6	802.6	668.9	609.7	680.3	665.8	638.7	693.4	784.9	925.7	938.2	900.6	835.5	696.5	852.1	613.3	360.5	273.1	268.4	827.1	9999.9	9999.9	9999.9	 1392	110.0	84.33	61.48	45.83	33.70	27.23	18.74	13.34	14.14	11.85	10.39	10.37	6.566	7.401	6.849	6.528	6.008	6.308	4.878	6.973	6.752
340.0	410.4	619.7	526.8	551.8	743.0	892.8	877.2	813.0	769.5	669.2	713.2	710.8	736.9	737.4	908.6	984.8	981.8	 1079	948.6	783.8	712.3	869.0	601.1	379.0	325.1	295.7	832.5	9999.9	9999.9	9999.9	 1562	119.2	82.26	65.90	44.68	31.22	26.14	17.24	13.89	13.25	8.343	10.87	8.456	8.420	8.061	7.016	5.734	6.600	7.131	7.538	7.146
345.0	450.9	572.3	604.0	485.3	839.1	829.9	994.8	953.3	816.6	752.1	760.7	795.5	843.1	884.2	937.2	 1111	 1111	 1125	 1046	894.8	748.5	776.3	887.7	614.8	445.2	360.4	322.2	858.9	9999.9	9999.9	9999.9	 1748	126.9	92.66	70.02	46.96	33.90	23.39	17.80	13.26	13.63	10.20	8.032	8.236	9.187	8.108	6.379	6.508	6.867	9.082	6.846
350.0	455.4	466.6	593.2	602.1	679.2	960.9	972.6	 1033	902.4	891.3	850.5	894.0	912.3	922.1	 1027	 1137	 1243	 1212	 1196	 1040	888.9	799.7	918.1	964.4	663.4	502.0	407.5	367.1	908.9	9999.9	9999.9	9999.9	 1867	124.9	91.81	69.70	48.26	32.93	23.52	16.52	15.17	11.33	10.75	9.857	9.224	8.010	8.400	7.965	7.035	6.920	7.277
355.0	445.8	478.0	586.0	657.6	717.2	929.8	 1108	 1140	979.4	959.7	963.5	 1030	 1065	 1120	 1198	 1255	 1362	 1325	 1276	 1172	 1067	992.9	951.5	 1074	 1038	750.9	592.1	485.6	416.0	916.7	9999.9	9999.9	9999.9	 2016	127.6	98.07	66.63	43.40	36.06	19.56	16.94	13.12	13.94	11.87	8.054	10.39	7.773	8.244	7.519	5.960	8.530
360.0	541.0	661.7	568.4	712.4	940.1	 1043	 1087	 1232	 1150	 1069	 1188	 1145	 1173	 1236	 1360	 1428	 1451	 1469	 1444	 1294	 1244	 1157	 1150	 1126	 1272	 1121	818.4	648.3	518.7	458.1	950.8	9999.9	9999.9	9999.9	 1953	130.7	91.45	64.56	48.03	31.51	20.43	15.41	11.25	11.90	10.98	10.26	8.544	7.175	8.004	9.060	8.040
365.0	395.7	635.3	672.2	739.8	830.5	 1189	 1290	 1307	 1337	 1291	 1286	 1308	 1478	 1448	 1532	 1611	 1674	 1655	 1614	 1470	 1378	 1366	 1362	 1318	 1375	 1415	 1144	901.1	712.9	587.1	470.8	960.6	9999.9	9999.9	9999.9	 2192	125.2	91.12	63.48	42.11	30.00	18.52	14.80	12.52	12.42	10.13	10.05	8.489	8.799	7.060	8.478
370.0	418.2	652.9	651.6	778.0	961.3	 1192	 1368	 1406	 1384	 1531	 1556	 1452	 1579	 1625	 1749	 1786	 1805	 1775	 1775	 1725	 1595	 1648	 1590	 1595	 1553	 1507	 1509	 1211	941.1	760.6	593.9	482.0	977.6	9999.9	9999.9	9999.9	 2175	119.8	81.64	57.25	42.06	28.21	21.56	19.07	13.06	11.13	10.49	9.878	7.760	8.655	9.107
375.0	468.8	663.4	707.5	986.9	976.3	 1320	 1472	 1436	 1551	 1592	 1721	 1723	 1763	 1851	 1936	 1963	 1954	 1972	 1973	 1871	 1816	 1774	 1817	 1823	 1792	 1677	 1682	 1597	 1212	980.7	785.9	613.2	487.3	969.4	9999.9	9999.9	9999.9	 2353	119.1	81.00	56.76	38.68	27.21	19.57	15.24	11.85	10.74	10.19	8.728	9.922	9.513
380.0	565.1	632.0	796.8	984.8	 1258	 1610	 1544	 1555	 1696	 1803	 1955	 1965	 1962	 2020	 2211	 2136	 2140	 2116	 2137	 2016	 1966	 2028	 2088	 2024	 1987	 1896	 1805	 1795	 1610	 1224	999.2	795.2	595.8	488.8	959.2	9999.9	9999.9	9999.9	 2114	124.3	74.91	55.62	35.60	28.76	20.75	15.77	12.50	10.55	7.740	11.07	9.239
385.0	585.9	677.9	867.6	 1055	 1384	 1426	 1705	 1699	 1930	 2128	 2085	 2088	 2245	 2286	 2334	 2382	 2369	 2288	 2229	 2193	 2184	 2224	 2228	 2278	 2226	 2114	 2026	 1920	 1884	 1581	 1245	 1020	808.3	617.5	499.4	970.9	9999.9	9999.9	9999.9	 2263	107.6	73.11	49.97	33.17	23.12	18.62	14.94	12.53	11.22	11.06	10.08
390.0	585.5	835.8	894.3	 1159	 1419	 1539	 1901	 1742	 2103	 2256	 2349	 2305	 2434	 2480	 2557	 2658	 2545	 2464	 2425	 2315	 2339	 2372	 2385	 2416	 2451	 2374	 2231	 2096	 1998	 1889	 1569	 1235	 1009	795.9	607.5	482.6	951.4	9999.9	9999.9	9999.9	 2095	104.3	71.01	47.27	34.64	24.20	18.90	14.89	14.16	12.87	10.65
395.0	704.3	758.3	945.9	 1254	 1441	 1818	 1972	 2101	 2250	 2441	 2564	 2494	 2562	 2696	 2681	 2786	 2674	 2651	 2494	 2517	 2491	 2594	 2564	 2617	 2597	 2568	 2463	 2347	 2193	 2046	 1927	 1524	 1257	 1001	798.5	597.1	472.1	932.8	9999.9	9999.9	9999.9	 2118	94.06	68.87	46.67	33.55	24.94	19.71	15.72	15.30	11.11
400.0	596.7	824.8	966.4	 1220	 1716	 2003	 2032	 2230	 2493	 2578	 2646	 2683	 2795	 2855	 2921	 2880	 2876	 2880	 2672	 2600	 2670	 2697	 2774	 2768	 2775	 2728	 2613	 2525	 2395	 2191	 2095	 1917	 1534	 1273	 1017	768.6	567.1	446.6	919.0	9999.9	9999.9	9999.9	 1885	94.80	60.18	40.48	33.87	23.73	17.40	14.89	15.17
405.0	606.0	842.0	 1046	 1481	 1522	 1913	 2262	 2333	 2570	 2779	 2748	 2793	 2968	 3016	 3112	 3085	 3113	 2939	 2853	 2699	 2783	 2830	 2849	 2892	 2878	 2866	 2785	 2712	 2562	 2378	 2238	 2088	 1872	 1507	 1249	974.7	732.0	547.1	417.8	910.4	9999.9	9999.9	9999.9	 1695	85.94	56.99	39.30	33.08	21.93	19.97	16.73
410.0	573.1	772.0	 1182	 1339	 1535	 2061	 2235	 2444	 2496	 2788	 2948	 2975	 3195	 3225	 3206	 3279	 3204	 2977	 2919	 2781	 2809	 2854	 2892	 2937	 3007	 2974	 2931	 2891	 2727	 2553	 2429	 2204	 2129	 1822	 1473	 1186	900.2	679.3	492.1	411.4	866.1	9999.9	9999.9	9999.9	 1566	81.95	58.51	40.99	30.07	24.58	19.00
415.0	688.2	886.1	 1219	 1449	 1780	 2086	 2301	 2707	 2618	 2906	 3001	 3083	 3164	 3289	 3361	 3380	 3282	 3145	 2972	 2822	 2822	 2834	 2903	 2985	 3017	 3004	 3036	 2949	 2863	 2757	 2555	 2368	 2216	 2096	 1715	 1366	 1072	817.3	607.7	461.7	363.8	854.0	9999.9	9999.9	9999.9	 1591	81.85	51.62	39.12	31.31	21.65
420.0	709.2	902.0	 1012	 1475	 1647	 2245	 2172	 2392	 2718	 2932	 2992	 3227	 3268	 3445	 3486	 3417	 3503	 3209	 3020	 2847	 2792	 2834	 2905	 2978	 3061	 3065	 3045	 3025	 2934	 2821	 2659	 2473	 2302	 2189	 1988	 1567	 1235	958.0	732.4	542.2	388.4	325.5	836.5	9999.9	9999.9	9999.9	 1425	74.42	53.85	37.82	28.25
425.0	695.8	790.9	 1192	 1403	 1814	 2234	 2371	 2585	 2839	 2919	 2971	 3066	 3325	 3445	 3442	 3547	 3492	 3234	 3010	 2785	 2792	 2809	 2937	 2954	 3039	 3064	 3114	 2974	 2965	 2831	 2749	 2583	 2418	 2252	 2096	 1785	 1362	 1081	847.1	638.7	488.2	341.4	293.5	812.7	9999.9	9999.9	9999.9	 1228	73.21	52.57	35.66
430.0	590.1	946.4	 1040	 1526	 1643	 2180	 2380	 2493	 2815	 2989	 3119	 3184	 3349	 3533	 3543	 3626	 3438	 3187	 3090	 2827	 2746	 2764	 2856	 2921	 2974	 2970	 3015	 3002	 2961	 2863	 2765	 2607	 2494	 2344	 2162	 1921	 1582	 1218	954.4	762.8	575.1	415.1	313.9	273.6	803.6	9999.9	9999.9	9999.9	 1113	67.09	44.91
435.0	611.0	880.2	949.0	 1352	 1689	 2090	 2293	 2507	 2749	 2957	 2951	 3161	 3311	 3508	 3524	 3533	 3489	 3213	 2964	 2778	 2712	 2788	 2760	 2837	 2939	 2946	 2932	 2937	 2944	 2881	 2805	 2671	 2541	 2377	 2182	 1949	 1720	 1336	 1038	841.3	651.2	508.1	389.4	291.1	256.6	800.0	9999.9	9999.9	9999.9	 1122	68.89
440.0	671.9	856.7	886.0	 1257	 1683	 1928	 2237	 2607	 2578	 2835	 3041	 3273	 3404	 3545	 3583	 3617	 3380	 3181	 2884	 2757	 2621	 2686	 2717	 2762	 2880	 2820	 2958	 2945	 2900	 2831	 2775	 2632	 2553	 2458	 2183	 1997	 1765	 1499	 1185	936.3	748.2	593.6	463.3	358.0	279.5	253.0	789.4	9999.9	9999.9	9999.9	954.3
445.0	667.9	805.1	966.6	 1277	 1519	 1942	 1985	 2461	 2735	 2826	 2969	 3110	 3300	 3417	 3536	 3593	 3390	 3158	 2894	 2704	 2553	 2579	 2582	 2668	 2742	 2762	 2801	 2831	 2838	 2798	 2730	 2614	 2543	 2463	 2255	 1996	 1734	 1532	 1300	 1024	825.4	668.8	514.9	415.9	323.9	253.8	238.0	783.0	9999.9	9999.9	9999.9
450.0	681.3	951.1	982.2	 1266	 1548	 1998	 1887	 2242	 2442	 2751	 2727	 3010	 3170	 3307	 3381	 3456	 3299	 3029	 2748	 2538	 2475	 2383	 2423	 2561	 2620	 2667	 2677	 2662	 2709	 2661	 2584	 2567	 2452	 2381	 2209	 1989	 1747	 1512	 1337	 1124	873.7	705.0	586.9	475.9	373.1	297.0	252.1	235.4	783.2	9999.9	9999.9
455.0	469.5	642.0	999.3	 1224	 1366	 1800	 2072	 2222	 2470	 2504	 2626	 2755	 3044	 3116	 3295	 3329	 3267	 2853	 2630	 2439	 2290	 2385	 2346	 2404	 2407	 2514	 2525	 2553	 2594	 2553	 2492	 2490	 2391	 2332	 2129	 1961	 1749	 1510	 1298	 1128	943.2	760.4	620.2	515.8	428.1	340.2	279.8	229.5	217.9	767.8	9999.9
460.0	505.4	699.0	748.1	 1006	 1385	 1666	 1837	 1972	 2195	 2425	 2573	 2630	 2877	 3095	 3112	 3206	 3086	 2758	 2595	 2329	 2260	 2157	 2204	 2232	 2296	 2377	 2387	 2391	 2411	 2407	 2391	 2316	 2298	 2226	 2110	 1919	 1690	 1468	 1268	 1134	992.3	794.6	675.6	551.9	464.5	381.8	315.8	260.3	208.9	210.7	753.5
465.0	563.9	737.1	791.1	997.5	 1477	 1436	 1814	 1815	 2021	 2258	 2446	 2572	 2756	 2946	 3038	 2987	 2868	 2772	 2392	 2175	 2068	 2092	 2116	 2063	 2167	 2193	 2224	 2240	 2244	 2241	 2241	 2213	 2158	 2101	 1999	 1866	 1620	 1464	 1238	 1091	 1012	868.9	694.3	589.4	490.7	417.3	343.6	284.5	235.6	190.3	192.7
470.0	497.4	605.3	764.9	925.0	 1252	 1299	 1670	 1779	 1948	 2127	 2296	 2285	 2558	 2673	 2822	 2775	 2638	 2572	 2273	 2032	 1935	 1940	 1938	 1971	 1950	 2022	 2061	 2070	 2102	 2053	 2076	 2008	 2021	 1980	 1851	 1761	 1588	 1379	 1214	 1062	948.8	850.6	733.0	612.6	517.3	444.3	376.1	315.0	261.2	220.7	179.3
475.0	430.6	510.6	771.7	940.0	 1135	 1378	 1450	 1522	 1748	 1966	 2060	 2172	 2351	 2555	 2603	 2677	 2496	 2337	 2099	 1944	 1850	 1776	 1763	 1809	 1802	 1827	 1904	 1924	 1898	 1902	 1879	 1879	 1874	 1842	 1771	 1620	 1509	 1336	 1171	 1035	916.1	819.1	733.9	625.5	521.2	447.6	390.7	339.6	273.6	230.8	194.9
480.0	429.0	495.7	680.7	765.1	982.6	 1255	 1408	 1568	 1624	 1757	 1896	 2071	 2140	 2351	 2367	 2524	 2353	 2227	 1988	 1854	 1701	 1650	 1624	 1643	 1661	 1679	 1718	 1737	 1774	 1736	 1745	 1730	 1730	 1718	 1663	 1513	 1396	 1270	 1118	 1023	879.2	791.9	706.8	639.5	535.2	481.5	417.2	354.8	303.4	248.8	208.5
485.0	352.5	565.8	671.0	721.3	800.7	 1140	 1287	 1398	 1529	 1616	 1854	 1963	 2085	 2152	 2303	 2333	 2321	 2102	 1856	 1734	 1639	 1586	 1519	 1504	 1540	 1564	 1596	 1616	 1592	 1615	 1600	 1623	 1589	 1628	 1557	 1454	 1337	 1208	 1092	980.2	865.8	764.7	689.7	642.3	577.0	489.4	415.1	373.4	320.2	268.0	225.7
490.0	319.2	436.1	496.9	877.8	885.8	965.4	 1147	 1262	 1345	 1538	 1665	 1864	 1959	 2155	 2129	 2240	 2127	 2009	 1804	 1626	 1569	 1457	 1422	 1433	 1449	 1444	 1459	 1508	 1509	 1529	 1513	 1502	 1492	 1489	 1457	 1374	 1254	 1140	 1034	922.2	827.4	749.1	686.1	628.2	579.8	506.9	431.4	384.7	346.7	286.1	255.7
495.0	311.6	376.9	616.8	693.4	772.9	974.8	 1086	 1250	 1311	 1427	 1544	 1797	 1873	 1930	 2081	 2118	 2014	 1829	 1672	 1491	 1404	 1362	 1334	 1333	 1345	 1361	 1358	 1396	 1401	 1409	 1381	 1383	 1397	 1384	 1342	 1284	 1179	 1099	987.4	903.2	807.4	745.8	666.8	606.0	556.0	507.8	453.2	380.3	337.1	297.8	253.2
500.0	240.9	377.3	662.1	627.3	729.8	958.4	 1005	 1141	 1222	 1460	 1511	 1538	 1704	 1759	 1877	 1907	 1873	 1738	 1535	 1478	 1294	 1272	 1252	 1241	 1223	 1249	 1249	 1259	 1242	 1273	 1271	 1283	 1287	 1246	 1279	 1190	 1091	 1022	913.6	851.6	754.8	693.7	631.4	572.8	525.4	492.2	449.7	392.8	346.4	305.0	264.5
505.0	262.5	332.6	412.7	618.9	608.4	828.7	912.1	 1084	 1143	 1187	 1277	 1410	 1492	 1651	 1766	 1776	 1741	 1528	 1440	 1319	 1188	 1165	 1161	 1123	 1111	 1127	 1133	 1146	 1162	 1163	 1160	 1172	 1175	 1181	 1162	 1096	 1014	935.4	855.6	800.2	708.5	659.4	614.1	550.6	499.9	468.1	439.6	406.9	356.4	300.1	257.3
510.0	225.0	369.1	419.8	568.3	631.2	630.3	866.8	966.5	 1024	 1049	 1152	 1276	 1395	 1541	 1600	 1579	 1531	 1457	 1315	 1201	 1119	 1068	 1061	 1023	996.7	 1029	 1007	 1031	 1039	 1057	 1049	 1065	 1037	 1045	 1065	981.4	918.0	857.2	792.0	731.7	671.3	623.9	578.9	522.0	482.9	436.6	415.4	387.7	339.2	293.7	258.0
515.0	183.7	373.1	454.6	418.4	607.0	645.5	828.1	803.1	934.9	 1042	 1081	 1130	 1194	 1373	 1425	 1497	 1465	 1346	 1178	 1119	 1008	970.1	940.0	945.9	897.0	921.7	933.2	945.8	915.5	949.7	924.8	977.7	946.1	957.1	933.9	905.3	843.5	788.0	734.8	659.7	626.8	575.6	536.2	484.3	449.9	419.1	392.0	355.1	341.0	298.8	259.0
520.0	258.3	281.6	426.4	411.6	448.3	667.2	667.7	782.1	877.4	948.2	940.7	 1019	 1185	 1257	 1310	 1391	 1296	 1199	 1078	 1010	931.8	893.8	881.5	840.2	818.6	809.1	825.7	836.6	832.1	861.7	852.0	828.5	869.6	857.2	844.6	808.2	772.2	723.8	666.3	611.2	589.6	525.5	490.0	454.6	420.0	391.0	367.4	334.4	312.1	295.3	256.7
525.0	137.7	327.3	318.3	402.5	438.6	494.0	601.3	730.9	781.5	825.7	904.4	953.6	 1019	 1169	 1157	 1282	 1223	 1127	 1014	926.3	863.4	831.3	783.1	747.8	755.1	741.3	780.0	742.3	752.4	768.3	761.0	762.6	763.5	781.2	758.3	743.1	708.6	651.5	609.7	572.2	520.5	486.1	455.3	415.8	381.8	366.4	332.1	313.4	288.5	284.4	255.6
530.0	205.6	187.6	285.9	313.5	377.7	529.3	517.9	649.9	692.4	730.8	806.8	853.4	923.8	974.1	 1080	 1090	 1086	975.5	909.1	808.2	782.3	695.9	701.2	686.2	691.9	682.1	672.7	697.7	679.0	689.5	663.5	700.1	681.5	708.3	701.5	667.8	638.2	569.9	546.1	512.8	477.0	443.0	408.9	397.1	357.1	335.5	310.0	287.2	266.3	263.6	237.2
535.0	183.8	163.8	198.9	342.9	421.4	478.3	564.0	506.9	616.2	645.8	705.2	807.0	808.7	934.0	913.0	980.0	961.8	902.8	805.3	731.7	695.3	644.7	639.9	613.7	602.6	606.2	588.9	614.4	615.5	597.6	604.8	615.7	630.7	629.8	607.2	594.3	559.3	525.7	483.2	453.6	428.8	401.9	377.6	347.6	335.8	297.1	282.9	267.8	254.9	232.2	217.8
540.0	99.37	176.3	249.7	272.8	308.1	355.0	392.4	548.9	514.0	612.4	673.0	703.8	725.9	780.1	890.3	871.0	829.4	797.5	712.9	643.9	611.8	583.2	553.1	537.9	542.7	526.3	530.9	539.8	554.1	546.0	533.4	550.2	540.0	563.8	539.0	526.0	507.0	464.4	435.8	413.8	392.3	362.4	333.6	320.5	299.4	280.2	260.1	249.3	231.6	220.5	197.1
545.0	217.4	214.7	206.1	225.3	362.5	316.8	419.4	437.2	488.4	556.6	550.0	622.9	620.8	723.4	867.9	919.3	736.4	714.8	694.3	585.2	546.9	512.7	512.9	498.4	487.0	475.1	481.3	473.2	482.5	480.2	482.8	497.5	473.2	484.6	482.7	478.6	437.7	417.2	397.4	353.2	356.2	334.9	307.1	300.0	276.4	257.9	240.3	230.2	212.0	200.1	181.7
550.0	181.3	151.6	230.4	214.1	297.8	337.8	428.7	389.6	394.2	462.2	507.0	591.9	608.9	660.3	722.4	977.5	798.7	645.9	599.4	552.1	503.8	482.2	478.1	441.3	454.6	442.2	422.1	428.1	416.4	428.3	438.2	447.2	429.8	432.2	442.7	430.9	405.0	373.9	345.5	338.4	323.7	292.7	276.0	271.0	251.6	231.6	225.4	214.7	198.3	195.7	169.4
