Sample:	'SLABO1-5-5-320
File name:	3H2.FD3
Run Date:	16:51:19, 08/24/2022
Operator:	Administrator
Comment:	'

Instrument
Model:	F-7000 FL Spectrophotometer
Serial Number:	2354-007
ROM Version:	5J14000 06

Instrument Parameters
Measurement type:	3-D Scan
Data mode:	Fluorescence
EX  Start WL:	200.0 nm
EX  End WL:	450.0 nm
EX Sampling Interval:	5.0 nm
EM  Start WL:	280.0 nm
EM  End WL:	550.0 nm
EM Sampling Interval:	5.0 nm
Scan speed:	12000 nm/min
EX Slit:	5.0 nm
EM Slit:	5.0 nm
PMT Voltage:	700 V
Response:	Auto 
Corrected spectra:	Off
Shutter control:	On
Contour interval:	25.000

Peak integration
Integration method:	Rectangular
Sensitivity:	1
Threshold:	1.000

Peaks
No.	ApexEX/EM(nm)	Height(Data)
54	260.0/320.0	328.9
55	260.0/445.0	574.1
56	265.0/400.0	536.8
57	265.0/430.0	576.2
58	265.0/440.0	569.9
59	265.0/460.0	519.8
60	265.0/470.0	460.2
61	270.0/465.0	484.6
62	270.0/485.0	430.8
63	270.0/525.0	230.5
64	275.0/305.0	730.8
65	275.0/340.0	444.2
66	275.0/365.0	443.7
67	275.0/400.0	540.6
68	275.0/420.0	581.9
69	275.0/435.0	570.4
70	275.0/450.0	560.6
71	280.0/310.0	832.1
72	280.0/375.0	462.4
73	280.0/415.0	554.5
74	280.0/430.0	564.7
75	285.0/315.0	880.2
76	285.0/345.0	446.2
77	285.0/360.0	445.2
78	290.0/320.0	709.0
79	290.0/410.0	560.0
80	295.0/325.0	602.4
81	300.0/335.0	548.4
82	300.0/430.0	482.9
83	305.0/340.0	563.5
84	305.0/425.0	493.1
85	310.0/345.0	526.1
86	310.0/450.0	428.9
87	315.0/350.0	493.3
88	315.0/410.0	519.6
89	320.0/360.0	482.4
90	325.0/365.0	509.3
91	325.0/410.0	517.4
92	325.0/420.0	523.0
93	330.0/370.0	517.5
94	335.0/375.0	490.2
95	335.0/415.0	513.3
96	335.0/425.0	517.9
97	340.0/385.0	506.7
98	340.0/420.0	520.5
99	345.0/390.0	511.7
100	350.0/395.0	515.6
101	355.0/405.0	489.7
102	360.0/410.0	512.2
103	365.0/415.0	489.5
104	370.0/290.0	11.06
105	370.0/425.0	442.6
106	375.0/295.0	10.45
107	375.0/430.0	423.7
108	380.0/435.0	378.8
109	390.0/450.0	300.9
110	395.0/455.0	261.6
111	400.0/460.0	232.3
112	405.0/315.0	10.11
113	410.0/295.0	6.686
114	410.0/475.0	174.7
115	415.0/325.0	8.930
116	425.0/340.0	8.876
117	425.0/495.0	112.9
118	430.0/310.0	8.068
119	430.0/500.0	101.4
120	440.0/330.0	7.343
121	440.0/345.0	8.188
122	440.0/380.0	11.14
123	440.0/515.0	82.56
124	445.0/340.0	9.070
125	445.0/520.0	73.61

Data Points
	200.0	205.0	210.0	215.0	220.0	225.0	230.0	235.0	240.0	245.0	250.0	255.0	260.0	265.0	270.0	275.0	280.0	285.0	290.0	295.0	300.0	305.0	310.0	315.0	320.0	325.0	330.0	335.0	340.0	345.0	350.0	355.0	360.0	365.0	370.0	375.0	380.0	385.0	390.0	395.0	400.0	405.0	410.0	415.0	420.0	425.0	430.0	435.0	440.0	445.0	450.0
280.0	102.9	90.91	83.34	77.82	69.19	114.0	43.90	26.46	23.23	39.22	52.19	103.1	48.43	18.78	22.93	 2350	9999.9	 5047	131.4	21.57	23.66	18.89	19.64	11.47	12.04	11.22	12.61	9.141	9.840	8.056	8.460	7.364	7.926	10.25	8.844	7.024	6.301	3.831	5.142	3.853	3.417	3.219	2.937	2.862	2.605	2.302	2.508	1.729	2.156	1.925	2.292
285.0	357.5	212.4	198.0	258.3	255.0	250.2	147.9	101.6	55.71	91.89	127.9	127.9	201.0	130.2	52.46	197.1	 5373	9999.9	9999.9	930.9	36.49	31.72	27.09	20.01	17.82	12.34	12.73	12.22	13.29	9.330	8.570	8.607	7.780	7.686	8.300	8.403	5.224	5.597	6.049	4.892	5.772	3.981	3.428	3.435	2.577	2.551	3.037	3.126	2.533	3.415	2.817
290.0	580.8	302.5	284.0	501.0	518.1	514.7	350.4	182.3	93.33	136.0	183.8	178.9	228.6	325.4	175.7	113.3	406.6	9999.9	9999.9	9999.9	 1218	49.79	41.63	31.77	26.91	21.48	13.32	14.94	12.12	12.32	9.813	7.585	7.645	10.43	11.06	9.988	8.207	6.965	7.613	5.012	6.303	4.569	4.599	4.191	4.602	4.712	3.630	3.587	3.486	4.304	3.919
295.0	743.7	578.2	554.4	494.3	696.9	665.2	477.6	274.5	157.7	181.9	195.8	210.2	243.3	330.4	442.9	228.1	150.4	751.5	9999.9	9999.9	9999.9	 1486	54.13	47.55	32.38	25.70	18.93	18.09	15.08	13.51	13.33	12.48	10.83	10.35	8.965	10.45	8.005	8.190	8.689	6.470	5.490	6.304	6.686	4.871	3.900	4.714	3.832	4.514	4.669	4.540	3.905
300.0	843.7	708.4	651.8	607.2	791.9	790.9	574.4	363.6	213.0	176.8	191.3	227.6	264.8	262.3	501.2	522.9	268.7	204.3	784.4	9999.9	9999.9	9999.9	 1563	66.24	52.06	41.95	30.59	22.94	18.46	13.80	13.22	14.32	11.90	13.69	9.680	8.895	8.808	9.335	7.358	9.307	8.714	7.321	5.549	6.536	4.801	5.268	5.255	5.822	5.351	5.037	5.470
305.0	964.7	746.8	649.6	594.2	724.6	743.9	615.6	393.8	263.7	226.0	211.9	231.0	257.3	265.3	386.2	730.8	571.1	241.3	218.4	754.1	9999.9	9999.9	9999.9	 1793	75.52	57.55	49.25	34.03	26.98	19.23	15.67	14.31	13.42	12.99	11.16	12.17	11.15	8.676	9.508	8.548	8.316	7.111	6.514	5.900	5.343	4.991	6.761	6.516	5.287	5.550	4.422
310.0	921.6	508.8	619.0	676.2	779.6	782.3	567.9	484.2	256.2	212.6	198.6	257.8	282.3	301.4	348.7	481.3	832.1	497.0	217.2	176.2	766.3	9999.9	9999.9	9999.9	 1834	86.22	66.70	55.82	39.06	24.71	18.36	16.32	15.79	17.32	12.30	12.17	13.81	10.90	9.590	9.646	9.413	8.397	7.754	6.898	6.414	5.181	8.068	6.759	4.635	5.405	5.546
315.0	867.4	675.7	587.9	577.4	686.1	607.6	558.6	479.6	252.2	257.8	198.4	239.2	311.4	311.1	344.0	396.1	529.3	880.2	355.6	153.3	163.3	762.9	9999.9	9999.9	9999.9	 1650	87.39	69.35	51.89	45.09	27.97	23.53	21.87	18.37	18.00	15.46	13.88	9.068	9.995	8.208	9.910	10.11	7.133	7.450	5.159	6.696	5.040	5.122	6.035	4.893	5.741
320.0	779.6	586.9	585.1	541.7	622.8	646.9	612.9	442.5	321.3	282.9	249.0	245.8	328.9	310.3	340.3	391.4	449.8	599.9	709.0	254.1	121.4	151.1	768.4	9999.9	9999.9	9999.9	 1592	103.2	71.04	56.98	45.49	31.34	22.52	18.85	19.34	14.22	12.71	10.96	11.14	9.354	9.469	9.113	7.509	6.390	5.722	6.075	7.224	5.264	5.572	3.810	5.246
325.0	581.9	663.8	542.5	521.3	576.7	640.7	656.0	502.8	350.9	263.6	262.5	231.5	294.7	318.6	379.4	409.8	447.6	418.7	580.4	602.4	194.6	117.5	150.5	789.1	9999.9	9999.9	9999.9	 1726	115.0	79.56	58.07	44.39	30.77	25.28	20.83	17.98	15.16	16.10	12.20	11.06	9.647	7.768	8.303	8.930	5.381	6.275	6.807	6.684	7.088	5.187	5.735
330.0	608.5	492.9	460.0	505.4	564.1	757.5	662.4	559.0	352.7	272.4	252.4	264.2	282.8	322.4	414.6	422.7	432.9	405.3	353.8	567.2	468.3	161.0	119.7	156.4	760.7	9999.9	9999.9	9999.9	 1755	114.7	87.43	59.33	42.96	36.35	24.81	21.10	16.37	17.15	12.85	11.84	10.25	8.554	8.597	7.834	6.787	6.246	6.281	6.844	7.343	6.533	5.237
335.0	424.3	447.0	422.9	472.4	525.5	638.3	590.2	533.7	353.8	280.6	252.2	278.6	279.1	317.8	371.5	426.3	432.7	411.7	345.8	339.7	548.4	340.8	129.4	110.7	154.6	776.6	9999.9	9999.9	9999.9	 1826	124.6	90.87	64.05	52.03	33.50	26.26	19.51	16.29	13.34	13.10	10.44	10.63	7.286	7.991	7.454	6.874	8.059	5.832	5.764	6.923	7.621
340.0	445.3	430.5	460.5	502.3	586.1	600.3	661.2	556.7	438.8	327.3	266.6	299.3	308.3	325.8	345.2	444.2	427.8	421.6	367.1	295.4	291.5	563.5	260.1	131.1	108.1	157.2	775.4	9999.9	9999.9	9999.9	 2017	125.8	94.42	70.46	50.75	32.86	27.93	21.32	15.61	14.06	11.17	11.11	9.967	7.616	8.348	8.876	7.100	5.558	7.412	9.070	6.789
345.0	447.7	394.3	510.1	471.9	502.4	523.2	593.3	567.4	400.2	321.8	255.0	316.1	280.6	318.1	361.7	429.7	433.1	446.2	366.5	295.5	238.6	322.4	526.1	240.8	125.9	126.2	156.5	762.9	9999.9	9999.9	9999.9	 2134	137.1	96.83	67.39	47.01	31.75	25.13	20.67	15.83	12.94	10.80	8.987	7.842	8.575	7.323	7.153	5.855	8.188	6.754	5.856
350.0	460.9	363.2	390.6	445.9	420.1	436.8	562.1	489.1	437.4	340.6	279.4	284.6	306.6	344.1	382.8	403.8	420.7	426.5	388.3	310.3	244.4	221.8	347.7	493.3	199.0	133.9	127.1	163.7	773.9	9999.9	9999.9	9999.9	 2217	139.5	103.8	66.78	51.81	33.72	22.26	19.02	15.14	12.35	10.83	9.400	7.859	7.605	8.683	6.686	6.892	6.998	5.468
355.0	271.7	440.4	357.4	320.3	443.6	469.5	572.9	463.6	440.4	348.8	340.1	319.7	340.6	361.9	417.0	428.6	416.4	425.7	395.6	330.4	273.4	251.5	257.4	424.1	418.7	181.0	133.6	138.3	166.6	767.1	9999.9	9999.9	9999.9	 2357	143.0	98.26	69.68	49.96	33.57	23.97	18.93	14.60	12.22	10.53	9.190	8.182	9.088	7.326	7.497	5.809	6.644
360.0	391.7	404.4	426.6	415.8	419.0	442.8	496.7	527.1	432.2	375.0	332.7	340.4	391.5	347.5	373.0	430.9	437.7	445.2	405.6	349.1	310.7	271.7	258.6	278.1	482.4	369.7	189.5	146.4	146.3	168.7	776.4	9999.9	9999.9	9999.9	 2211	132.9	96.35	66.03	47.27	30.47	23.83	17.62	13.30	10.20	9.795	7.927	7.868	6.952	6.571	7.102	5.622
365.0	294.2	323.7	370.7	381.4	477.3	486.1	499.2	527.5	430.9	392.3	390.2	351.8	384.9	353.1	404.8	443.7	423.9	411.8	385.3	352.1	351.8	290.6	300.7	261.9	326.2	509.3	354.4	196.6	160.2	141.1	175.1	772.2	9999.9	9999.9	9999.9	 2450	133.2	93.75	66.21	46.66	28.65	21.11	15.67	13.90	10.71	10.52	9.008	7.653	7.641	7.507	7.042
370.0	345.5	338.6	397.1	401.8	433.0	453.5	530.5	473.6	428.3	431.1	377.8	361.0	412.2	397.8	416.5	425.9	414.9	419.5	422.6	379.6	350.5	332.5	334.0	296.5	300.3	379.5	517.5	294.2	184.2	171.5	142.8	168.4	762.2	9999.9	9999.9	9999.9	 2431	127.7	86.43	63.65	39.46	28.77	20.56	16.74	11.95	11.55	9.874	8.692	8.150	5.544	5.452
375.0	330.9	273.3	410.8	366.5	371.8	490.0	491.2	459.9	445.5	428.4	442.8	378.3	401.3	398.0	428.2	409.7	462.4	424.3	413.0	418.6	360.2	368.4	358.3	344.5	334.8	321.4	440.1	490.2	272.4	199.4	153.4	138.4	158.8	762.8	9999.9	9999.9	9999.9	 2578	115.4	87.44	58.06	42.41	29.44	20.13	16.26	12.18	9.965	7.793	8.324	8.750	6.702
380.0	385.8	315.9	335.3	387.5	493.8	472.8	519.2	518.0	490.0	494.9	436.8	425.7	440.9	415.4	428.5	452.0	441.7	451.3	433.5	406.0	395.6	398.1	368.7	375.6	370.8	347.2	347.1	475.5	450.1	255.0	190.6	160.3	133.5	163.9	767.5	9999.9	9999.9	9999.9	 2386	116.9	78.75	49.90	34.27	26.84	18.64	14.57	13.69	7.795	11.14	7.610	6.897
385.0	273.2	343.5	459.7	445.6	457.6	508.3	462.6	469.4	478.4	462.6	440.2	432.3	443.6	438.7	459.7	472.7	462.7	457.6	441.6	426.3	407.7	419.8	417.8	388.2	398.0	381.2	367.2	371.0	506.7	401.7	243.9	194.3	160.4	146.9	167.0	753.4	9999.9	9999.9	9999.9	 2458	110.4	72.37	48.73	38.64	24.08	17.23	15.53	11.29	9.916	8.610	6.663
390.0	310.0	313.9	444.2	438.1	465.8	422.2	511.3	488.7	481.3	535.4	457.4	456.8	436.4	461.9	448.3	475.5	491.4	465.1	476.8	457.0	445.3	443.9	431.0	432.2	405.2	434.5	384.1	382.2	428.1	511.7	365.1	238.6	179.9	159.4	141.0	156.9	754.5	9999.9	9999.9	9999.9	 2323	105.4	68.89	47.42	32.91	26.66	17.93	15.54	11.38	8.986	8.133
395.0	272.5	279.0	304.5	382.2	464.1	482.0	530.5	509.4	517.5	516.0	526.8	456.3	459.7	495.2	488.7	510.7	492.0	483.6	503.0	469.2	436.7	460.6	437.8	469.0	448.8	460.7	442.3	418.6	398.0	440.9	515.6	312.7	246.8	190.0	162.7	132.2	155.9	733.4	9999.9	9999.9	9999.9	 2365	92.41	66.84	44.65	33.23	24.68	16.13	14.16	10.60	9.584
400.0	384.3	277.0	407.4	433.4	556.5	481.9	475.2	508.9	466.4	501.9	535.8	496.6	467.3	536.8	494.8	540.6	517.5	510.0	499.5	494.3	481.5	476.0	484.3	483.4	473.2	471.3	465.6	449.5	410.7	400.1	480.5	462.7	317.5	228.7	192.6	151.1	130.6	142.1	728.0	9999.9	9999.9	9999.9	 2011	81.63	62.04	42.30	28.87	21.32	17.07	11.79	8.635
405.0	325.3	297.3	352.0	437.3	480.2	544.6	550.1	518.7	425.9	497.7	563.9	495.6	524.3	529.4	496.7	523.1	512.2	496.9	523.9	488.0	475.6	482.6	499.2	512.3	496.4	480.1	489.9	467.1	437.6	422.1	416.5	489.7	451.1	287.3	224.2	189.7	142.8	109.3	133.6	726.0	9999.9	9999.9	9999.9	 1870	80.61	56.53	38.46	25.79	21.30	13.53	12.05
410.0	327.6	338.3	424.2	456.8	516.3	493.1	524.7	548.9	522.3	534.1	584.3	543.4	560.6	514.1	489.2	516.9	529.0	550.2	560.0	511.5	499.2	482.8	506.7	519.6	513.0	517.4	508.5	494.4	470.8	438.4	435.5	428.0	512.2	416.7	267.5	213.7	164.1	130.0	101.2	132.2	717.6	9999.9	9999.9	9999.9	 1682	76.81	52.21	38.49	26.05	18.83	15.03
415.0	311.2	343.2	375.9	448.2	516.0	533.4	422.4	540.1	530.4	522.2	556.4	486.1	511.5	523.6	535.5	533.3	554.5	529.0	537.9	510.1	495.7	477.6	511.4	510.4	512.9	502.4	495.5	513.3	497.6	483.0	437.6	429.6	447.7	489.5	359.4	239.7	192.5	148.3	115.1	93.94	125.1	710.9	9999.9	9999.9	9999.9	 1759	74.20	47.17	32.71	24.76	17.28
420.0	252.7	307.6	446.8	419.1	485.1	485.3	540.5	526.5	519.6	499.1	561.4	552.4	507.9	547.2	519.3	581.9	527.8	539.6	543.0	500.0	476.8	485.2	503.9	486.2	498.0	523.0	511.9	507.4	520.5	481.2	472.6	458.3	411.8	458.6	436.2	292.7	222.4	169.5	134.1	104.5	85.57	120.8	699.6	9999.9	9999.9	9999.9	 1585	65.84	46.75	33.57	23.72
425.0	400.2	302.4	448.3	413.9	486.8	478.4	494.0	560.5	533.5	559.6	520.2	566.7	529.4	542.4	542.4	537.6	548.7	538.6	513.0	502.5	444.1	493.1	487.3	480.5	509.5	510.0	513.4	517.9	515.3	488.4	485.4	441.7	405.2	405.9	442.6	398.7	246.3	183.5	155.1	121.9	92.84	81.98	107.7	692.0	9999.9	9999.9	9999.9	 1312	62.60	43.28	30.30
430.0	267.7	415.1	303.2	496.6	460.9	486.4	469.5	569.3	499.6	575.4	520.1	541.4	569.2	576.2	536.2	548.6	564.7	546.8	508.3	467.4	482.9	461.7	483.0	474.5	497.4	504.7	505.9	505.3	511.1	498.2	489.7	470.0	424.6	378.5	388.8	423.7	317.3	212.7	163.5	137.2	102.9	83.20	71.39	104.5	688.8	9999.9	9999.9	9999.9	 1183	59.84	38.29
435.0	311.0	352.2	345.3	352.7	422.1	509.8	454.6	488.2	524.3	515.4	553.1	515.3	512.0	538.7	564.8	570.4	530.9	537.7	506.5	480.1	462.2	470.2	453.6	451.5	485.6	488.1	495.0	488.0	499.2	483.0	485.0	457.6	434.4	413.3	378.4	366.4	378.8	270.4	186.2	144.8	114.0	95.50	81.52	71.76	100.1	684.9	9999.9	9999.9	9999.9	 1200	56.53
440.0	303.1	249.6	360.1	344.7	391.4	448.8	477.2	440.7	468.4	540.5	495.3	510.0	547.6	569.9	556.9	566.0	565.8	515.0	518.8	455.5	437.9	438.5	428.2	453.9	481.7	485.3	476.7	488.7	482.6	482.1	473.6	453.7	447.1	392.2	382.9	338.1	352.2	318.0	215.7	149.5	130.7	104.0	86.52	77.44	64.39	98.87	682.7	9999.9	9999.9	9999.9	 1028
445.0	315.4	275.0	301.8	327.8	434.3	382.9	436.3	513.3	493.7	482.1	520.3	467.0	574.1	541.6	527.1	547.4	562.0	493.2	480.1	448.5	423.4	424.9	426.7	441.7	447.6	466.7	470.5	486.1	465.3	458.2	460.6	446.8	434.9	408.7	377.4	348.5	298.3	317.6	280.3	188.0	143.1	117.2	94.50	77.95	67.31	61.26	91.49	687.1	9999.9	9999.9	9999.9
450.0	239.1	229.1	331.1	371.6	352.7	461.4	436.6	412.1	463.6	477.4	557.2	548.1	540.8	522.4	522.1	560.6	503.4	479.1	469.9	407.1	428.3	414.4	428.9	424.2	424.5	417.0	440.9	457.0	463.3	445.7	431.0	419.6	427.6	407.9	372.5	335.5	298.0	272.7	300.9	227.2	158.7	124.0	103.6	89.63	72.79	66.90	60.42	95.45	680.0	9999.9	9999.9
455.0	267.0	309.0	275.2	331.7	383.7	314.4	447.6	432.1	429.9	488.0	498.7	477.6	532.4	486.6	487.7	554.7	506.4	500.8	456.0	432.3	401.0	391.3	379.3	402.8	403.6	400.4	432.4	424.9	435.3	409.5	414.6	412.2	403.8	388.1	365.1	329.6	283.6	256.0	242.6	261.6	193.2	134.7	115.8	93.98	80.99	70.47	60.53	58.09	92.18	680.4	9999.9
460.0	246.2	257.6	263.9	323.9	348.9	326.3	433.4	431.4	450.5	456.4	451.6	460.6	497.9	519.8	464.3	494.9	489.0	432.7	404.9	391.1	376.0	357.8	367.0	372.6	394.6	377.6	391.3	408.9	396.7	394.1	396.4	392.2	387.9	371.7	352.0	329.4	294.2	256.0	225.9	226.4	232.3	161.1	125.4	110.1	81.55	69.88	65.77	56.70	48.61	89.10	670.5
465.0	212.3	221.4	294.7	285.3	378.4	322.6	345.3	428.3	416.5	449.7	423.6	413.4	468.6	444.5	484.6	482.0	440.1	427.6	399.1	369.0	358.5	349.3	335.1	353.5	352.0	355.2	360.9	348.5	378.3	362.8	361.9	359.3	368.6	339.7	326.0	314.0	279.2	242.4	212.1	195.0	206.4	201.0	135.7	108.9	87.54	73.10	69.01	60.02	52.36	50.29	85.74
470.0	243.3	271.0	289.3	286.8	337.6	343.0	349.4	414.7	348.7	353.2	410.8	414.8	414.9	460.2	448.7	450.2	434.5	384.5	376.0	320.1	313.4	303.6	309.8	319.0	332.6	320.8	346.0	335.1	332.9	343.7	333.8	332.3	332.8	323.1	318.4	292.7	264.7	235.3	206.2	184.5	176.4	197.3	165.4	116.3	93.54	80.98	72.52	65.37	55.27	48.04	42.68
475.0	216.9	292.2	248.3	240.0	301.3	310.2	364.4	351.5	345.0	384.0	407.0	376.8	397.2	429.7	403.2	412.5	431.2	369.4	358.9	297.1	296.3	284.5	304.5	278.4	292.5	291.6	310.1	309.9	324.9	318.4	315.2	312.5	307.2	305.6	298.8	274.4	251.6	239.4	202.9	182.0	170.1	163.7	174.7	134.6	95.58	85.10	74.78	60.16	53.28	47.62	39.96
480.0	137.5	196.6	220.0	195.4	224.7	253.1	287.7	294.0	283.4	332.3	341.2	361.4	390.6	399.7	430.6	397.4	381.4	353.2	311.2	291.1	280.7	264.3	266.9	253.2	263.5	291.3	277.2	274.8	289.2	288.1	280.1	277.8	295.9	278.4	294.1	262.6	232.3	227.3	185.1	175.1	149.6	144.2	158.3	142.4	116.2	85.17	72.45	64.67	54.41	50.96	40.76
485.0	120.8	174.3	128.6	223.1	253.9	228.9	277.3	286.4	314.7	365.8	331.8	326.4	372.5	400.9	430.8	378.5	386.1	326.7	276.9	289.7	265.2	249.1	234.9	250.9	250.6	260.7	263.0	270.9	273.3	253.6	277.9	266.4	275.1	270.0	255.9	243.8	231.8	210.7	194.6	165.9	152.7	139.6	121.3	140.6	135.3	95.59	72.94	64.80	60.84	50.38	42.37
490.0	163.9	176.1	187.1	172.5	281.8	289.0	223.2	286.6	296.5	286.0	351.7	321.0	344.7	338.7	365.2	371.9	339.0	294.8	279.0	255.4	240.1	230.2	231.4	234.9	226.8	233.6	233.7	247.4	249.0	242.2	237.9	240.3	249.7	239.8	237.1	233.1	223.2	191.1	176.7	158.3	143.5	136.6	119.4	115.7	128.4	106.9	78.99	70.76	60.74	50.95	46.51
495.0	197.4	167.1	129.4	186.0	191.3	218.3	233.8	261.0	313.3	302.6	309.1	313.2	328.2	360.4	335.4	329.1	304.6	299.4	260.9	258.2	226.6	226.5	219.0	202.8	212.2	217.9	214.7	241.5	221.8	223.3	221.3	226.7	233.5	225.3	226.5	214.3	195.0	180.7	173.8	156.7	143.8	125.5	109.8	107.3	111.6	112.9	91.54	67.54	59.44	53.41	46.88
500.0	92.25	172.7	237.2	174.8	175.3	229.3	235.0	231.7	218.8	224.7	259.5	284.0	295.9	295.6	336.2	318.4	305.7	273.0	256.0	240.5	204.5	210.6	210.5	187.8	194.6	204.0	203.3	204.7	204.6	204.1	211.4	203.5	201.6	213.5	213.2	196.6	184.9	167.7	152.4	152.2	138.2	118.1	113.1	104.3	87.85	100.2	101.4	79.83	61.01	56.14	45.76
505.0	130.0	179.5	130.3	194.1	138.2	150.9	193.0	204.4	228.0	228.8	253.7	320.3	255.1	260.7	289.1	299.5	288.1	248.6	237.0	215.7	207.3	179.2	191.0	189.7	179.1	182.9	188.7	179.0	186.8	177.3	186.6	188.0	182.7	190.6	191.9	185.7	168.6	152.7	146.7	134.8	121.4	113.8	98.89	101.6	90.60	85.22	96.53	85.49	65.25	56.57	50.84
510.0	108.7	175.0	150.4	99.38	135.5	208.6	207.4	202.3	217.4	218.7	244.8	245.6	243.5	256.6	246.0	281.4	265.1	220.3	226.1	201.7	193.5	175.8	181.3	173.1	167.3	162.9	166.9	171.9	168.1	157.7	173.7	174.9	168.9	169.9	176.4	166.3	152.8	148.4	135.7	119.6	116.2	106.0	95.46	95.74	85.85	78.18	78.54	84.96	76.06	57.02	46.90
515.0	121.8	76.25	155.4	146.0	163.2	167.1	177.6	190.1	176.9	238.6	222.6	213.2	234.6	231.9	247.7	235.7	232.5	222.0	197.4	177.6	193.0	160.9	170.8	155.7	164.5	155.4	155.8	144.5	145.3	163.5	158.3	155.0	165.3	152.0	162.0	142.1	146.4	123.1	126.8	115.6	106.8	98.27	90.96	85.54	83.51	79.91	73.03	76.17	82.56	64.75	51.90
520.0	124.3	103.0	92.65	157.3	111.4	148.9	145.3	185.5	163.3	174.7	197.0	185.1	209.7	220.9	216.7	243.7	223.9	207.6	198.9	160.9	157.0	154.5	142.0	138.1	146.1	147.7	141.5	136.0	141.1	134.4	142.2	144.3	139.4	139.6	149.9	135.4	128.8	122.9	109.5	97.47	100.9	91.39	89.12	77.34	73.86	71.19	70.70	60.56	69.29	73.61	49.62
525.0	99.63	104.5	128.6	92.45	156.8	124.6	140.9	166.0	178.2	177.3	187.5	196.4	204.9	207.3	230.5	200.5	185.7	191.9	175.5	149.8	134.2	143.4	137.6	128.1	134.1	127.1	120.6	132.6	131.1	129.4	123.4	135.3	132.8	127.7	134.5	130.0	115.5	111.7	110.5	92.93	91.19	92.56	80.32	76.75	66.37	65.86	61.65	54.10	58.67	68.32	56.95
530.0	88.53	115.0	134.3	101.8	104.1	158.4	131.6	136.3	126.5	139.3	161.6	173.7	164.2	180.8	208.4	207.2	182.1	176.9	161.8	139.4	124.3	120.6	131.2	124.5	123.5	114.9	108.2	111.2	113.2	114.8	111.5	121.7	115.9	118.8	119.8	116.4	109.6	101.9	91.16	92.97	83.67	78.62	70.16	68.37	68.41	59.36	55.22	52.68	46.27	57.24	60.84
535.0	82.95	89.89	69.08	122.5	76.26	113.3	113.5	126.1	117.5	133.4	133.2	160.8	163.0	195.5	194.7	164.8	183.7	162.4	142.9	120.9	127.8	116.1	108.7	104.6	106.7	102.5	105.3	101.5	105.0	103.3	103.1	105.0	108.8	106.2	108.8	101.1	97.24	91.60	84.67	80.81	75.15	69.79	67.74	61.26	57.74	55.76	54.57	51.12	46.80	46.90	48.84
540.0	99.10	117.2	80.13	87.33	105.1	133.6	107.3	111.9	116.7	126.4	105.2	140.8	155.8	165.6	213.6	201.1	156.3	140.6	134.5	118.2	110.9	103.0	92.78	102.8	91.12	97.20	92.36	96.81	96.95	92.98	97.43	91.47	88.43	96.50	93.33	92.27	89.32	82.76	77.69	75.52	69.42	63.07	61.51	60.81	55.08	50.31	51.40	44.74	41.50	39.05	39.03
