Sample:	'SLABO1-5-5-320
File name:	BlankSample.FD3
Run Date:	14:48:59, 08/17/2022
Operator:	Administrator
Comment:	'

Instrument
Model:	F-7000 FL Spectrophotometer
Serial Number:	2354-007
ROM Version:	5J14000 06

Instrument Parameters
Measurement type:	3-D Scan
Data mode:	Fluorescence
EX  Start WL:	200.0 nm
EX  End WL:	450.0 nm
EX Sampling Interval:	5.0 nm
EM  Start WL:	280.0 nm
EM  End WL:	550.0 nm
EM Sampling Interval:	5.0 nm
Scan speed:	12000 nm/min
EX Slit:	5.0 nm
EM Slit:	5.0 nm
PMT Voltage:	700 V
Response:	Auto 
Corrected spectra:	Off
Shutter control:	On
Contour interval:	25.000

Peak integration
Integration method:	Rectangular
Sensitivity:	1
Threshold:	1.000

Peaks
No.	ApexEX/EM(nm)	Height(Data)
310.0	168.5	110.7	125.9	111.2	133.3	151.0	127.3	103.1	53.57	60.31	72.44	80.95	78.08	70.72	109.5	203.5	620.6	309.1	64.69	38.71	168.1	 2316	9999.9	 5935	314.2	5.171	4.771	3.583	3.094	2.276	1.088	1.778	1.263	1.437	0.547	1.954	0.606	0.896	0.653	1.341	0.781	0.957	0.870	1.115	0.575	1.354	0.685	0.903	1.093	0.784	1.112
315.0	147.6	109.0	87.44	54.73	97.41	130.1	83.21	99.63	44.76	59.46	60.77	68.34	67.88	77.10	87.65	116.0	291.5	606.8	199.0	38.32	34.78	167.8	 2522	9999.9	 5651	262.7	4.994	6.131	4.080	2.967	2.874	2.282	1.616	1.124	1.078	0.959	0.404	1.114	0.878	1.369	0.909	0.852	1.384	0.817	0.703	0.712	0.846	1.060	0.701	0.810	1.172
320.0	130.2	83.39	64.55	97.05	99.49	154.8	137.5	101.2	43.24	44.75	36.85	56.08	65.80	88.01	100.2	120.6	134.9	354.6	554.4	117.1	30.33	34.58	180.6	 2287	9999.9	 5510	244.2	6.132	4.138	4.064	3.410	2.121	1.597	1.453	1.029	0.936	1.281	0.787	0.811	0.717	1.061	0.978	0.829	1.224	0.680	0.904	0.904	0.627	1.153	0.982	1.472
325.0	141.2	122.5	68.63	127.5	131.3	167.5	139.1	87.91	63.67	40.41	35.33	59.03	60.63	91.55	92.91	113.2	110.3	140.5	388.1	429.8	75.80	29.13	34.24	168.0	 2156	9999.9	 5427	247.8	6.647	2.999	3.864	2.354	1.744	1.930	2.178	1.723	0.858	0.775	0.920	0.756	1.327	1.437	0.677	0.710	0.973	1.027	0.807	0.896	1.239	0.787	0.892
330.0	68.27	121.5	114.7	108.2	133.1	160.1	130.0	87.30	56.69	41.22	39.79	49.06	72.20	89.67	99.39	121.0	139.1	110.1	134.1	397.3	326.8	53.47	24.08	31.45	154.2	 1992	9999.9	 5739	240.0	7.202	4.793	3.163	3.134	2.804	2.148	1.812	1.053	1.211	1.178	1.042	0.941	0.502	0.588	0.725	0.646	0.922	0.968	1.226	0.957	0.755	1.018
335.0	60.75	94.63	98.94	147.2	136.2	220.6	142.8	96.95	68.21	49.14	54.06	50.53	64.86	91.26	112.1	134.8	146.2	127.5	98.69	137.8	409.6	243.6	31.69	21.86	28.97	146.4	 2127	9999.9	 5368	240.4	7.979	5.968	5.630	4.230	2.645	2.171	1.783	0.926	1.205	1.770	0.949	1.046	0.854	0.632	0.363	0.758	1.561	0.726	0.767	1.165	1.531
340.0	105.1	105.9	67.04	78.10	181.7	190.5	144.2	82.09	54.92	54.48	39.60	46.37	75.75	95.64	118.6	136.0	154.0	132.1	104.7	73.47	141.2	399.2	159.5	26.11	18.73	27.97	153.4	 2022	9999.9	 5528	255.4	7.778	5.740	4.086	3.630	1.759	2.040	1.246	1.021	0.793	0.716	0.896	0.764	1.152	1.101	0.766	0.802	0.999	0.983	1.218	0.985
345.0	67.14	36.58	75.05	105.3	125.1	177.0	109.1	78.95	53.29	43.76	50.43	64.47	74.93	91.55	114.1	136.7	167.5	140.3	111.9	65.63	55.70	162.3	367.9	106.0	17.59	18.42	23.83	140.9	 2002	9999.9	 5842	269.8	8.290	5.931	3.697	3.606	1.487	0.672	1.494	1.841	1.072	0.868	0.485	1.263	0.716	0.817	1.050	0.633	1.092	1.079	1.249
350.0	70.72	75.52	83.80	89.66	144.0	239.7	121.3	100.1	55.77	47.86	46.17	51.38	82.72	84.35	118.6	140.2	159.6	143.3	121.9	76.97	50.48	47.72	202.8	307.1	64.61	13.04	16.15	21.67	138.4	 1910	9999.9	 5646	237.0	6.230	4.451	2.712	2.219	2.038	1.405	1.592	1.489	1.036	0.896	0.875	1.221	1.541	0.848	0.959	1.055	0.841	0.877
355.0	62.60	60.06	105.0	128.6	177.2	168.3	125.0	90.29	57.11	39.69	44.83	55.77	81.39	103.8	118.7	152.6	150.2	133.5	109.4	76.77	51.04	34.75	51.55	239.8	254.5	39.13	13.65	14.65	21.29	132.0	 1840	 9828	 5564	248.4	8.522	4.274	2.673	1.770	2.106	1.015	1.618	1.604	1.131	0.872	0.821	1.171	1.090	1.263	0.775	0.992	0.826
360.0	43.44	52.72	75.93	89.69	179.3	138.0	109.2	53.86	51.73	39.50	44.60	54.61	70.79	95.58	97.72	122.4	137.9	117.8	109.5	84.63	44.97	33.26	26.04	67.77	282.6	173.1	21.75	12.85	12.17	18.88	129.7	 1915	 9583	 5198	222.5	6.814	4.678	2.231	2.146	1.529	1.736	1.125	1.029	1.104	0.735	0.884	1.713	0.641	0.858	1.562	1.294
365.0	79.27	65.33	62.15	73.42	98.87	149.0	87.34	50.69	58.83	36.82	36.80	63.97	80.42	91.70	92.74	112.5	139.8	121.9	103.3	68.08	36.89	30.70	23.01	27.95	78.87	279.1	132.2	16.12	10.21	9.657	20.13	133.3	 1792	 9329	 5301	223.4	7.135	3.324	2.755	2.596	2.249	1.451	1.051	1.318	0.976	0.582	1.218	1.139	0.938	1.409	1.155
370.0	57.27	74.90	86.20	72.20	132.3	111.1	115.4	40.90	48.09	53.73	36.65	46.93	66.73	84.71	87.27	115.5	117.0	103.5	98.09	68.03	38.81	28.25	25.60	19.88	23.33	122.8	271.1	83.93	12.58	8.381	12.04	17.43	127.9	 1787	 9095	 4887	203.5	5.657	3.536	2.259	2.251	2.060	1.453	0.750	1.312	0.692	0.717	1.502	0.672	1.261	1.002
375.0	79.13	40.66	53.79	65.51	87.09	138.0	93.41	54.56	30.75	34.25	41.22	48.98	58.26	73.49	82.08	91.58	118.1	94.75	86.85	60.72	42.14	28.30	17.85	20.11	14.24	26.50	162.6	227.7	48.81	10.02	9.586	10.32	18.41	127.9	 1725	 8420	 4454	193.5	4.356	3.799	3.586	2.114	1.544	1.077	0.852	0.747	1.165	0.940	0.915	0.600	0.779
380.0	46.66	75.33	88.81	63.20	126.5	85.91	61.40	47.18	26.30	35.27	33.42	58.61	46.72	60.64	67.03	84.44	103.7	86.93	78.09	59.38	34.94	25.00	19.22	14.62	16.27	16.00	38.40	170.3	158.5	31.42	7.857	8.993	10.89	18.32	119.1	 1610	 7518	 3919	166.5	4.450	3.146	3.145	2.427	0.855	0.939	0.934	1.001	1.576	0.387	0.581	1.319
385.0	37.12	46.58	36.13	69.15	135.7	99.54	104.3	50.39	20.85	34.95	33.95	30.66	53.90	55.61	62.80	74.33	95.61	71.99	84.32	53.63	34.97	28.54	18.67	17.66	14.78	14.47	14.28	45.05	197.7	129.7	16.59	9.731	7.911	9.615	19.14	109.7	 1402	 6421	 3673	172.6	6.028	4.390	2.122	2.295	1.512	1.848	1.182	0.928	0.815	1.494	1.082
390.0	12.98	52.22	62.23	52.00	82.31	92.64	56.41	33.45	37.49	45.98	30.36	25.58	46.49	45.75	61.76	68.69	75.99	74.49	63.77	49.61	32.29	26.05	19.78	14.10	16.81	10.94	13.48	16.47	70.12	191.3	86.75	12.93	8.203	8.169	9.830	13.78	95.20	 1193	 5828	 3440	154.0	3.782	2.951	2.418	2.084	1.800	1.056	1.364	1.036	0.867	1.155
395.0	60.01	43.06	28.65	65.52	89.70	46.37	46.50	48.10	45.42	23.10	29.71	34.53	39.78	56.05	67.83	58.11	70.22	63.19	57.45	41.77	30.44	21.17	20.97	16.54	13.96	15.27	13.23	13.33	18.88	93.55	175.8	51.00	9.613	6.488	6.813	8.434	15.19	84.36	 1077	 5538	 3291	154.6	4.343	2.514	2.017	1.654	1.532	1.936	1.202	1.257	0.999
400.0	49.10	42.24	50.97	68.81	56.68	60.12	62.92	38.67	23.27	26.48	30.78	23.88	38.61	38.47	51.89	63.25	63.12	59.36	52.57	42.58	29.98	21.67	18.23	18.60	13.34	14.89	13.13	14.37	9.269	25.53	115.7	149.0	32.72	8.555	6.692	7.218	6.584	11.32	75.32	 1005	 4995	 3047	130.0	3.610	2.947	2.700	1.831	0.963	0.987	1.378	1.032
405.0	39.75	28.54	46.16	34.83	72.36	51.73	34.33	16.37	25.41	23.70	29.93	25.98	35.37	29.03	45.72	46.79	50.97	42.24	45.32	32.31	27.39	19.62	20.45	14.06	13.39	14.21	12.56	10.99	10.83	13.00	32.17	148.2	116.0	20.68	6.801	8.332	7.443	6.697	10.73	70.10	890.3	 4817	 2775	112.4	3.929	3.402	1.791	1.823	0.859	1.127	0.900
410.0	30.23	36.50	41.12	34.62	33.26	50.12	57.74	17.04	25.51	19.04	26.28	21.04	31.14	35.36	38.82	37.25	41.74	38.96	39.77	32.80	19.18	18.39	20.93	16.20	16.21	14.15	12.26	13.26	12.21	11.24	11.42	43.39	145.9	83.20	11.81	8.267	6.675	7.772	6.833	11.38	62.32	881.4	 4610	 2594	104.8	4.095	3.773	1.602	1.831	1.222	1.515
415.0	5.518	46.13	50.15	32.98	31.08	57.93	28.73	23.80	22.06	23.96	30.83	23.10	29.45	30.02	29.03	34.92	40.93	42.56	35.74	30.20	22.26	19.31	17.44	14.61	12.61	15.00	13.19	10.74	10.13	11.49	12.48	15.11	73.21	133.5	51.51	9.102	6.263	5.811	5.664	4.825	9.820	59.99	847.0	 4349	 2436	99.60	3.228	1.849	2.108	1.350	1.504
420.0	39.34	14.57	33.31	22.31	26.64	35.00	28.35	19.06	21.75	33.75	23.70	26.41	29.51	25.03	27.49	31.37	34.18	26.53	28.10	21.68	17.82	17.57	19.63	13.69	11.81	12.25	12.18	11.10	11.48	10.97	11.36	10.29	19.17	91.15	121.2	32.35	5.866	4.864	4.774	5.594	4.015	7.948	57.76	823.3	 4123	 2297	97.36	2.826	3.962	1.214	1.681
425.0	24.49	60.42	33.37	26.92	34.00	31.81	14.63	33.60	13.56	22.72	22.36	25.77	27.42	34.65	33.69	29.99	31.60	29.51	25.67	16.63	19.50	14.92	14.78	12.40	11.06	12.91	12.32	13.35	11.12	10.10	11.25	10.23	10.81	25.29	103.4	94.18	21.13	5.697	4.500	3.995	4.426	4.315	7.838	58.18	772.5	 3808	 2196	75.24	3.461	2.145	1.694
430.0	7.920	29.26	29.94	30.39	39.80	51.10	11.83	28.35	25.25	25.34	22.14	30.27	24.61	19.56	21.65	24.21	27.93	27.01	26.45	19.14	14.48	14.25	14.24	13.80	12.83	13.53	11.90	13.57	13.01	9.795	9.770	11.10	9.390	10.45	35.30	108.5	67.68	11.03	4.921	3.839	3.756	3.536	3.641	7.290	54.16	720.7	 3860	 2126	63.88	3.410	1.911
435.0	16.72	21.90	29.83	28.70	7.138	38.78	27.09	26.38	38.07	34.03	15.22	36.80	23.81	18.68	31.56	22.20	26.01	24.22	17.62	19.94	16.25	16.25	13.22	12.98	10.33	10.79	11.59	9.779	11.57	11.84	9.900	9.323	8.136	10.18	10.63	46.82	99.30	43.59	7.010	3.283	3.490	3.266	4.260	3.469	6.465	50.43	738.0	 3892	 2000	63.15	2.705
440.0	27.40	26.90	35.32	11.88	41.42	38.44	23.00	19.35	25.28	23.48	25.95	29.53	27.37	17.93	19.09	20.85	21.60	21.50	18.16	16.41	13.37	10.26	9.443	13.61	11.78	12.14	8.957	10.76	11.98	8.581	9.364	10.19	8.508	8.590	7.123	13.12	63.95	84.19	27.28	4.310	3.324	3.134	3.557	3.294	3.020	5.984	50.89	744.3	 3824	 1877	56.24
445.0	33.22	20.02	10.44	18.16	18.55	16.59	21.88	10.11	22.57	26.01	27.33	30.07	19.39	18.48	19.12	20.65	22.76	18.37	16.73	12.95	10.33	15.27	13.72	11.21	9.402	10.54	11.37	11.07	9.009	8.374	8.923	9.297	7.903	6.795	7.146	7.274	17.81	64.51	65.18	15.88	2.712	2.960	3.070	2.867	3.549	3.668	6.911	50.14	766.8	 3555	 1538
450.0	42.01	10.15	13.01	57.82	32.30	22.41	23.20	23.77	17.52	16.40	29.14	26.00	22.90	22.71	27.29	14.15	16.29	21.92	13.05	12.58	12.91	9.763	9.919	10.65	11.16	9.287	11.36	8.604	8.353	8.940	9.245	8.582	6.867	8.095	5.943	6.611	7.006	22.55	73.07	47.21	8.222	3.658	2.798	3.369	3.649	2.235	3.155	6.231	53.01	725.0	 3406
455.0	17.66	39.01	11.43	38.50	18.74	21.29	35.59	21.40	16.19	27.18	35.38	35.37	29.21	23.22	18.14	13.61	18.42	12.48	14.72	13.17	11.29	12.03	11.05	12.63	10.89	9.368	8.912	9.693	7.336	7.496	7.607	7.118	7.252	7.873	6.436	5.569	5.332	6.791	32.68	65.69	33.50	7.695	3.194	3.143	2.215	3.271	2.435	2.485	6.920	48.58	705.6
460.0	42.88	38.22	32.47	14.54	38.88	12.38	27.17	34.66	17.80	29.03	40.56	25.94	25.68	15.68	16.13	14.34	14.82	14.02	9.365	10.58	9.475	10.76	10.21	11.12	7.252	10.27	8.094	8.858	7.752	9.801	6.174	7.201	6.668	6.071	5.758	5.761	4.668	6.207	8.712	39.24	60.80	22.43	3.501	2.563	2.352	2.089	1.813	2.933	3.193	5.691	47.45
465.0	41.08	51.99	19.35	6.427	26.19	35.86	15.80	6.140	17.42	13.74	26.29	33.87	25.85	17.75	17.37	14.65	14.67	11.53	11.83	10.63	10.82	8.614	7.969	8.308	9.302	9.667	6.529	7.388	6.147	6.412	6.772	7.002	7.490	6.238	5.689	5.440	5.960	4.236	4.363	11.84	46.14	45.07	11.72	3.643	2.480	2.281	2.763	2.502	2.974	2.232	5.928
470.0	66.40	6.577	18.64	20.51	20.82	16.67	12.29	22.17	19.21	17.78	23.12	25.93	20.08	18.62	14.24	12.68	17.01	10.14	10.64	9.081	11.30	6.123	7.179	8.344	8.797	6.361	9.028	6.037	7.339	8.765	6.692	6.312	6.755	6.264	5.811	5.562	3.705	3.923	4.114	5.863	15.42	44.04	36.06	7.231	2.383	2.593	2.070	2.345	1.956	2.928	2.829
475.0	32.03	36.14	13.85	24.01	34.09	24.03	6.007	21.38	23.53	15.43	33.46	24.50	12.81	14.83	14.28	12.48	11.12	9.729	8.936	5.780	6.773	6.327	4.705	5.889	6.261	7.636	7.959	4.786	5.400	6.158	7.449	6.158	5.396	5.891	6.643	5.741	3.334	4.124	2.298	4.028	4.749	22.99	44.32	21.78	3.271	1.670	1.721	2.501	2.391	1.966	2.456
480.0	9.850	7.180	6.007	-1.673	15.28	13.66	7.115	18.56	18.46	21.88	25.20	22.14	18.10	12.52	16.60	7.405	7.038	13.61	6.386	7.144	6.302	7.432	5.777	6.242	4.609	7.374	5.077	5.253	6.630	6.546	4.445	4.301	6.735	4.145	4.815	4.305	3.586	2.786	3.268	2.402	3.034	6.174	26.67	39.04	12.05	2.309	1.711	1.881	0.820	1.233	2.200
485.0	1.279	0.059	6.399	17.48	2.008	9.788	14.74	14.10	12.95	15.97	17.75	13.62	16.37	8.873	10.36	10.36	9.385	6.722	9.077	8.174	6.954	5.481	7.232	5.382	6.377	5.342	6.119	5.012	4.711	5.082	5.987	4.224	4.122	4.632	4.835	4.359	4.378	4.128	3.931	2.610	2.689	3.662	7.606	31.29	32.54	9.439	1.686	1.644	1.583	1.193	1.302
490.0	5.235	4.669	23.32	17.90	19.27	6.690	5.324	14.41	7.964	18.24	19.42	16.62	14.80	11.29	6.571	12.74	9.707	8.656	7.842	8.275	7.495	4.511	4.679	5.773	4.833	4.994	4.952	4.808	4.242	4.227	4.594	5.125	4.311	4.027	4.423	3.647	4.370	4.407	2.046	2.909	2.868	2.533	3.485	12.09	32.26	23.90	5.485	1.457	2.061	1.515	1.769
495.0	26.98	12.73	-0.736	12.70	8.096	13.33	12.53	14.22	4.655	9.746	21.86	15.94	10.95	9.493	13.81	10.89	7.142	8.640	7.330	4.564	5.582	5.310	4.828	4.624	4.193	4.198	4.084	5.295	5.372	4.402	3.646	4.333	6.323	4.181	3.231	3.709	2.948	3.130	2.779	1.672	2.240	1.834	2.176	3.961	17.15	29.06	13.32	2.605	1.345	1.261	1.153
500.0	16.37	21.89	21.99	27.09	20.31	7.957	7.839	10.12	10.18	3.686	18.83	16.94	13.11	4.775	9.475	11.18	6.192	5.442	6.331	5.246	7.194	5.566	4.019	4.970	3.413	5.265	5.262	3.616	4.501	4.784	4.205	4.415	5.027	4.233	4.497	2.948	2.861	3.407	2.993	2.362	1.984	1.153	1.475	2.226	3.990	20.57	24.98	12.01	1.853	1.130	1.173
505.0	6.216	25.53	10.18	6.095	20.02	10.33	3.168	5.167	8.470	7.581	8.652	13.90	15.56	10.78	9.072	11.76	12.95	5.143	7.369	6.160	4.788	4.742	4.614	4.326	5.680	5.460	3.127	4.385	3.291	4.351	4.174	3.609	4.164	3.575	3.409	2.791	2.535	2.903	2.511	2.084	2.544	1.478	1.971	2.289	2.543	5.955	23.12	23.58	7.611	0.920	1.464
510.0	13.55	2.209	35.20	1.222	9.846	6.701	1.549	8.591	10.30	14.63	11.95	16.71	6.905	9.842	8.600	8.099	5.128	6.330	5.186	5.954	3.937	4.875	4.165	4.037	5.175	4.479	3.529	4.724	2.845	3.140	3.342	3.253	4.602	4.399	3.341	2.820	3.006	2.402	2.039	1.845	2.612	2.313	2.472	1.445	1.613	2.345	9.449	21.96	16.61	3.162	1.184
515.0	17.36	19.84	29.55	14.74	8.942	21.62	11.59	5.779	2.946	7.731	3.472	10.34	12.99	7.812	4.767	7.838	6.317	4.741	5.675	5.148	3.780	3.917	3.238	3.678	4.699	3.834	3.437	2.870	3.487	2.738	3.707	4.420	2.761	3.660	2.726	2.581	2.219	2.008	2.721	1.761	2.272	2.062	0.986	0.759	1.309	2.322	2.663	12.04	23.70	11.91	2.059
520.0	18.72	7.092	18.45	14.48	5.571	7.398	4.947	6.205	5.343	3.144	6.262	3.510	10.45	8.561	7.870	7.421	8.638	6.879	3.443	2.959	3.342	4.236	2.488	3.003	2.908	3.771	2.990	3.472	2.626	3.086	3.093	3.803	1.752	2.597	2.177	2.426	2.390	2.207	2.498	3.042	2.350	1.772	0.682	1.053	1.193	1.304	1.817	3.686	15.78	19.26	6.787
525.0	24.71	34.51	2.891	5.983	8.666	1.734	8.698	3.762	4.248	3.854	4.160	5.942	8.215	7.721	8.453	5.969	5.980	6.246	3.625	4.429	4.530	4.186	2.934	4.415	2.445	2.106	3.684	2.795	2.302	2.681	2.389	2.737	2.338	3.247	2.694	2.061	2.058	1.977	1.719	2.076	1.557	1.436	1.415	1.669	0.779	1.069	1.594	1.098	5.266	15.96	14.67
530.0	35.04	10.62	12.03	25.36	6.484	5.065	9.632	2.800	9.352	3.503	6.347	8.857	6.732	11.03	7.906	4.000	7.275	4.586	5.425	4.048	4.704	4.084	3.924	2.496	2.775	3.015	1.912	2.597	3.328	2.951	2.740	1.826	2.406	2.518	3.200	2.243	2.257	2.214	1.918	0.882	1.026	1.159	0.932	0.856	0.957	1.181	1.468	1.451	1.644	7.613	18.38
