Sample:	'SLABO1-5-5-320
File name:	3N11.FD3
Run Date:	15:46:42, 08/24/2022
Operator:	Administrator
Comment:	'

Instrument
Model:	F-7000 FL Spectrophotometer
Serial Number:	2354-007
ROM Version:	5J14000 06

Instrument Parameters
Measurement type:	3-D Scan
Data mode:	Fluorescence
EX  Start WL:	200.0 nm
EX  End WL:	450.0 nm
EX Sampling Interval:	5.0 nm
EM  Start WL:	280.0 nm
EM  End WL:	550.0 nm
EM Sampling Interval:	5.0 nm
Scan speed:	12000 nm/min
EX Slit:	5.0 nm
EM Slit:	5.0 nm
PMT Voltage:	700 V
Response:	Auto 
Corrected spectra:	Off
Shutter control:	On
Contour interval:	25.000

Peak integration
Integration method:	Rectangular
Sensitivity:	1
Threshold:	1.000

Peaks
No.	ApexEX/EM(nm)	Height(Data)
83	290.0/320.0	719.4
84	295.0/325.0	581.4
85	300.0/335.0	532.0
86	305.0/340.0	509.9
87	305.0/410.0	316.1
88	305.0/440.0	256.3
89	310.0/345.0	474.0
90	310.0/405.0	315.3
91	315.0/350.0	429.2
92	315.0/385.0	261.6
93	315.0/435.0	286.6
94	315.0/490.0	144.5
95	320.0/360.0	412.1
96	320.0/415.0	310.6
97	320.0/535.0	69.88
98	325.0/365.0	426.5
99	325.0/420.0	312.7
100	330.0/370.0	421.9
101	330.0/425.0	293.5
102	335.0/375.0	390.5
103	335.0/430.0	291.1
104	335.0/445.0	259.6
105	335.0/460.0	228.3
106	335.0/500.0	121.0
107	340.0/385.0	366.4
108	345.0/390.0	369.3
109	345.0/420.0	276.7
110	350.0/395.0	357.1
111	355.0/405.0	331.1
112	360.0/410.0	336.0
113	365.0/415.0	328.5
114	370.0/420.0	310.5
115	375.0/430.0	281.0
116	380.0/435.0	258.4
117	385.0/440.0	218.9
118	390.0/295.0	3.762
119	395.0/320.0	4.231
120	395.0/455.0	173.3
121	400.0/300.0	3.316
122	400.0/460.0	146.1
123	405.0/335.0	3.572
124	410.0/305.0	3.988
125	410.0/475.0	123.9
126	415.0/330.0	3.537
127	415.0/480.0	106.4
128	420.0/325.0	3.548
129	420.0/490.0	91.73
130	425.0/295.0	3.365
131	425.0/495.0	84.57
132	430.0/335.0	3.919
133	435.0/320.0	3.873
134	435.0/510.0	65.70
135	440.0/335.0	3.195
136	440.0/515.0	58.81
137	445.0/300.0	3.610
138	445.0/345.0	3.891
139	445.0/520.0	53.45

Data Points
	200.0	205.0	210.0	215.0	220.0	225.0	230.0	235.0	240.0	245.0	250.0	255.0	260.0	265.0	270.0	275.0	280.0	285.0	290.0	295.0	300.0	305.0	310.0	315.0	320.0	325.0	330.0	335.0	340.0	345.0	350.0	355.0	360.0	365.0	370.0	375.0	380.0	385.0	390.0	395.0	400.0	405.0	410.0	415.0	420.0	425.0	430.0	435.0	440.0	445.0	450.0
280.0	80.48	48.25	35.45	53.66	46.43	45.10	34.87	8.571	22.81	41.10	64.47	117.6	57.79	22.35	16.57	693.4	 4235	 1917	47.52	10.88	8.315	4.113	5.292	3.469	2.969	2.231	2.977	2.853	2.367	1.736	2.088	1.716	2.500	2.299	1.565	1.070	2.610	1.982	1.970	1.194	1.162	0.970	0.827	1.035	0.763	0.995	1.066	1.044	1.146	1.440	0.721
285.0	288.3	151.9	188.8	200.4	226.5	160.6	87.46	36.39	56.65	99.77	153.1	193.5	217.7	111.6	43.89	79.71	 1651	9999.9	 6461	378.2	13.54	13.01	8.671	4.788	4.275	4.576	3.849	3.555	1.479	2.348	3.050	2.259	2.577	1.902	2.279	1.115	1.805	2.108	1.642	1.865	1.953	2.056	1.636	1.101	1.111	1.244	0.868	1.002	1.497	2.304	1.172
290.0	634.1	345.7	287.1	326.5	417.8	345.0	196.6	96.70	82.36	155.2	210.2	243.7	216.3	357.9	155.6	85.95	162.6	 3766	9999.9	 9877	478.9	15.10	11.86	7.297	8.923	4.990	3.776	4.398	2.880	2.626	3.777	3.347	2.161	2.632	2.697	2.831	1.750	1.671	1.986	2.026	2.495	2.802	1.794	2.613	1.297	1.666	1.631	1.323	2.276	2.332	2.225
295.0	800.2	353.6	407.8	496.9	434.6	598.9	286.5	158.4	120.7	158.2	257.7	277.4	210.7	326.3	455.7	207.7	120.6	330.0	 5430	9999.9	9999.9	609.5	14.71	11.49	10.50	6.551	5.791	4.655	4.001	2.911	4.422	2.619	2.703	3.226	1.816	3.248	2.819	2.725	3.762	2.821	2.894	2.197	3.079	2.178	1.561	3.365	2.173	1.822	2.279	2.021	2.456
300.0	832.5	569.5	459.5	562.4	664.0	536.9	338.6	267.4	152.7	188.1	222.3	223.5	212.2	220.2	507.6	574.6	223.1	158.0	424.6	 6497	9999.9	9999.9	620.2	20.76	12.85	11.68	10.52	7.061	3.851	5.156	5.545	4.549	3.904	2.291	3.079	2.233	2.304	2.890	3.228	3.309	3.316	2.291	2.614	2.452	2.598	2.034	2.552	3.079	2.541	3.610	3.029
305.0	915.4	502.9	479.1	469.8	691.4	599.8	425.7	285.3	211.8	198.1	222.5	222.4	230.7	229.9	292.0	684.1	583.9	206.4	132.9	469.4	 6763	9999.9	9999.9	651.7	21.10	15.00	13.00	8.298	8.375	6.175	5.639	3.158	3.225	2.909	3.265	2.156	2.268	2.525	3.433	3.004	2.920	2.558	3.988	2.888	2.656	2.460	2.072	2.673	1.882	3.369	2.501
310.0	718.3	669.4	480.4	577.5	574.5	510.4	426.5	284.0	219.8	219.9	230.9	227.2	213.8	256.8	287.3	424.9	848.0	460.2	163.8	107.7	482.0	 7351	9999.9	9999.9	650.8	19.22	17.27	10.67	9.896	7.460	5.993	6.690	3.044	4.081	2.548	3.843	3.672	2.585	2.555	3.296	3.152	3.267	2.058	2.492	2.293	2.006	2.721	2.723	1.871	2.939	2.429
315.0	576.8	498.2	525.1	519.4	522.8	546.4	435.4	345.5	267.8	249.2	240.0	220.5	241.1	285.2	299.0	349.8	502.0	849.5	335.2	113.1	91.44	513.0	 8587	9999.9	9999.9	565.8	26.84	17.36	13.91	11.53	7.720	5.930	5.319	5.612	4.238	3.221	3.430	2.483	2.771	2.191	3.199	3.270	2.577	2.489	2.867	1.587	2.785	3.015	2.626	2.052	2.263
320.0	457.8	583.7	515.4	459.0	408.1	483.9	482.6	328.6	278.2	253.1	262.2	246.8	275.4	289.8	343.3	353.2	365.5	555.7	719.4	237.9	97.16	93.10	593.9	 8196	9999.9	9999.9	563.9	29.78	19.90	11.09	11.98	6.994	5.755	5.271	5.065	4.031	3.639	2.853	3.495	4.231	2.917	3.555	2.839	2.516	2.536	2.827	3.495	3.873	2.518	3.092	3.108
325.0	445.6	406.0	443.9	341.6	461.8	473.0	472.4	367.5	263.0	243.3	279.0	266.7	259.1	283.1	351.1	382.4	369.2	372.6	551.2	581.4	153.9	80.20	91.02	575.9	 7941	9999.9	9999.9	575.1	25.92	20.10	15.19	8.874	7.549	6.423	6.397	4.088	4.267	3.790	2.685	4.221	3.000	3.198	2.629	2.093	3.548	2.953	2.598	3.164	2.646	2.040	2.428
330.0	423.9	385.3	560.4	437.6	471.5	616.9	520.5	443.1	281.2	259.5	263.6	293.1	281.0	291.4	318.8	418.9	404.4	367.7	311.4	545.2	428.9	115.3	73.47	94.42	549.7	 7351	9999.9	9999.9	562.5	28.60	20.53	13.19	12.25	8.832	5.844	7.373	3.401	3.583	3.555	2.633	2.844	2.041	2.778	3.537	2.605	2.148	2.619	3.146	3.136	2.757	2.767
335.0	327.7	387.2	419.5	391.5	453.2	498.9	461.0	388.8	301.8	302.1	302.1	271.3	267.8	288.0	340.6	408.4	415.7	382.5	298.5	278.4	532.0	348.9	87.60	66.34	88.41	511.7	 7708	9999.9	9999.9	565.2	29.99	18.27	15.65	10.24	8.573	6.580	5.664	3.604	3.835	4.520	2.259	3.572	2.656	2.831	2.521	2.302	3.919	2.061	3.195	2.467	3.135
340.0	281.8	336.4	384.4	387.5	412.6	502.1	458.1	399.6	326.3	296.8	265.2	294.8	284.4	298.1	351.9	387.8	422.0	390.2	319.2	236.6	239.5	509.9	240.9	77.75	61.73	81.21	522.3	 6916	9999.9	9999.9	621.4	29.20	20.62	13.72	10.97	10.05	6.511	6.764	4.868	5.023	2.826	3.197	3.853	3.253	2.347	2.802	2.739	2.793	2.176	2.939	2.874
345.0	281.8	317.9	301.2	305.1	388.0	469.0	458.4	419.7	324.8	281.5	254.8	263.7	249.1	304.9	321.2	391.4	407.2	375.8	311.9	235.4	174.0	256.5	474.0	175.0	75.47	63.84	81.02	486.9	 6797	9999.9	9999.9	652.6	33.89	23.15	18.06	11.87	9.275	7.477	4.458	2.711	3.587	1.960	3.254	2.106	3.100	2.654	2.462	3.296	3.412	3.891	3.412
350.0	286.0	263.1	313.3	356.0	418.9	386.0	499.1	355.3	345.7	279.7	295.7	249.9	271.0	292.9	308.5	392.4	420.6	370.4	320.2	259.7	191.6	167.7	315.4	429.2	143.1	84.82	69.84	82.21	475.9	 6413	9999.9	9999.9	674.6	32.25	23.63	16.67	9.790	8.426	5.258	5.037	4.168	3.532	3.243	2.503	3.333	2.135	2.890	2.954	3.566	3.668	2.919
355.0	303.8	253.1	272.7	276.2	358.8	429.7	362.9	368.2	301.5	290.6	282.9	275.6	312.5	304.1	335.7	401.3	388.4	379.6	336.0	253.4	202.4	185.0	182.6	356.8	371.0	127.4	87.68	71.99	84.89	454.9	 5965	9999.9	9999.9	687.9	33.16	21.53	13.44	11.34	8.969	6.872	4.425	4.166	4.722	2.612	2.963	2.837	3.194	3.557	2.385	3.092	2.267
360.0	207.2	225.2	271.5	324.1	363.2	422.3	392.3	348.9	342.0	322.2	300.8	302.8	311.7	296.3	344.3	392.1	432.6	382.5	345.3	253.5	216.2	192.3	170.1	199.5	412.1	315.5	119.6	87.97	73.53	86.19	426.3	 6313	9999.9	9999.9	639.5	34.26	21.00	14.77	10.23	7.674	4.906	4.807	4.630	3.452	3.197	2.276	3.311	2.583	2.720	2.135	2.265
365.0	143.3	211.8	281.5	249.2	307.7	404.1	380.5	316.3	353.3	282.1	301.8	287.2	308.7	354.2	355.9	377.8	382.2	370.5	318.5	286.2	234.7	216.5	192.9	187.8	245.2	426.5	260.7	115.8	86.96	77.69	77.03	440.0	 5804	9999.9	9999.9	668.6	31.44	18.00	15.77	10.28	8.218	4.193	3.550	3.413	3.318	2.762	2.290	2.521	2.079	2.866	2.546
370.0	203.6	151.2	301.0	194.4	399.8	301.0	358.0	353.3	296.5	314.8	335.9	298.5	323.2	326.3	333.2	399.1	373.6	354.2	339.8	282.5	250.6	224.8	221.3	205.2	190.1	287.6	421.9	215.8	110.7	82.01	67.21	77.58	407.7	 5856	9999.9	9999.9	642.4	26.96	18.41	12.79	10.50	7.511	5.133	4.438	3.529	3.979	3.088	2.835	2.248	2.904	2.937
375.0	198.4	186.7	222.5	292.9	318.3	390.3	364.8	324.8	295.3	317.6	313.9	323.9	290.8	326.5	348.6	370.0	366.7	362.3	332.3	301.2	259.5	228.6	242.1	223.4	212.6	219.4	320.5	390.5	169.9	102.2	80.80	72.15	73.10	416.3	 5668	9999.9	9999.9	663.2	23.14	18.16	13.20	8.566	7.194	4.783	3.894	4.137	3.190	2.402	2.972	2.261	2.848
380.0	167.5	166.4	213.8	272.3	268.9	362.4	353.3	325.2	344.5	340.7	335.5	324.5	318.9	344.5	341.5	377.8	369.2	360.3	335.0	292.7	275.2	247.7	255.8	240.5	225.8	214.6	217.5	348.0	333.6	144.1	107.3	76.14	61.17	72.88	400.3	 5636	9999.9	9999.9	599.0	25.08	19.51	11.70	8.433	5.844	5.518	3.984	3.613	2.520	2.512	2.799	2.162
385.0	168.8	204.2	293.4	321.2	350.1	337.3	348.6	333.4	346.6	341.2	299.0	308.5	314.3	348.7	338.6	369.4	356.0	359.2	322.4	293.7	265.5	254.6	261.5	261.6	236.2	225.5	225.7	226.5	366.4	281.0	129.5	107.6	76.91	60.94	73.70	397.0	 4806	9999.9	9999.9	611.8	22.73	16.24	11.47	8.478	6.656	4.131	3.768	2.873	3.026	2.711	2.489
390.0	232.7	222.4	257.4	242.9	311.6	342.1	351.7	364.3	359.5	335.8	343.7	313.5	325.5	296.9	349.4	369.6	373.5	330.5	326.3	307.9	268.4	268.9	253.7	248.5	258.8	250.0	231.3	215.2	245.6	369.3	232.4	119.9	101.8	85.23	66.07	74.96	341.8	 4394	9999.9	9999.9	564.7	21.82	15.86	11.14	7.624	6.375	4.071	4.311	2.900	2.964	2.843
395.0	234.3	229.8	221.1	356.1	288.8	364.9	362.0	367.4	321.3	360.5	372.4	369.2	347.7	314.7	341.1	359.5	353.2	373.7	323.4	314.1	292.4	275.3	291.0	278.0	272.9	270.0	245.6	237.1	218.9	280.8	357.1	185.5	117.4	92.12	87.61	66.42	66.60	312.9	 4250	9999.9	9999.9	565.7	18.73	13.63	10.55	8.567	7.276	6.165	3.598	3.378	2.640
400.0	163.3	204.2	208.9	315.7	316.3	330.8	418.7	348.8	363.4	317.8	346.9	338.5	357.4	356.2	346.3	380.0	385.3	373.2	332.4	298.1	305.0	271.3	288.3	288.8	292.9	289.8	263.9	254.4	243.7	218.8	316.4	317.3	172.8	116.0	103.7	84.23	64.78	62.16	304.6	 4066	9999.9	9999.9	501.8	18.83	14.55	12.11	8.185	5.240	4.822	3.642	3.210
405.0	179.7	234.1	259.2	247.0	295.1	353.8	344.0	335.0	367.6	335.4	353.7	369.7	372.4	338.7	364.1	375.9	361.0	346.9	327.3	320.5	304.0	295.5	315.3	291.8	300.9	295.2	288.4	260.0	256.2	225.7	239.7	331.1	293.7	163.8	119.3	97.58	70.50	58.44	63.47	289.0	 3685	9999.9	9999.9	437.8	19.65	14.57	9.820	7.392	5.645	3.696	4.196
410.0	153.7	232.7	341.6	273.0	280.5	367.2	370.4	396.5	359.9	390.5	373.4	360.2	339.4	359.1	350.5	393.2	397.0	341.2	320.8	308.9	279.6	316.1	311.8	303.5	308.8	302.9	300.9	272.8	264.0	243.5	248.4	246.0	336.0	260.3	153.6	108.7	91.14	65.55	54.18	54.87	261.9	 3663	9999.9	9999.9	420.0	18.20	12.84	8.789	7.005	4.117	4.397
415.0	123.8	162.2	254.7	299.4	306.5	278.0	416.9	318.6	380.4	372.8	354.4	381.6	352.8	350.7	358.8	363.5	363.5	326.3	316.5	292.5	288.4	310.1	298.0	309.6	310.6	301.5	292.1	285.4	278.9	244.6	238.2	233.9	263.7	328.5	214.9	135.1	101.0	77.65	62.02	45.45	53.04	261.6	 3437	9999.9	9999.9	422.8	16.47	11.67	8.390	5.411	4.794
420.0	157.8	205.0	280.3	246.5	262.9	341.3	335.8	366.5	383.3	382.5	384.8	365.7	359.6	382.6	377.7	361.5	374.4	354.6	331.8	319.7	286.0	289.6	279.9	289.8	303.4	312.7	288.4	286.1	262.9	276.7	254.9	255.2	220.0	283.6	310.5	171.0	115.7	86.39	66.89	55.37	44.55	47.34	242.8	 3289	9999.9	9999.9	366.3	17.67	9.299	8.111	5.834
425.0	160.0	276.2	294.3	227.4	311.1	332.8	359.8	335.6	350.0	331.9	361.2	368.3	340.3	355.8	371.3	378.9	372.0	346.0	320.0	287.9	262.5	274.5	285.2	290.4	289.6	290.1	293.5	273.0	266.9	269.6	258.4	235.3	226.1	235.6	301.4	254.4	138.7	95.78	77.10	61.75	45.77	36.77	45.15	232.5	 3143	9999.9	9999.9	321.9	14.61	10.62	7.130
430.0	113.0	192.7	194.7	308.4	217.2	335.5	347.2	319.2	302.7	373.7	381.5	347.4	353.7	383.7	367.6	389.2	368.7	341.6	312.9	288.9	272.2	265.8	282.7	278.9	285.6	285.4	283.5	291.1	274.2	279.3	261.0	240.9	240.6	216.6	224.4	281.0	204.4	111.7	83.84	67.86	52.29	44.07	34.63	42.76	220.8	 3030	9999.9	9999.9	281.0	14.67	9.935
435.0	167.6	165.5	174.2	270.3	227.0	292.0	319.6	329.7	341.0	334.3	359.0	369.2	344.8	380.0	377.4	379.4	373.2	334.1	299.6	284.3	268.7	248.7	262.6	286.6	285.3	273.2	262.7	279.9	279.8	277.9	260.4	250.1	238.1	219.1	206.3	218.4	258.4	160.5	97.05	77.62	62.32	49.57	41.91	31.14	39.55	211.9	 2950	9999.9	 9625	263.4	13.46
440.0	188.1	176.0	201.3	251.4	374.6	277.4	352.3	343.4	342.8	369.2	375.9	373.2	387.8	371.1	394.0	386.9	379.0	339.1	295.7	285.9	248.9	256.3	242.3	258.6	265.7	271.3	265.5	253.1	266.6	250.9	258.5	237.8	244.0	231.2	197.9	190.1	208.7	218.9	129.1	84.27	72.13	56.35	47.85	39.77	30.66	36.80	208.0	 3001	9999.9	 9431	235.6
445.0	127.8	193.6	195.1	194.4	252.9	255.8	286.8	351.1	331.2	358.6	352.9	358.9	351.1	385.3	414.1	365.9	358.8	333.8	301.7	270.2	249.0	247.6	237.6	237.6	250.9	258.9	246.9	259.6	246.9	254.1	246.2	237.7	230.9	218.5	209.2	183.4	176.7	204.1	189.7	104.6	72.32	60.62	54.66	47.31	36.43	32.37	37.55	211.8	 3052	9999.9	 7995
450.0	99.67	135.2	162.1	199.9	244.3	252.9	259.2	299.2	328.9	338.5	302.2	353.4	364.0	357.5	375.9	352.0	358.1	298.4	276.8	241.3	234.1	232.4	231.4	227.9	237.5	236.5	236.1	256.5	239.2	234.8	240.0	230.1	232.3	225.9	202.2	183.7	150.4	151.5	188.3	153.3	91.58	69.24	56.88	47.03	41.31	33.93	28.35	37.58	213.1	 2905	9999.9
455.0	82.94	129.3	192.2	265.0	265.8	271.8	247.6	267.1	292.2	303.6	319.3	325.2	366.2	347.0	357.3	323.2	337.3	305.6	282.5	255.6	228.0	216.3	209.5	207.6	233.6	230.9	215.5	214.2	228.1	220.2	216.7	225.0	214.5	216.3	199.5	173.8	147.8	136.8	144.6	173.3	117.6	80.55	69.15	55.01	46.76	38.59	33.30	29.28	35.55	201.8	 2855
460.0	75.41	147.1	193.3	203.2	229.1	234.2	290.4	268.3	300.6	292.1	318.6	310.2	348.7	336.3	330.1	333.4	317.4	292.7	265.1	238.4	215.9	204.7	195.6	204.4	203.7	198.8	203.4	228.3	200.1	206.8	209.7	208.5	204.1	208.2	188.6	175.5	155.7	137.6	124.1	144.1	146.1	99.16	66.48	62.48	55.58	44.65	37.04	29.42	23.69	32.62	196.8
465.0	108.9	113.7	163.9	181.5	218.9	279.6	310.3	266.8	247.2	278.0	260.9	296.6	301.6	306.2	321.4	328.1	332.3	268.8	242.7	209.1	208.9	186.7	179.2	194.9	200.2	189.6	186.3	203.2	198.6	190.8	192.6	192.3	178.8	192.8	170.6	161.7	158.2	130.8	120.0	103.1	137.3	127.5	83.80	63.85	58.00	50.18	40.70	34.31	29.21	24.43	32.29
470.0	112.6	89.65	169.3	157.1	193.4	212.8	212.1	285.5	295.8	259.0	273.2	297.8	287.8	304.0	288.9	311.5	286.6	271.6	231.5	201.0	192.9	188.1	176.6	177.6	175.7	178.4	176.8	184.8	185.0	181.0	187.1	174.8	179.0	171.8	162.6	151.8	146.4	123.3	106.7	102.2	103.0	123.4	108.1	74.96	59.30	50.77	46.11	34.79	31.73	27.73	25.13
475.0	128.4	141.9	102.7	175.1	138.2	166.1	184.9	187.3	239.0	220.6	275.8	282.4	263.9	282.7	301.7	296.8	262.1	231.2	218.7	185.2	182.0	184.2	164.2	168.1	154.4	162.2	161.0	171.7	157.8	169.1	161.9	168.8	159.7	173.7	159.7	141.1	133.5	121.7	108.5	93.49	87.33	91.97	123.9	89.00	64.57	51.41	48.97	38.33	33.37	27.36	22.76
480.0	96.49	112.3	169.1	144.7	130.2	151.0	196.3	194.7	226.6	220.4	245.7	262.6	271.8	234.2	278.7	251.5	257.2	242.9	207.7	178.2	176.8	148.0	162.6	149.4	157.1	149.4	154.0	149.7	151.5	157.1	151.5	148.7	154.5	150.0	147.1	129.6	122.7	118.5	102.6	103.1	87.89	87.54	101.1	106.4	74.18	56.73	49.18	40.70	35.78	34.80	25.11
485.0	105.4	99.19	122.4	157.0	186.8	162.7	188.1	172.4	192.3	234.4	198.2	242.6	251.0	235.9	236.8	248.9	225.6	229.3	185.2	181.7	157.9	144.4	143.7	138.6	139.5	145.7	135.9	135.2	137.1	132.4	147.9	147.0	135.7	139.9	145.5	121.5	117.4	109.2	103.4	91.44	84.48	78.47	80.15	94.89	90.57	60.82	51.70	42.53	36.33	33.22	25.93
490.0	46.36	90.90	126.5	117.5	211.0	188.4	192.5	197.9	183.0	205.6	215.6	230.5	234.1	236.0	225.1	253.3	220.2	209.0	168.2	162.0	147.3	145.2	138.1	144.5	139.7	132.5	127.3	126.2	132.0	126.4	129.3	134.6	127.0	129.2	121.7	120.4	113.1	96.12	94.63	91.82	84.84	76.19	74.80	78.36	91.73	75.26	54.81	42.24	36.94	33.27	27.87
495.0	75.19	67.90	122.9	104.2	81.52	154.5	162.2	177.7	133.7	194.5	207.0	200.3	202.8	230.3	236.0	215.8	212.5	202.8	169.7	168.2	151.1	131.5	126.3	133.1	122.9	124.9	118.2	115.3	119.2	124.5	122.4	123.7	116.7	120.3	127.1	121.7	106.4	99.17	88.34	87.46	78.97	73.13	69.31	71.47	74.92	84.57	63.63	47.70	36.72	37.06	29.23
500.0	48.46	84.90	95.13	108.9	87.69	160.0	129.7	158.9	150.1	158.2	205.8	193.1	224.6	211.5	220.6	226.8	203.8	191.5	159.6	136.6	130.8	125.4	113.8	115.5	105.9	116.0	119.0	121.0	114.7	111.9	109.2	114.0	112.7	120.0	109.6	106.3	106.2	89.79	88.17	78.44	78.05	68.21	66.03	62.14	61.01	77.73	71.55	55.11	39.67	34.01	28.58
505.0	40.18	72.20	86.38	130.0	141.9	112.0	136.9	138.1	140.3	178.8	171.1	187.0	198.2	195.4	207.3	184.7	178.6	179.6	142.7	134.4	111.9	117.3	110.8	104.1	108.2	98.66	105.8	105.1	102.4	105.5	101.6	100.4	102.1	105.2	102.0	96.62	96.64	87.87	82.06	76.00	73.38	65.31	65.49	59.88	55.76	59.62	67.73	65.28	46.08	35.82	30.09
510.0	81.08	88.49	80.49	96.96	75.80	72.35	125.5	132.4	128.6	156.5	136.5	181.3	182.9	164.7	189.2	192.7	166.4	151.6	142.4	119.8	114.7	112.0	93.14	98.81	90.64	96.53	99.65	96.09	95.27	88.81	96.37	92.68	94.42	95.95	99.15	94.56	90.08	86.82	78.97	72.63	68.40	67.55	61.60	54.08	53.16	50.26	53.88	65.70	55.00	37.23	30.18
515.0	54.34	61.94	75.78	91.58	59.18	85.36	127.2	113.5	109.8	121.3	127.6	152.7	149.1	163.6	187.0	179.3	174.3	148.7	126.6	112.9	102.0	100.8	95.86	87.76	90.86	83.71	85.81	88.52	83.44	96.14	86.86	83.52	87.59	90.48	94.32	86.32	81.31	75.73	74.33	64.47	59.47	59.22	51.80	55.33	49.35	49.29	44.53	50.65	58.81	43.98	31.95
520.0	49.74	60.16	74.76	70.16	80.36	107.1	94.63	82.06	114.9	138.8	154.3	115.0	151.2	144.4	153.5	170.3	150.1	140.5	112.3	102.4	87.34	94.76	82.62	82.92	76.37	81.35	78.62	76.95	72.28	79.72	80.12	77.93	83.16	80.76	81.12	76.02	72.34	69.12	66.50	60.96	56.65	55.08	53.40	50.38	48.67	43.38	42.18	43.36	48.97	53.45	36.04
525.0	100.5	42.13	87.09	101.2	124.5	129.5	99.17	79.09	89.55	120.6	103.9	111.8	124.0	162.3	139.3	147.8	139.3	118.7	109.0	89.22	83.68	79.06	76.73	78.02	68.92	74.30	66.66	71.05	69.15	75.02	72.01	71.59	73.32	69.14	71.44	73.22	67.47	64.78	60.90	52.96	54.18	55.87	45.96	46.81	47.09	41.06	39.75	34.45	40.40	52.20	45.35
530.0	51.28	41.11	47.76	99.94	80.81	75.12	102.7	103.6	110.1	101.3	90.80	111.7	138.4	143.9	143.5	121.9	117.2	108.9	101.8	82.12	81.26	74.46	77.00	67.73	58.10	66.47	67.42	55.04	62.92	65.16	65.53	64.33	60.77	64.82	66.92	64.74	61.61	55.67	54.62	50.65	47.44	48.26	44.86	42.38	40.31	37.13	37.60	34.87	34.41	36.20	45.34
535.0	31.14	58.37	38.95	65.55	60.63	86.70	87.78	112.5	72.29	79.28	90.20	86.22	105.8	98.86	128.0	108.4	99.38	101.9	92.85	75.76	71.21	65.11	68.31	57.91	69.88	62.03	53.74	57.86	58.26	58.58	57.73	54.59	58.54	63.95	58.36	57.57	56.51	48.90	46.67	44.40	43.91	44.34	43.15	37.31	38.56	35.26	33.11	31.26	30.27	30.35	34.87
