Sample:	'SLABO1-5-5-320
File name:	3H3.FD3
Run Date:	16:55:46, 08/24/2022
Operator:	Administrator
Comment:	'

Instrument
Model:	F-7000 FL Spectrophotometer
Serial Number:	2354-007
ROM Version:	5J14000 06

Instrument Parameters
Measurement type:	3-D Scan
Data mode:	Fluorescence
EX  Start WL:	200.0 nm
EX  End WL:	450.0 nm
EX Sampling Interval:	5.0 nm
EM  Start WL:	280.0 nm
EM  End WL:	550.0 nm
EM Sampling Interval:	5.0 nm
Scan speed:	12000 nm/min
EX Slit:	5.0 nm
EM Slit:	5.0 nm
PMT Voltage:	700 V
Response:	Auto 
Corrected spectra:	Off
Shutter control:	On
Contour interval:	25.000

Peak integration
Integration method:	Rectangular
Sensitivity:	1
Threshold:	1.000

Peaks
No.	ApexEX/EM(nm)	Height(Data)
315.0	639.0	625.5	695.9	538.6	650.7	617.6	587.4	366.6	300.8	239.5	250.8	265.9	252.4	300.8	376.1	437.2	542.3	895.5	358.1	188.3	165.8	767.3	9999.9	9999.9	9999.9	 1780	97.17	80.44	52.91	42.57	25.11	22.50	19.67	17.73	17.26	10.91	11.85	12.09	10.50	8.577	8.186	7.092	6.157	7.141	6.427	4.864	5.270	5.765	5.104	5.615	4.667
320.0	575.2	508.0	573.5	692.1	618.7	682.0	624.4	423.7	323.4	269.9	273.3	263.5	299.6	346.6	398.4	460.2	469.8	648.1	797.5	269.8	154.2	167.3	792.2	9999.9	9999.9	9999.9	 1738	110.7	70.80	61.32	40.12	31.59	22.21	21.03	18.98	13.03	11.96	10.15	9.986	9.755	7.591	7.437	8.141	6.832	7.398	6.002	5.484	4.497	5.755	6.197	4.724
325.0	591.9	604.6	549.3	510.7	622.1	780.6	678.2	510.8	340.1	312.4	292.8	324.3	336.7	371.6	417.4	475.2	488.2	463.8	650.5	664.9	221.3	139.8	165.3	800.5	9999.9	9999.9	9999.9	 1931	108.2	79.09	66.06	43.84	32.91	23.84	21.77	17.56	15.73	13.77	11.58	11.37	9.210	7.620	7.618	7.210	6.350	6.176	8.030	6.276	5.590	5.267	5.888
330.0	556.5	481.5	558.4	681.5	652.0	747.9	756.4	614.5	404.1	297.3	332.6	324.9	348.7	396.2	450.9	533.9	540.2	463.6	442.9	641.4	528.1	181.7	138.1	165.4	779.6	9999.9	9999.9	9999.9	 1840	109.7	88.71	64.11	47.69	34.07	28.50	21.16	17.79	14.19	12.05	11.41	9.824	8.790	8.348	6.086	8.431	8.215	5.391	6.614	6.132	5.213	5.407
335.0	428.4	568.3	659.9	527.2	671.8	837.8	697.7	676.0	451.5	362.8	307.4	307.8	359.2	389.3	475.9	498.9	493.9	484.5	417.5	358.8	616.0	420.4	154.6	118.3	164.6	776.5	9999.9	9999.9	9999.9	 1911	117.1	88.86	68.46	52.30	38.38	25.31	21.25	16.93	12.90	9.558	12.63	9.369	9.230	7.746	8.038	7.943	6.452	6.048	5.674	5.968	6.589
340.0	411.3	646.7	514.6	556.6	673.4	741.3	826.0	678.4	545.4	389.8	330.4	339.0	400.8	426.3	474.1	497.2	525.2	477.2	420.8	333.3	347.1	598.2	329.5	143.9	131.1	163.9	782.3	9999.9	9999.9	9999.9	 2125	132.4	93.09	69.47	50.07	38.12	26.20	21.22	17.62	13.06	12.78	9.825	8.402	6.487	8.005	6.354	7.236	6.452	6.139	7.017	5.504
345.0	433.2	486.1	574.4	465.9	617.0	679.5	760.2	713.1	506.8	441.1	349.0	352.3	408.1	424.1	485.1	509.7	564.8	508.0	453.8	343.1	275.3	365.7	549.8	260.2	162.8	135.2	176.5	774.7	9999.9	9999.9	9999.9	 2303	134.4	99.24	68.61	50.97	32.63	23.25	16.71	12.67	13.06	9.762	11.23	9.032	6.847	6.367	6.896	6.997	5.889	7.339	6.955
350.0	397.7	457.0	513.3	511.8	539.7	710.3	783.1	722.0	545.4	473.6	404.1	408.8	434.7	420.9	459.2	509.4	542.5	488.4	457.6	396.0	297.7	271.5	412.6	511.5	225.6	161.0	145.1	173.6	767.4	9999.9	9999.9	9999.9	 2379	133.6	96.75	67.69	47.59	32.72	25.44	17.46	16.36	10.25	10.08	7.878	8.138	6.713	6.700	6.678	7.321	7.947	5.925
355.0	427.6	418.5	513.8	449.7	558.7	642.0	683.2	641.1	591.8	459.0	396.1	435.0	419.8	434.1	468.9	523.1	545.6	523.5	453.2	415.2	354.4	295.1	287.1	476.9	497.4	222.0	161.7	154.1	178.7	764.2	9999.9	9999.9	9999.9	 2471	141.3	99.60	62.99	48.37	32.58	22.32	20.70	13.26	11.85	10.35	8.987	7.510	7.893	7.185	6.986	6.449	5.930
360.0	303.6	446.0	501.9	511.5	546.3	592.6	720.1	661.9	573.2	513.1	400.7	420.6	454.2	501.5	481.4	529.5	533.2	516.8	467.6	410.0	380.0	335.0	292.5	324.5	527.8	415.4	219.6	181.9	149.8	169.3	766.6	9999.9	9999.9	9999.9	 2312	141.9	86.64	61.09	40.67	29.01	20.89	16.45	12.39	11.37	10.20	7.790	7.766	7.514	8.078	7.525	5.852
365.0	329.0	557.6	442.8	490.4	637.9	573.0	707.0	645.8	551.2	496.5	449.3	404.5	451.5	451.6	501.6	523.9	519.5	526.0	453.8	456.0	379.4	375.5	361.1	318.2	373.9	558.5	387.3	228.5	181.5	157.0	172.0	763.8	9999.9	9999.9	9999.9	 2539	125.7	89.58	57.68	41.57	30.03	23.15	16.67	15.32	10.42	10.73	8.033	7.813	8.052	6.222	6.968
370.0	467.3	454.1	449.4	585.2	551.6	536.1	664.3	590.4	517.5	477.0	484.1	490.7	465.7	468.7	508.0	524.7	504.6	520.9	511.3	454.5	419.8	386.2	362.7	363.0	353.8	422.0	553.4	345.0	211.7	184.0	145.8	164.0	762.6	9999.9	9999.9	9999.9	 2422	121.5	83.76	56.32	42.99	29.03	19.42	17.90	13.38	10.32	7.527	7.916	8.070	8.025	7.884
375.0	383.1	385.9	391.8	479.6	519.9	531.5	638.0	633.3	579.6	515.8	502.7	447.2	504.4	508.4	502.6	502.2	517.9	542.2	482.9	476.7	432.1	432.4	412.1	407.2	382.0	368.3	467.0	543.4	293.2	212.8	165.2	141.5	170.3	759.4	9999.9	9999.9	9999.9	 2591	118.4	79.50	59.98	39.84	24.91	19.49	18.14	11.97	7.901	8.815	8.577	8.521	6.338
380.0	316.3	339.7	408.9	470.7	536.0	570.0	629.9	555.9	569.9	572.4	489.4	467.7	449.6	482.3	515.9	543.3	537.0	492.6	503.7	463.7	461.9	463.4	427.7	427.5	398.6	384.4	392.2	520.2	470.8	264.3	202.0	159.2	132.8	156.8	751.2	9999.9	9999.9	9999.9	 2334	105.8	76.91	48.15	38.46	25.47	18.54	16.06	11.06	9.710	9.677	8.249	6.179
385.0	329.1	396.0	361.4	545.1	479.2	591.4	616.1	576.1	569.1	561.9	539.3	527.3	505.4	468.1	514.8	513.3	513.5	525.2	510.4	500.0	477.9	453.8	445.0	449.7	448.9	410.3	423.2	423.0	550.4	426.9	243.7	197.1	155.5	128.6	157.3	743.4	9999.9	9999.9	9999.9	 2361	108.2	71.97	47.56	35.88	22.92	17.74	13.84	10.84	11.39	7.703	7.155
390.0	333.5	396.9	368.1	455.6	553.7	531.4	561.9	564.0	565.3	512.7	506.6	507.6	496.2	474.8	517.6	516.2	505.8	513.9	522.2	498.5	479.5	475.2	491.3	491.5	451.1	451.3	436.1	405.6	415.8	529.0	368.1	225.4	182.2	153.7	133.4	145.3	737.1	9999.9	9999.9	9999.9	 2432	93.49	64.55	47.56	31.15	21.57	16.78	12.67	12.03	9.137	8.941
395.0	328.2	335.3	412.2	501.6	552.5	541.6	517.1	602.7	573.6	525.6	551.3	530.3	513.0	488.7	529.0	506.7	559.1	549.8	489.5	512.9	520.7	495.1	476.4	474.0	476.6	479.3	446.9	440.7	400.4	439.0	506.2	314.8	209.4	189.5	146.2	127.0	148.1	723.7	9999.9	9999.9	9999.9	 2247	92.30	64.03	42.57	26.61	21.62	17.30	12.00	9.561	8.050
400.0	337.9	403.5	454.2	402.1	560.6	519.8	506.0	581.6	595.7	560.0	554.3	489.6	497.8	527.4	522.4	479.3	519.8	539.2	536.6	474.2	476.6	489.5	499.0	501.8	504.1	493.7	478.0	459.5	431.2	412.6	460.2	453.6	271.3	226.2	172.7	133.1	113.4	132.4	721.5	9999.9	9999.9	9999.9	 1988	82.96	56.83	36.53	27.69	19.43	15.63	12.83	9.123
405.0	329.6	331.8	423.6	467.1	539.0	564.2	605.2	537.7	609.5	596.0	563.0	547.3	520.7	511.1	559.2	516.1	526.4	528.8	496.6	494.4	483.2	508.1	503.1	512.0	500.3	499.4	489.9	469.3	447.4	404.0	411.0	474.6	423.3	256.2	206.7	157.0	140.1	104.7	132.7	715.0	9999.9	9999.9	9999.9	 1761	82.34	51.16	36.00	28.93	21.85	14.29	12.27
410.0	281.2	371.1	450.8	477.9	471.4	525.8	549.6	529.8	541.8	579.7	554.8	564.0	515.6	526.9	557.2	554.6	526.2	535.1	505.6	486.6	484.0	494.5	489.0	511.2	530.6	507.1	505.2	492.1	471.5	436.0	404.2	398.8	476.9	383.8	246.9	189.9	146.4	123.0	96.95	121.4	712.0	9999.9	9999.9	9999.9	 1737	71.10	50.02	33.76	24.44	17.84	12.81
415.0	224.6	276.7	423.7	390.4	491.0	448.2	582.3	595.5	569.9	578.4	609.7	597.6	520.1	534.0	584.9	571.9	523.9	517.4	492.7	484.5	458.1	492.8	507.5	492.3	510.4	498.4	516.2	502.9	466.2	445.7	423.6	376.8	416.6	470.1	330.2	225.8	172.4	145.4	109.4	84.68	121.6	703.6	9999.9	9999.9	9999.9	 1643	70.53	44.55	35.02	26.57	14.94
420.0	240.7	349.0	444.3	430.8	513.0	540.4	551.1	517.1	533.1	521.5	589.3	575.3	543.5	572.3	545.2	526.5	555.9	519.7	511.2	466.0	459.3	462.6	482.7	505.9	503.5	517.5	503.4	497.0	483.9	454.3	425.2	392.6	375.3	432.4	437.2	282.6	191.2	153.8	119.9	94.23	81.66	111.2	694.0	9999.9	9999.9	9999.9	 1428	65.18	45.06	32.01	19.66
425.0	273.3	337.9	381.2	488.1	470.7	540.1	463.1	549.6	574.9	576.5	528.6	575.4	536.1	555.7	532.9	560.8	540.2	504.7	472.1	462.2	462.0	441.5	445.7	482.8	493.2	512.2	500.3	479.8	452.2	470.7	425.2	404.2	378.5	364.8	420.4	348.9	234.5	171.7	138.3	103.4	83.87	73.96	102.3	686.4	9999.9	9999.9	9999.9	 1238	67.76	40.76	28.45
430.0	247.1	376.8	349.3	393.4	511.9	487.2	505.4	477.9	563.2	540.7	562.5	580.1	581.8	535.4	548.7	555.9	541.2	498.9	488.2	431.6	440.9	439.8	455.0	471.4	471.3	481.5	471.9	481.4	480.0	460.2	445.7	404.0	387.3	372.2	354.3	397.2	307.0	195.5	145.6	107.8	89.76	75.78	67.55	98.55	683.9	9999.9	9999.9	9999.9	 1208	59.28	39.08
435.0	288.5	308.1	311.3	374.0	423.6	482.0	552.7	494.8	548.1	485.6	486.8	601.8	562.5	543.2	551.1	543.2	513.9	495.8	464.0	421.1	449.9	414.6	453.2	464.6	453.3	454.1	480.1	485.1	461.3	446.7	437.5	422.8	380.1	378.8	341.6	337.0	350.4	247.6	161.1	132.4	101.8	82.73	68.06	55.66	92.74	677.7	9999.9	9999.9	9999.9	 1100	53.75
440.0	253.9	295.7	405.0	400.4	443.4	472.9	486.0	507.4	474.0	516.1	571.6	595.6	534.8	567.2	548.3	532.8	508.2	465.7	470.3	405.7	406.5	400.0	418.3	420.1	449.0	449.4	462.0	457.7	430.5	435.6	428.7	407.6	384.4	369.3	351.1	323.4	313.3	312.6	200.6	139.2	104.8	96.33	74.63	62.66	57.62	92.36	676.2	9999.9	9999.9	9999.9	987.1
445.0	202.2	307.6	351.9	320.6	428.0	360.0	454.3	455.9	511.7	511.9	545.6	514.3	496.7	515.0	583.2	520.5	514.5	447.9	414.6	387.2	389.8	398.2	390.5	412.0	405.0	435.7	425.9	445.3	448.8	427.3	419.6	408.9	392.2	377.3	339.5	303.8	269.2	295.6	256.8	162.6	129.3	98.22	81.01	68.45	55.79	50.86	89.84	677.0	9999.9	9999.9	9999.9
450.0	262.5	334.7	289.8	382.6	320.6	390.8	447.7	461.2	485.4	477.2	475.8	544.2	520.4	529.0	515.9	512.7	487.9	440.1	404.0	415.8	378.4	380.0	382.5	395.0	385.4	419.5	417.4	419.5	407.9	412.5	398.3	398.4	377.4	376.7	339.8	303.5	258.8	245.8	270.4	215.6	137.4	107.7	87.49	73.78	62.14	53.90	50.95	86.46	674.9	9999.9	9999.9
455.0	248.3	258.0	249.0	293.7	373.2	388.2	462.1	415.9	410.0	425.5	456.4	459.3	476.7	539.8	514.5	479.5	467.2	431.4	369.4	333.3	361.0	340.9	365.2	347.1	391.3	384.5	386.2	386.5	394.0	394.5	375.0	372.3	366.4	343.2	328.3	305.5	253.4	223.1	222.2	233.7	165.4	118.6	88.52	75.47	64.51	61.38	51.07	44.23	83.94	673.0	9999.9
460.0	219.7	311.4	295.1	372.2	287.5	387.3	328.3	412.0	362.7	412.5	449.8	450.3	462.3	499.4	479.9	460.2	464.9	427.0	379.2	341.2	322.1	320.4	322.5	327.8	342.0	352.7	355.3	360.2	372.9	359.6	366.4	346.1	342.4	329.7	323.2	285.2	255.1	213.7	199.9	202.5	203.9	131.5	95.29	79.39	69.17	59.49	51.94	42.92	42.94	83.52	668.6
465.0	236.4	194.6	280.1	376.6	341.7	344.7	378.9	423.6	385.9	410.1	441.3	414.5	500.2	438.5	462.4	456.9	444.4	396.7	343.8	313.1	307.0	294.9	291.0	298.2	310.3	325.8	339.2	339.7	345.8	328.8	334.2	330.4	316.7	319.3	299.7	267.7	243.9	208.6	188.1	168.4	184.5	165.3	106.2	88.36	73.65	63.48	57.68	48.19	42.16	41.32	77.73
470.0	317.0	207.5	289.7	238.6	332.5	402.4	363.9	392.0	439.0	372.4	379.1	433.2	453.9	403.2	432.6	420.8	406.0	373.2	322.1	292.9	286.6	273.2	283.3	282.9	289.4	302.6	314.2	319.9	309.4	308.1	311.0	290.3	321.9	298.3	276.2	254.1	224.4	205.6	172.3	151.5	149.7	167.0	134.8	88.92	79.12	66.63	60.50	50.90	45.18	39.84	36.89
475.0	207.9	137.5	287.8	218.2	329.2	325.4	346.0	324.0	357.2	312.9	346.9	381.7	396.5	392.8	376.8	390.0	371.1	334.7	299.9	279.7	261.8	255.7	255.0	252.7	272.8	272.7	279.4	280.4	289.7	271.2	301.1	279.8	279.2	271.1	265.6	234.5	208.7	200.1	171.0	151.4	129.0	141.7	151.4	113.6	79.96	68.73	57.22	50.81	41.32	36.92	34.37
480.0	178.0	171.7	185.1	258.2	292.7	320.0	234.4	296.3	322.2	297.5	331.3	324.9	395.7	379.7	370.5	384.9	353.3	323.8	283.1	250.1	229.1	231.7	241.7	241.0	232.1	246.5	262.9	239.6	263.9	264.2	249.5	251.6	260.0	246.1	250.3	227.3	203.9	184.0	166.1	141.1	131.2	115.0	117.7	129.5	88.64	66.15	63.02	52.44	44.85	40.15	34.70
485.0	208.6	244.7	222.3	243.7	196.9	243.2	286.6	232.7	265.9	318.7	306.9	275.6	314.9	374.7	375.8	337.4	333.6	297.4	272.3	258.8	229.6	216.7	210.7	228.9	232.4	222.2	227.1	229.9	224.6	241.5	239.4	235.6	238.3	233.3	237.2	207.0	189.4	173.1	161.7	144.4	130.0	114.4	106.5	120.4	115.2	73.41	59.92	52.07	44.76	42.86	33.94
490.0	159.8	193.9	212.3	212.2	201.0	287.0	300.8	247.4	287.5	273.9	309.8	316.8	317.9	337.7	342.8	344.1	318.0	276.1	236.8	221.8	211.3	216.5	202.5	201.8	223.8	204.8	207.2	210.8	226.9	215.6	217.0	225.8	219.9	220.2	214.4	201.6	175.8	163.2	152.6	130.6	129.6	104.1	99.37	94.95	116.6	92.25	63.48	56.10	48.56	41.28	36.54
495.0	169.2	185.7	193.6	178.1	171.4	258.3	190.4	216.4	278.5	295.3	294.9	312.7	312.3	305.1	321.6	303.5	291.9	264.0	241.0	207.7	210.6	204.5	197.2	195.3	187.3	198.1	189.6	189.1	206.8	203.3	204.2	198.0	200.1	206.2	202.0	182.3	170.5	149.5	139.5	131.5	117.8	103.9	94.16	85.56	92.05	103.7	76.35	54.59	48.60	43.75	36.17
500.0	128.4	141.5	212.4	184.2	190.4	145.7	235.5	216.9	253.2	227.5	273.3	271.4	284.1	289.2	292.2	292.0	285.8	246.7	230.9	197.0	199.6	166.9	197.1	177.1	173.6	186.8	178.7	176.9	178.6	184.7	181.7	195.0	184.9	172.9	193.4	163.9	158.0	148.8	138.0	122.3	107.5	101.6	90.13	82.89	76.55	88.54	89.32	61.98	52.48	45.01	36.19
505.0	113.1	136.3	162.3	183.8	191.0	145.4	205.1	211.9	243.5	202.3	246.1	239.9	268.6	269.7	259.0	260.1	243.1	252.3	216.3	190.1	169.3	162.6	158.2	157.6	157.3	166.2	152.6	165.4	161.3	170.7	161.5	167.1	165.1	162.8	171.0	153.8	147.3	129.1	120.6	114.4	104.9	96.27	84.18	81.39	72.73	72.87	76.69	74.93	53.59	46.75	37.81
510.0	113.8	149.0	147.8	146.0	184.6	159.1	172.3	224.5	200.9	208.5	217.1	239.5	234.8	241.3	261.8	243.7	210.7	209.7	204.8	165.6	165.1	156.0	152.0	146.0	153.1	145.3	149.0	149.0	142.9	155.2	152.2	156.1	149.3	146.5	157.6	137.3	126.4	123.0	120.9	111.1	95.05	87.48	81.42	72.19	67.67	62.93	69.29	77.57	59.63	42.91	37.82
515.0	122.8	132.4	110.3	139.5	152.0	176.0	160.4	174.2	175.7	161.7	189.7	218.2	227.7	194.9	240.2	226.6	203.5	187.0	184.2	150.7	150.7	155.0	137.2	134.8	128.9	131.6	134.1	134.6	136.4	138.6	134.2	144.0	137.5	125.9	135.9	121.4	124.9	110.7	104.8	98.02	88.75	81.67	76.35	70.29	64.36	61.89	56.42	63.04	67.77	50.35	36.47
520.0	77.51	119.9	115.7	122.2	144.9	113.0	168.0	160.6	136.0	142.9	206.2	197.2	212.8	187.7	207.3	214.7	187.0	175.6	169.4	137.2	135.4	123.8	129.5	114.6	121.6	116.5	117.4	118.4	120.9	115.1	121.0	128.7	122.4	119.3	122.6	124.8	111.2	103.7	90.71	90.73	79.59	77.07	70.66	71.77	61.47	55.95	51.97	45.22	59.08	59.52	43.79
525.0	138.5	123.5	100.7	112.1	125.1	121.6	169.4	151.7	171.3	130.7	145.6	151.3	184.0	190.1	181.2	161.0	179.7	150.4	138.0	132.4	125.2	122.2	117.1	117.5	107.0	123.1	114.9	110.0	120.4	115.9	113.4	113.5	106.8	105.0	109.6	109.6	95.89	98.09	84.93	81.81	73.51	70.44	66.43	63.17	58.87	53.08	49.68	42.33	44.23	54.43	48.30
530.0	109.1	124.8	93.33	89.43	138.8	112.6	151.7	156.0	130.7	136.5	150.7	170.2	158.9	164.0	168.6	173.3	151.0	141.6	124.6	121.5	107.8	108.8	98.01	100.6	102.3	104.4	96.91	97.11	101.9	104.4	101.1	97.34	97.96	100.1	99.81	103.5	90.60	88.55	81.41	76.85	71.34	63.45	60.30	54.83	50.79	52.48	43.40	44.33	38.89	45.12	47.26
535.0	100.7	112.9	142.0	68.06	86.33	109.1	166.6	122.2	97.28	126.2	135.7	141.2	151.2	152.6	150.5	145.8	145.8	136.3	113.0	96.77	109.2	92.35	98.48	92.85	94.39	94.28	97.55	91.91	97.65	91.43	94.28	86.93	93.80	91.63	94.47	85.70	80.99	77.12	74.22	67.64	69.34	63.10	52.52	53.21	51.10	46.24	44.28	39.45	41.31	33.88	40.68
540.0	87.27	76.29	70.06	95.52	109.9	75.13	107.6	86.42	110.2	111.1	116.4	143.0	127.3	150.4	218.4	164.3	131.3	133.1	102.3	100.3	96.87	83.48	85.02	78.55	89.17	86.21	79.03	76.55	76.39	78.40	83.90	81.83	87.26	77.46	83.33	73.88	75.12	70.79	66.23	62.71	56.55	54.77	50.95	48.05	48.67	41.70	39.58	38.26	37.09	29.72	30.31
