Sample:	'SLABO1-5-5-320
File name:	3P3.FD3
Run Date:	16:03:39, 08/24/2022
Operator:	Administrator
Comment:	'

Instrument
Model:	F-7000 FL Spectrophotometer
Serial Number:	2354-007
ROM Version:	5J14000 06

Instrument Parameters
Measurement type:	3-D Scan
Data mode:	Fluorescence
EX  Start WL:	200.0 nm
EX  End WL:	450.0 nm
EX Sampling Interval:	5.0 nm
EM  Start WL:	280.0 nm
EM  End WL:	550.0 nm
EM Sampling Interval:	5.0 nm
Scan speed:	12000 nm/min
EX Slit:	5.0 nm
EM Slit:	5.0 nm
PMT Voltage:	700 V
Response:	Auto 
Corrected spectra:	Off
Shutter control:	On
Contour interval:	25.000

Peak integration
Integration method:	Rectangular
Sensitivity:	1
Threshold:	1.000

Peaks
No.	ApexEX/EM(nm)	Height(Data)
102	445.0/360.0	4.454

Data Points
	200.0	205.0	210.0	215.0	220.0	225.0	230.0	235.0	240.0	245.0	250.0	255.0	260.0	265.0	270.0	275.0	280.0	285.0	290.0	295.0	300.0	305.0	310.0	315.0	320.0	325.0	330.0	335.0	340.0	345.0	350.0	355.0	360.0	365.0	370.0	375.0	380.0	385.0	390.0	395.0	400.0	405.0	410.0	415.0	420.0	425.0	430.0	435.0	440.0	445.0	450.0
280.0	81.96	100.2	53.40	71.88	60.53	60.04	24.42	10.38	32.58	69.18	76.19	98.33	64.70	28.60	17.27	 1203	 6919	 3056	72.08	10.84	11.67	8.755	8.710	5.516	7.198	4.243	7.085	5.304	3.441	2.135	4.103	3.027	3.318	2.688	3.337	2.420	1.330	2.742	1.960	1.764	1.936	1.509	1.477	1.769	1.392	1.533	0.841	1.315	1.742	1.277	1.273
285.0	397.1	217.9	220.2	277.7	279.3	213.5	125.9	48.87	63.42	129.3	190.9	203.0	234.3	137.3	59.10	119.2	 2732	9999.9	 9760	518.7	18.26	15.79	15.29	7.386	8.783	7.493	6.285	5.752	3.439	3.829	5.163	3.918	2.944	3.566	3.170	3.592	2.688	2.901	2.478	1.804	2.691	2.202	2.445	1.872	1.960	1.143	1.630	2.042	1.796	1.767	1.886
290.0	626.0	465.4	325.7	407.8	497.2	475.8	228.4	103.0	124.8	199.8	252.8	241.5	252.5	338.3	171.6	92.08	229.3	 7238	9999.9	9999.9	633.9	21.99	21.11	13.22	11.57	7.950	7.096	5.079	5.394	4.617	4.598	4.461	3.413	3.983	4.212	2.980	3.000	4.027	2.868	3.363	2.737	1.755	2.251	1.326	1.943	2.051	2.213	3.048	3.117	2.424	1.960
295.0	992.5	544.7	444.9	472.9	571.9	589.1	228.5	154.4	162.6	250.2	267.9	262.9	218.0	327.7	464.7	192.4	116.8	556.1	 8923	9999.9	9999.9	819.6	31.15	25.24	15.88	10.32	9.314	8.711	4.698	4.877	3.823	4.058	4.699	5.866	3.913	3.337	2.971	3.533	3.521	3.631	3.206	2.849	2.366	1.897	2.169	2.985	3.468	3.012	2.408	3.195	3.859
300.0	842.7	674.5	596.3	546.2	607.0	611.1	436.9	195.6	194.6	231.9	284.6	242.3	221.4	208.7	526.9	540.7	212.8	156.8	654.8	9999.9	9999.9	9999.9	803.5	30.56	20.16	20.25	14.73	8.521	5.706	7.823	5.388	5.847	4.185	4.869	4.690	3.872	4.503	4.213	3.890	3.664	4.386	4.276	2.868	2.970	2.908	3.086	2.913	2.911	3.041	2.939	4.010
305.0	825.2	652.4	574.7	579.5	696.9	564.1	417.5	247.6	210.6	202.9	246.6	212.9	228.2	233.5	313.4	667.2	571.8	236.3	163.8	698.4	9999.9	9999.9	9999.9	932.3	32.51	26.03	22.41	13.13	11.63	9.063	8.430	7.156	6.449	5.306	5.232	4.812	3.501	5.092	4.762	3.672	4.595	4.180	4.262	4.219	2.797	3.271	2.698	3.645	3.909	3.586	2.520
310.0	918.0	705.3	459.7	512.6	548.5	524.0	412.7	275.6	216.9	196.0	239.0	211.7	228.6	256.7	254.3	379.6	834.7	456.5	162.3	140.3	701.9	9999.9	9999.9	9999.9	879.9	38.43	31.61	20.87	15.44	9.523	8.693	6.510	7.491	6.012	7.021	5.671	5.020	6.580	5.127	5.083	4.213	4.951	3.543	3.058	3.772	3.230	4.317	2.274	3.340	2.547	3.073
315.0	578.6	509.1	543.2	468.3	461.7	612.4	398.3	277.5	217.9	223.2	222.1	245.4	243.9	234.2	284.8	314.0	456.9	821.7	340.3	129.1	129.3	698.4	9999.9	9999.9	9999.9	790.4	44.12	28.47	22.92	14.45	12.00	7.346	6.931	6.959	6.715	7.383	5.807	6.075	4.752	4.304	3.778	4.325	3.752	3.263	3.296	3.860	3.732	2.997	4.274	3.336	2.111
320.0	556.3	554.3	411.5	399.5	459.1	450.0	410.7	342.4	239.6	220.5	236.7	240.5	255.2	246.0	298.5	306.7	347.9	540.9	706.0	231.6	102.0	120.4	697.3	9999.9	9999.9	9999.9	752.1	42.24	28.48	24.54	16.73	11.36	11.02	10.12	7.358	6.764	5.303	4.964	4.539	5.409	4.233	5.294	4.629	4.305	2.480	2.378	3.545	2.573	3.577	3.449	2.929
325.0	472.3	542.9	436.6	450.3	453.9	560.0	464.0	392.5	302.9	251.6	220.3	255.8	247.4	265.3	304.7	322.3	340.0	361.8	559.5	605.3	173.8	98.15	119.0	707.2	9999.9	9999.9	9999.9	790.7	41.20	29.68	23.83	17.27	13.18	11.89	9.850	6.842	6.163	5.947	5.413	5.838	4.603	3.617	3.417	3.685	2.941	2.900	3.478	4.100	2.730	3.426	2.723
330.0	389.8	399.3	377.4	390.2	400.8	492.4	516.7	397.4	291.0	282.8	251.9	247.0	259.7	260.1	286.4	327.5	366.5	353.0	315.0	549.1	457.4	141.2	98.92	121.3	700.9	9999.9	9999.9	9999.9	780.8	47.83	34.62	26.24	19.97	14.06	10.71	7.516	6.383	5.775	3.649	5.265	4.050	4.002	3.892	3.819	3.684	3.926	3.245	3.512	3.129	2.499	2.910
335.0	350.7	306.0	381.9	338.9	437.2	439.5	507.6	483.5	351.5	300.9	262.4	261.3	274.7	285.6	321.2	364.5	377.0	379.1	301.4	290.1	569.9	365.1	122.6	90.88	121.3	702.5	9999.9	9999.9	9999.9	787.8	47.93	34.27	25.80	19.44	15.28	8.170	7.461	7.070	6.228	4.625	5.799	5.162	3.695	3.365	2.672	3.291	2.600	2.914	3.250	3.026	3.182
340.0	324.8	288.8	357.5	359.7	384.7	435.4	586.0	453.5	436.0	288.5	272.8	271.0	259.8	271.8	321.3	354.5	403.6	361.9	319.4	277.5	305.3	560.0	283.8	118.4	97.93	127.4	705.8	9999.9	9999.9	9999.9	866.0	54.80	37.33	25.87	20.24	13.02	11.01	7.352	7.612	6.317	5.431	4.011	4.328	4.668	3.970	3.477	2.926	3.455	3.415	2.736	3.371
345.0	262.6	319.1	349.7	344.6	363.7	465.3	592.5	504.4	393.2	311.5	290.9	276.4	287.3	288.3	332.5	391.5	414.2	391.2	345.9	295.3	242.2	330.2	551.1	234.8	126.7	110.4	129.4	702.5	9999.9	9999.9	9999.9	952.7	53.81	36.87	28.99	20.31	13.35	10.32	7.007	6.452	5.484	5.370	4.587	4.525	3.509	2.644	2.476	2.548	3.367	3.093	2.737
350.0	230.2	249.5	337.0	299.5	424.2	521.9	532.3	539.5	395.9	377.2	348.0	305.7	330.6	347.3	376.9	394.3	409.8	385.4	366.9	324.3	272.0	244.8	401.3	501.7	204.0	136.2	127.1	145.9	718.9	 9922	9999.9	9999.9	953.9	50.83	39.36	23.69	16.63	13.17	9.053	7.713	5.816	4.598	4.633	3.951	3.477	4.060	3.005	4.277	2.747	2.919	3.208
355.0	234.8	215.4	380.0	367.8	304.0	488.1	541.1	484.5	416.8	341.1	364.4	354.9	355.8	396.0	406.1	419.8	444.0	421.0	385.0	363.4	321.7	294.0	286.7	483.8	482.5	213.4	151.0	135.8	143.4	708.2	 9425	9999.9	9999.9	 1012	57.94	33.07	22.48	16.63	12.69	10.22	6.246	5.526	5.337	4.517	3.830	3.802	3.788	4.408	3.580	3.210	2.560
360.0	245.4	289.5	283.2	275.3	353.7	492.4	451.5	514.2	503.1	443.6	406.2	374.8	410.4	443.9	458.5	453.6	451.3	475.8	448.0	413.1	376.1	326.8	329.6	345.5	546.3	424.2	228.6	174.0	148.1	156.4	678.3	 9753	9999.9	9999.9	997.9	48.53	34.53	25.03	17.44	12.84	7.567	7.057	7.346	4.919	4.268	4.142	3.012	3.533	3.632	4.454	2.047
365.0	270.8	332.7	267.2	389.0	353.2	463.2	518.4	507.5	523.0	479.8	473.2	470.0	472.9	491.6	482.2	495.9	487.4	481.8	463.6	435.6	390.3	371.7	378.5	353.3	397.8	595.7	412.6	239.1	187.4	141.7	150.3	700.1	 9601	9999.9	9999.9	 1008	48.85	34.27	21.02	16.36	10.19	7.147	7.200	6.091	6.311	2.823	3.075	3.760	3.757	3.355	3.446
370.0	315.8	291.0	264.5	315.8	354.4	481.3	548.4	554.4	515.5	482.4	431.8	462.1	473.6	515.8	513.8	511.4	523.5	494.3	484.0	462.5	440.7	431.5	436.2	411.9	399.6	465.3	588.6	373.1	247.6	193.7	142.2	146.3	683.8	 9367	9999.9	9999.9	949.5	48.03	29.52	20.64	14.42	10.69	8.929	7.343	6.118	3.869	3.790	4.144	3.675	4.196	3.450
375.0	221.1	252.1	262.2	315.6	423.0	433.6	550.0	562.5	519.3	523.7	501.8	532.9	524.5	553.2	572.1	546.9	500.4	521.4	478.3	488.7	462.5	468.8	476.5	443.5	446.0	429.0	543.8	597.4	341.4	225.1	174.8	135.7	142.5	662.2	9999.9	9999.9	9999.9	 1016	40.65	29.78	20.18	14.89	10.87	6.841	6.269	5.506	4.812	4.265	5.102	4.239	3.996
380.0	241.8	249.5	316.6	391.2	419.4	513.6	558.7	513.4	586.3	545.4	545.3	511.6	542.7	580.9	566.3	557.4	559.3	556.4	520.8	503.4	500.0	479.2	516.2	487.8	501.9	463.1	458.1	569.7	518.8	301.5	225.0	170.9	130.5	129.8	709.9	 8837	9999.9	9999.9	875.0	41.31	25.26	21.27	12.20	9.721	6.837	6.412	5.515	4.308	4.286	3.673	4.219
385.0	199.2	254.7	293.5	291.8	439.7	470.3	515.7	583.2	565.8	535.9	572.3	561.5	594.7	547.6	570.5	576.8	565.8	561.5	543.7	544.9	528.4	515.1	535.6	518.3	508.6	517.7	480.8	482.8	581.2	446.9	281.2	208.7	162.5	130.0	140.4	636.4	 7150	9999.9	9999.9	885.6	35.64	29.17	17.35	14.21	9.305	7.502	4.579	5.885	3.991	3.902	4.252
390.0	177.3	179.0	238.8	349.7	492.4	465.7	559.4	516.9	599.0	566.8	593.3	629.9	551.9	576.7	640.7	570.1	596.1	583.1	583.9	539.3	548.0	548.6	554.5	563.8	561.1	548.9	520.5	489.2	478.3	578.6	404.1	257.8	212.1	165.8	126.7	130.5	521.8	 7119	9999.9	9999.9	830.6	39.86	25.49	18.46	11.28	9.433	6.901	5.498	5.329	4.695	5.028
395.0	260.4	288.6	284.6	307.7	410.3	600.5	582.0	552.8	594.9	618.2	578.9	592.2	602.6	635.1	616.8	605.7	600.8	579.0	592.1	564.4	542.7	549.9	564.3	561.6	556.3	575.8	535.2	516.2	485.0	517.4	557.8	369.9	253.3	199.7	165.1	129.1	125.7	519.3	 6468	9999.9	9999.9	991.2	32.77	27.07	14.07	10.79	8.973	5.090	5.913	5.339	4.644
400.0	233.6	380.0	389.2	445.0	387.3	599.1	594.9	607.2	590.6	631.1	614.8	579.1	596.9	625.7	625.6	625.0	599.6	614.8	578.5	582.4	548.3	559.6	585.1	579.7	580.1	584.9	563.4	545.1	523.6	474.4	534.6	517.8	338.2	265.1	207.9	165.6	115.0	115.7	473.8	 6323	9999.9	9999.9	744.7	35.44	20.24	15.48	10.76	8.636	8.172	5.171	4.866
405.0	171.0	322.5	323.4	435.3	408.3	449.9	536.0	584.9	645.5	604.0	621.7	611.1	609.3	624.7	636.2	629.9	661.1	652.0	583.7	584.6	555.0	556.5	560.1	591.3	603.5	611.3	584.3	559.6	546.1	486.8	462.0	518.8	469.3	315.4	249.1	192.3	148.6	111.2	112.3	458.9	 5512	9999.9	9999.9	695.3	29.96	20.69	12.85	10.45	8.619	6.679	4.694
410.0	189.8	279.2	321.0	299.7	520.5	516.6	583.4	660.9	663.0	630.2	650.5	643.8	634.2	594.1	610.7	666.8	653.3	629.1	609.6	567.7	577.3	565.2	561.6	576.1	579.1	598.7	582.7	583.2	558.1	520.6	477.9	465.9	545.6	437.0	308.7	245.0	176.6	135.7	100.2	104.8	403.8	 5593	9999.9	9999.9	615.6	26.27	18.52	13.99	10.47	9.615	6.713
415.0	222.4	237.6	401.2	365.0	397.8	513.5	486.9	572.0	593.3	578.0	610.7	638.7	614.3	674.9	657.1	628.5	611.1	609.3	590.7	557.1	533.1	537.8	567.0	579.6	566.2	592.9	597.9	574.5	563.6	527.8	483.7	460.4	473.0	517.4	389.8	264.3	208.0	158.7	117.6	93.45	88.85	403.6	 5211	9999.9	9999.9	637.5	28.34	18.22	10.91	11.23	7.053
420.0	199.5	262.7	262.8	403.4	486.3	385.6	552.1	626.5	605.7	613.0	649.4	617.9	628.0	654.8	649.8	651.0	604.2	629.1	588.9	562.1	525.9	539.4	537.2	555.2	584.6	590.3	586.8	567.3	564.7	542.0	484.3	467.5	441.7	494.6	498.2	322.3	242.6	178.5	143.0	104.9	81.97	83.37	373.5	 5231	9999.9	9999.9	609.0	22.80	17.51	10.96	9.974
425.0	190.2	198.4	227.5	337.3	400.0	522.4	548.4	562.2	616.3	591.3	579.6	629.9	599.1	671.1	638.4	667.1	620.9	641.0	579.8	551.9	537.2	527.2	532.2	536.2	548.8	554.6	567.2	559.0	553.2	534.2	513.7	496.0	454.2	430.5	477.1	421.7	280.5	207.1	160.8	116.1	91.83	74.74	74.21	376.0	 4897	9999.9	9999.9	499.4	24.49	16.24	11.77
430.0	242.0	238.6	270.4	363.9	470.2	520.9	549.4	565.5	595.8	597.0	607.6	587.9	625.6	632.5	598.5	617.7	617.5	606.1	599.4	541.6	502.5	509.9	515.3	513.3	553.1	559.9	549.5	553.5	546.3	539.5	509.3	498.0	468.2	425.3	428.3	445.9	357.8	230.0	182.9	132.4	103.8	81.33	69.75	70.86	346.2	 4306	9999.9	9999.9	420.0	25.16	16.71
435.0	244.9	265.4	382.7	332.1	444.7	469.3	462.5	609.5	579.7	599.0	619.8	604.3	609.5	628.4	605.6	624.9	617.5	578.9	569.9	542.3	504.0	496.2	501.1	495.7	516.5	552.1	540.7	526.9	542.7	530.8	504.2	473.3	464.6	444.4	404.5	396.4	392.4	289.5	205.6	159.6	124.6	98.23	71.32	64.05	72.18	309.1	 4288	9999.9	9999.9	440.7	22.09
440.0	194.5	318.6	291.4	334.0	400.8	430.7	458.6	545.2	522.5	549.4	622.5	601.3	621.8	615.9	629.7	634.9	620.7	586.3	552.8	507.8	498.9	485.6	469.3	482.0	524.9	503.2	540.2	499.6	514.2	486.7	483.5	479.4	474.8	430.8	409.3	359.5	354.0	338.0	246.2	172.0	143.2	110.6	90.53	72.96	63.47	65.85	307.8	 4288	9999.9	9999.9	365.7
445.0	163.5	176.4	268.0	319.9	377.8	474.5	439.8	520.0	579.1	551.9	633.0	590.1	580.8	609.0	627.4	622.7	565.3	564.0	540.6	525.2	450.9	469.9	460.1	466.8	487.6	492.7	490.8	495.3	497.1	492.2	491.2	472.3	453.0	435.6	400.7	363.2	330.2	338.7	287.2	197.5	156.2	121.5	96.15	83.90	70.03	57.37	63.51	307.6	 4292	9999.9	9999.9
450.0	227.6	204.2	283.9	335.9	373.0	378.4	439.9	472.4	554.2	455.4	630.8	593.2	605.1	595.2	585.5	628.3	593.1	549.7	525.8	455.0	445.3	434.7	436.2	441.3	460.3	459.2	456.3	470.4	466.7	468.8	455.6	453.2	444.2	417.6	392.3	360.6	300.9	279.8	295.8	251.0	165.9	133.2	110.4	89.52	76.32	64.35	55.34	61.44	305.7	 4198	9999.9
455.0	189.0	186.2	269.6	207.0	299.4	373.4	453.4	474.6	490.2	529.8	530.3	535.8	586.6	596.1	601.3	537.0	571.8	531.6	498.4	464.8	432.7	411.3	418.4	405.6	424.2	439.1	443.3	447.5	438.6	430.6	422.4	415.2	422.8	418.4	382.4	358.7	303.5	264.1	255.7	269.9	207.4	141.6	120.3	100.9	81.77	72.46	57.37	47.74	60.12	295.9	 4293
460.0	155.1	198.8	264.1	318.1	354.7	337.7	423.4	392.1	455.0	532.8	559.7	542.0	550.0	549.5	557.8	542.2	533.5	506.2	479.0	427.6	408.8	380.4	370.4	381.4	383.1	375.6	387.1	412.3	410.9	405.5	396.0	394.6	381.4	388.1	365.6	338.8	301.1	266.3	235.1	236.4	224.6	169.5	129.0	101.5	94.35	74.80	65.65	54.55	47.55	56.79	301.7
465.0	162.8	227.8	233.2	297.5	312.5	361.5	374.6	346.3	443.8	442.0	521.6	527.5	508.4	551.0	564.6	557.9	487.0	502.3	409.6	370.1	366.3	366.4	365.7	353.5	353.8	364.8	361.0	375.4	374.8	377.6	381.9	380.1	378.0	358.4	354.2	314.1	287.7	268.7	222.8	205.1	218.6	197.7	147.3	114.8	98.14	83.64	74.53	62.24	52.93	42.16	56.30
470.0	122.7	207.9	211.9	283.3	293.9	290.8	377.3	392.6	389.4	450.4	445.5	474.6	531.2	488.3	485.1	539.2	459.2	437.3	386.7	371.0	349.2	317.1	320.1	333.5	328.8	313.1	348.1	342.8	351.1	353.5	343.7	344.0	348.4	340.5	329.6	303.9	261.7	245.2	220.3	198.4	181.8	205.2	172.3	128.6	106.4	89.09	75.42	68.06	52.30	47.22	39.16
475.0	136.4	160.3	206.3	233.6	258.3	298.3	344.2	317.4	419.0	400.7	433.6	419.7	448.5	465.4	462.1	473.6	461.7	414.9	387.7	345.7	325.1	304.2	299.0	286.4	291.3	311.3	303.3	322.0	320.5	323.5	314.2	310.5	307.4	316.0	304.4	287.1	261.9	233.6	211.9	191.6	166.1	171.6	183.9	140.1	105.0	86.57	77.91	69.94	61.73	50.39	41.73
480.0	125.8	170.9	181.8	280.8	225.9	336.4	311.8	312.1	348.2	366.7	395.6	401.3	429.5	429.2	442.3	433.1	399.0	386.9	347.8	331.4	312.4	288.4	292.7	273.4	266.9	282.6	278.4	294.6	297.6	276.5	279.3	292.7	279.9	284.3	282.6	269.1	237.0	219.3	190.5	179.9	167.9	152.7	163.3	167.3	117.8	101.8	79.15	71.24	64.66	52.05	46.34
485.0	148.3	195.8	153.7	240.9	204.4	276.7	318.6	283.4	341.8	365.2	359.0	402.7	400.2	425.7	415.9	414.3	409.7	365.6	331.2	302.2	280.0	280.9	265.9	260.8	264.7	248.8	272.4	262.3	259.6	274.1	261.3	279.3	264.9	275.3	273.0	260.0	231.9	208.5	186.8	179.0	158.9	149.0	140.2	151.6	146.8	101.8	84.61	74.34	65.13	55.91	51.67
490.0	141.7	130.1	168.2	188.6	223.3	252.2	284.9	273.2	319.2	330.8	335.0	423.4	377.1	405.9	392.1	423.1	363.9	360.3	313.5	298.2	268.2	265.3	249.0	247.8	233.5	231.4	239.4	257.0	247.8	241.5	251.0	250.5	240.6	245.7	241.6	243.9	221.6	188.1	188.1	170.0	153.2	141.4	128.4	134.1	138.5	120.6	91.47	76.42	70.24	57.99	54.39
495.0	105.3	122.9	144.4	212.6	209.4	188.1	268.5	233.6	281.5	301.4	320.1	341.6	333.3	356.4	361.7	392.3	369.8	336.6	308.8	279.8	265.4	244.1	235.1	226.2	220.1	216.3	214.0	223.8	226.0	221.4	236.0	226.7	224.1	233.4	237.8	229.6	203.3	181.1	176.4	157.3	149.2	140.3	127.4	115.6	113.5	135.7	103.0	78.28	67.11	60.18	50.61
500.0	90.99	140.7	177.0	143.7	254.3	202.4	227.5	223.3	283.7	296.0	287.0	307.1	373.6	342.3	357.4	354.8	335.6	321.0	288.1	257.3	239.1	231.3	210.9	205.5	212.9	203.8	202.5	212.4	208.7	204.7	210.4	205.0	202.5	216.9	218.7	198.6	191.0	167.6	158.8	156.0	139.8	130.5	121.3	113.6	104.4	110.4	113.6	89.23	69.74	59.18	57.03
505.0	145.4	105.4	99.95	112.0	177.0	191.0	226.0	221.4	238.1	263.7	281.8	296.7	322.7	344.5	340.7	355.2	322.7	311.8	269.7	242.9	216.2	211.4	204.8	183.4	184.7	184.4	200.4	190.4	187.2	181.3	197.2	194.0	189.8	196.0	199.2	178.4	173.4	160.9	152.5	134.1	137.7	128.8	121.4	104.1	102.3	95.08	110.1	104.0	76.34	61.33	57.24
510.0	90.26	122.0	123.9	151.4	153.5	189.6	166.0	238.5	211.0	257.9	246.9	274.7	261.9	275.8	316.2	329.5	317.4	268.7	260.8	224.0	215.2	198.6	180.5	179.5	193.0	172.9	182.8	172.9	178.2	164.9	169.5	167.6	168.6	178.8	180.6	163.5	160.8	136.3	131.1	122.4	124.7	110.0	108.4	96.83	93.98	86.68	81.79	104.9	87.61	65.44	54.99
515.0	123.1	84.78	108.2	79.28	141.1	139.6	150.1	172.0	216.8	213.2	210.1	242.6	249.0	261.9	273.3	283.3	272.0	251.8	217.5	212.1	183.3	181.4	179.5	160.0	164.9	156.8	153.0	163.9	155.7	146.7	148.5	150.7	156.0	159.6	157.7	159.1	142.6	137.0	129.0	115.8	109.5	98.01	101.9	93.22	87.06	82.11	78.08	80.94	87.08	71.57	55.52
520.0	91.06	86.75	103.3	101.9	160.1	151.4	148.9	216.8	164.3	201.1	235.6	213.0	221.6	246.8	257.7	259.5	243.8	229.0	216.8	187.7	178.3	153.7	153.2	149.3	148.5	142.8	136.1	134.4	141.6	135.4	141.6	143.6	138.3	133.5	138.8	144.9	127.0	116.9	114.0	104.5	98.71	94.59	90.43	88.20	78.63	77.34	70.68	71.53	83.16	72.94	61.03
525.0	81.31	49.28	124.9	126.9	121.2	140.6	168.3	158.6	173.5	197.9	184.9	198.5	238.8	221.5	233.7	237.1	218.5	222.3	200.2	168.1	140.2	139.6	131.4	133.9	127.3	137.2	128.6	126.3	129.0	128.3	129.2	119.1	126.6	120.9	128.1	125.2	117.7	104.8	96.42	97.43	91.37	85.16	86.33	79.90	76.53	72.31	69.36	65.49	63.58	71.20	65.29
530.0	60.22	71.63	112.8	114.5	83.09	110.9	155.0	145.1	135.3	168.9	159.2	189.7	199.2	220.9	233.6	230.5	201.4	193.7	169.2	161.6	145.2	127.7	131.4	125.0	119.7	112.1	113.3	118.3	112.5	111.5	107.2	112.4	115.1	113.4	114.4	115.7	109.8	99.18	90.86	81.84	87.63	80.65	76.33	70.85	65.98	64.63	60.98	60.03	55.70	61.19	63.06
535.0	75.47	103.5	68.71	86.60	95.42	98.50	107.4	130.6	155.5	147.7	133.9	168.3	206.8	212.8	213.3	202.9	187.2	166.0	152.8	143.5	130.7	117.2	130.2	121.5	111.9	98.22	99.04	105.4	101.9	104.6	99.02	101.9	106.7	105.6	105.1	100.2	97.28	93.12	83.83	74.74	76.71	75.28	67.30	61.67	68.10	61.61	57.74	53.55	53.53	52.76	54.39
540.0	73.77	65.33	82.86	53.75	85.99	114.1	92.68	100.3	119.2	138.5	135.9	148.9	134.2	164.1	209.4	197.7	184.2	165.4	143.6	125.2	123.8	113.1	103.9	102.0	100.9	99.87	102.7	92.10	96.99	87.32	93.85	94.40	90.02	90.50	96.00	89.72	90.61	84.61	74.52	76.69	71.49	67.08	62.64	62.38	57.30	56.34	55.11	48.16	50.67	45.90	46.76
545.0	46.84	60.04	89.47	79.01	87.92	77.47	108.4	97.60	131.1	119.3	135.5	134.2	162.4	137.5	207.3	257.9	175.3	143.3	127.8	119.3	105.6	103.5	98.37	90.53	93.38	79.50	88.14	81.83	77.69	76.12	70.62	78.87	81.08	81.85	83.12	82.64	78.96	75.69	66.43	67.18	64.81	62.68	62.83	58.41	57.48	50.53	49.74	45.53	45.09	41.12	41.33
550.0	93.53	86.76	83.39	75.71	63.71	102.1	105.4	104.8	119.6	113.0	104.4	124.4	123.3	129.4	160.2	404.1	224.3	137.9	118.6	99.85	93.01	99.91	91.78	80.13	82.54	78.82	73.32	78.93	69.38	75.91	68.60	70.40	75.35	78.77	73.45	72.63	75.19	65.13	63.64	62.78	58.29	56.51	55.97	50.92	47.07	48.42	46.26	42.48	42.68	38.38	39.99
