Sample:	'SLABO1-5-5-320
File name:	3H6.FD3
Run Date:	17:08:22, 08/24/2022
Operator:	Administrator
Comment:	'

Instrument
Model:	F-7000 FL Spectrophotometer
Serial Number:	2354-007
ROM Version:	5J14000 06

Instrument Parameters
Measurement type:	3-D Scan
Data mode:	Fluorescence
EX  Start WL:	200.0 nm
EX  End WL:	450.0 nm
EX Sampling Interval:	5.0 nm
EM  Start WL:	280.0 nm
EM  End WL:	550.0 nm
EM Sampling Interval:	5.0 nm
Scan speed:	12000 nm/min
EX Slit:	5.0 nm
EM Slit:	5.0 nm
PMT Voltage:	700 V
Response:	Auto 
Corrected spectra:	Off
Shutter control:	On
Contour interval:	25.000

Peak integration
Integration method:	Rectangular
Sensitivity:	1
Threshold:	1.000

Peaks
No.	ApexEX/EM(nm)	Height(Data)
93	400.0/315.0	10.53
94	405.0/325.0	10.01
95	405.0/470.0	231.5
96	410.0/475.0	206.0
97	420.0/305.0	7.404
98	420.0/315.0	8.637
99	420.0/490.0	158.4
100	425.0/290.0	5.717
101	425.0/345.0	10.41
102	425.0/495.0	148.6
103	430.0/295.0	7.081
104	430.0/355.0	10.39
105	435.0/510.0	107.9
106	440.0/355.0	9.000

Data Points
	200.0	205.0	210.0	215.0	220.0	225.0	230.0	235.0	240.0	245.0	250.0	255.0	260.0	265.0	270.0	275.0	280.0	285.0	290.0	295.0	300.0	305.0	310.0	315.0	320.0	325.0	330.0	335.0	340.0	345.0	350.0	355.0	360.0	365.0	370.0	375.0	380.0	385.0	390.0	395.0	400.0	405.0	410.0	415.0	420.0	425.0	430.0	435.0	440.0	445.0	450.0
280.0	73.47	65.92	77.25	58.95	92.12	98.89	49.36	37.79	74.86	136.6	235.8	208.8	145.8	48.03	22.18	 2671	9999.9	 5666	141.5	23.00	19.77	28.67	20.61	15.98	12.41	12.75	13.57	9.922	10.97	10.76	10.44	9.891	7.183	10.84	8.745	6.767	6.359	6.755	5.850	6.533	4.654	5.215	3.678	4.004	3.381	2.349	3.521	3.420	2.024	2.597	2.487
285.0	331.8	187.1	94.66	173.6	246.5	228.7	197.4	119.3	178.3	335.6	484.0	508.4	351.3	201.5	74.13	227.9	 5949	9999.9	9999.9	 1029	44.06	36.33	30.67	26.20	18.39	12.97	14.27	13.43	13.60	10.13	9.820	7.094	11.13	9.376	8.032	5.730	7.324	7.859	5.433	6.574	4.808	4.126	3.441	3.588	4.034	3.106	3.677	4.405	3.521	2.681	2.492
290.0	508.9	259.9	297.3	331.2	400.3	460.1	405.4	232.5	296.4	543.2	645.1	638.4	467.4	470.0	198.0	145.4	471.7	9999.9	9999.9	9999.9	 1355	49.89	35.33	34.73	28.64	20.85	21.37	16.71	14.56	11.09	13.76	10.81	12.55	10.68	7.919	10.27	10.33	7.083	5.739	7.630	5.868	6.043	4.659	6.160	4.417	5.717	3.421	5.207	3.965	4.897	4.130
295.0	624.7	576.4	472.2	433.8	633.1	694.5	487.5	331.3	280.5	543.4	693.5	636.2	447.8	456.1	534.7	265.9	207.4	769.3	9999.9	9999.9	9999.9	 1666	67.36	52.97	51.16	32.99	22.11	19.28	19.69	15.51	14.31	12.90	12.62	12.55	12.49	10.56	9.102	10.14	7.018	6.320	8.478	7.010	5.434	6.098	5.733	4.407	7.081	5.526	5.662	5.077	5.967
300.0	717.6	704.1	586.9	587.5	736.0	742.2	594.2	444.0	368.1	459.6	636.3	554.5	400.3	349.1	606.6	632.7	303.3	251.0	816.4	9999.9	9999.9	9999.9	 1720	76.85	58.88	47.16	33.64	26.77	21.32	17.17	17.58	14.06	14.12	11.57	10.21	12.67	9.733	10.04	9.673	8.550	6.389	7.446	6.547	5.810	4.767	5.741	5.931	4.758	4.914	6.321	5.570
305.0	840.8	693.4	523.4	640.4	793.4	670.1	703.3	412.0	342.8	418.8	449.8	474.5	376.2	353.1	415.3	809.5	707.7	314.4	241.7	788.6	9999.9	9999.9	9999.9	 1974	95.34	64.60	56.08	42.71	25.72	21.81	20.75	18.89	15.15	15.40	14.13	10.97	10.13	8.607	8.076	9.183	8.435	8.248	6.882	5.514	7.404	5.805	4.330	5.516	5.388	7.267	6.154
310.0	787.5	654.4	494.6	663.5	724.7	778.8	661.0	524.5	390.7	351.5	384.1	405.0	354.7	397.2	406.4	533.7	940.0	547.8	264.6	207.1	786.6	9999.9	9999.9	9999.9	 2091	106.0	74.95	59.05	46.70	30.44	21.99	21.59	19.16	17.33	17.33	14.53	14.96	10.32	10.67	10.46	7.638	8.547	8.371	7.175	5.277	6.883	5.804	4.815	5.677	6.647	5.861
315.0	663.8	662.6	559.6	590.5	789.5	826.9	700.3	549.4	356.6	325.9	366.2	358.1	330.6	404.5	453.1	467.5	636.1	931.4	467.0	205.7	182.7	782.7	9999.9	9999.9	9999.9	 1813	114.5	84.40	63.32	49.03	32.87	24.03	22.05	18.90	15.84	18.80	13.35	10.75	11.80	8.511	10.53	8.810	7.077	7.956	8.637	6.371	5.264	6.987	6.241	7.031	5.640
320.0	583.4	556.6	591.3	497.6	689.8	783.3	773.3	517.4	353.9	328.1	338.2	375.0	394.2	407.0	439.4	496.2	515.4	679.5	812.2	329.5	174.4	179.9	797.8	9999.9	9999.9	9999.9	 1748	124.3	86.18	61.76	52.42	36.79	28.04	25.77	25.85	21.41	16.97	11.63	13.83	10.12	9.355	9.802	8.503	7.782	7.634	7.583	7.258	7.105	7.374	7.322	6.640
325.0	628.2	590.9	594.8	621.8	673.3	709.8	791.7	584.8	457.4	322.7	330.9	324.0	395.4	416.0	519.1	561.5	526.1	539.8	724.2	710.1	243.7	158.8	186.3	795.8	9999.9	9999.9	9999.9	 1900	118.1	90.41	68.09	54.38	36.03	27.86	23.57	21.59	16.19	12.41	11.08	13.98	7.074	10.01	8.252	8.511	8.352	7.931	7.273	6.680	6.533	8.644	6.464
330.0	554.1	469.7	595.7	634.8	677.8	827.0	866.5	699.2	420.9	342.4	333.5	345.3	379.2	456.0	509.5	595.1	606.4	533.9	494.4	659.5	540.6	192.2	159.7	171.4	785.7	9999.9	9999.9	9999.9	 1897	133.3	96.37	71.16	56.26	39.25	29.15	26.96	19.80	15.14	14.72	11.77	10.86	8.974	9.509	7.855	7.840	6.943	7.308	7.022	7.305	9.012	6.010
335.0	479.7	495.4	542.9	694.6	652.6	694.7	861.9	683.3	482.6	371.6	345.1	366.6	413.1	459.8	498.8	577.0	597.0	542.8	472.3	428.5	641.8	432.0	164.8	151.7	181.5	795.0	9999.9	9999.9	9999.9	 1990	135.7	98.86	73.96	59.34	41.87	31.66	24.30	18.34	16.62	13.83	13.43	9.718	8.549	8.863	8.149	6.409	7.974	7.726	6.762	8.521	7.888
340.0	424.9	575.0	522.3	479.8	616.9	796.7	935.9	718.2	569.1	392.1	385.0	364.2	413.1	497.3	494.2	548.0	606.4	594.7	446.0	397.4	390.1	622.5	359.3	172.4	147.4	173.4	796.5	9999.9	9999.9	9999.9	 2194	142.4	105.0	76.74	54.82	43.60	28.71	24.65	19.23	15.96	13.27	11.55	10.15	9.761	7.474	10.13	8.465	8.788	7.995	8.265	8.121
345.0	360.6	622.9	535.0	490.5	618.5	750.4	864.4	673.6	473.8	458.8	361.3	391.6	391.2	461.4	503.6	566.3	630.1	569.5	540.1	410.3	341.5	399.7	569.8	297.2	170.7	154.2	178.8	797.4	9999.9	9999.9	9999.9	 2486	154.5	110.0	89.10	65.39	36.18	28.22	20.37	17.47	13.54	13.65	9.613	9.002	7.916	10.41	8.243	7.302	7.772	8.815	7.105
350.0	366.7	396.5	485.4	459.4	533.7	706.6	740.3	643.6	582.7	431.7	398.7	383.6	457.0	459.0	540.7	576.5	572.2	578.1	518.8	449.5	357.8	350.6	431.7	549.8	263.4	175.1	164.1	188.3	796.8	9999.9	9999.9	9999.9	 2624	163.2	114.8	82.00	54.48	38.37	25.81	19.54	17.42	12.68	10.54	11.42	7.611	9.298	7.996	7.072	6.690	8.159	6.261
355.0	389.7	436.6	455.4	549.3	596.2	622.9	790.7	699.4	559.2	498.9	441.4	384.3	424.1	486.5	534.0	589.6	600.1	619.9	565.3	497.4	408.3	351.2	345.6	493.6	501.3	239.7	181.5	177.9	199.7	803.3	9999.9	9999.9	9999.9	 2684	163.7	112.8	79.48	53.99	38.78	27.11	19.58	16.75	13.87	11.87	9.288	9.321	10.39	7.782	9.000	8.259	8.925
360.0	479.5	408.3	392.7	525.4	595.4	618.6	712.7	639.9	561.7	514.3	502.5	446.2	486.0	502.9	549.3	572.0	598.6	575.4	599.4	488.1	417.3	392.0	361.5	345.4	572.7	456.4	227.2	190.3	166.6	187.1	794.9	9999.9	9999.9	9999.9	 2577	163.4	107.5	74.89	50.71	32.54	25.57	19.53	16.36	14.09	10.67	10.60	9.092	8.602	8.431	8.257	9.247
365.0	326.1	561.2	499.9	476.7	502.1	585.5	647.3	651.5	603.8	566.8	543.7	445.6	483.8	495.8	560.7	585.7	602.1	579.1	578.0	536.2	463.8	434.3	397.4	365.0	402.4	591.3	423.6	246.0	192.9	175.8	190.5	782.0	9999.9	9999.9	9999.9	 2859	148.2	104.1	69.53	48.21	31.73	24.24	20.20	15.04	12.38	10.16	8.991	8.147	7.721	9.759	7.863
370.0	397.1	504.0	442.3	473.7	533.4	540.9	704.1	630.0	647.5	514.0	514.4	530.9	478.7	506.2	573.6	606.8	610.3	560.9	567.1	558.3	501.9	454.9	439.0	401.8	404.9	464.4	596.0	385.5	239.0	204.1	166.2	199.0	799.3	9999.9	9999.9	9999.9	 2794	151.3	94.89	66.74	48.27	32.83	26.49	17.06	15.64	11.36	9.393	10.04	10.06	9.108	6.541
375.0	396.7	363.0	503.7	392.8	559.0	677.1	662.4	615.4	664.9	619.8	591.7	531.4	545.1	560.2	587.5	607.3	596.7	609.4	582.8	562.2	498.3	508.1	479.1	467.4	438.8	427.0	523.3	565.5	353.4	234.7	194.8	173.8	191.8	799.7	9999.9	9999.9	9999.9	 2996	134.8	91.27	59.18	46.80	32.20	22.78	17.36	15.05	11.64	10.60	9.263	7.970	8.228
380.0	347.9	460.0	466.1	420.2	485.2	692.2	636.6	716.3	609.6	624.8	616.8	572.9	576.8	547.0	577.1	600.7	599.6	609.3	609.3	564.6	524.8	518.1	521.3	500.9	500.5	453.0	438.6	560.2	543.7	310.5	244.5	195.3	158.6	188.1	793.8	9999.9	9999.9	9999.9	 2694	129.6	89.10	59.59	45.69	29.02	19.97	17.37	12.44	12.02	9.868	8.586	8.933
385.0	279.3	422.5	385.0	508.7	557.2	574.3	664.7	696.6	646.9	669.0	647.5	621.0	594.4	581.8	572.6	580.3	634.9	615.9	617.3	568.9	549.3	564.8	548.2	524.0	518.6	502.3	470.1	471.7	588.5	473.6	311.7	251.8	205.5	172.0	193.3	774.4	9999.9	9999.9	9999.9	 2764	124.2	83.40	58.68	41.13	27.42	21.10	15.10	12.43	10.07	9.393	8.925
390.0	392.7	424.7	524.3	501.4	502.4	678.3	678.1	662.9	645.5	683.6	641.6	609.4	628.2	562.9	556.1	630.7	614.3	614.0	614.0	612.9	586.0	587.6	576.7	553.2	569.5	546.1	507.7	489.1	512.6	604.6	428.0	290.3	238.2	211.4	173.3	175.6	766.0	9999.9	9999.9	9999.9	 2638	114.5	76.13	52.12	39.82	27.99	20.20	16.05	14.79	12.41	8.037
395.0	376.9	367.4	564.6	566.1	510.5	614.6	648.6	673.4	671.2	644.8	708.9	608.3	599.1	569.4	579.7	613.4	613.6	653.0	650.2	609.8	610.2	603.7	605.2	598.0	584.6	565.1	523.0	526.2	494.9	525.9	566.1	386.0	295.7	236.0	203.8	162.6	167.8	761.4	9999.9	9999.9	9999.9	 2641	109.8	76.78	49.99	37.18	23.61	19.66	16.17	12.38	9.148
400.0	291.6	396.3	432.4	471.5	593.7	625.6	699.0	687.9	714.7	712.7	744.0	682.6	666.1	632.8	623.0	662.4	666.1	643.0	631.9	657.6	617.2	616.6	629.3	632.2	630.1	614.8	571.2	577.2	537.9	506.9	558.2	564.9	380.6	280.4	241.0	192.7	155.8	163.5	745.8	9999.9	9999.9	9999.9	 2377	101.6	64.30	43.60	31.67	23.45	17.63	15.79	10.68
405.0	393.5	473.5	551.9	465.4	492.8	584.7	667.7	710.7	680.7	686.4	713.7	655.7	624.6	619.0	705.3	668.3	648.5	658.4	658.5	629.3	630.3	620.7	623.0	621.3	634.9	617.5	621.8	596.8	579.6	519.5	507.5	580.7	529.2	343.9	281.2	224.3	177.3	138.3	150.7	738.2	9999.9	9999.9	9999.9	 2126	97.34	67.24	44.20	32.68	23.74	18.00	15.54
410.0	335.4	424.3	443.4	531.2	597.7	640.9	740.7	642.2	705.5	708.6	680.3	685.3	685.2	689.5	649.3	707.0	723.8	681.5	678.0	677.9	633.1	616.3	618.9	645.2	651.8	624.6	631.5	622.0	602.6	557.4	509.8	531.6	598.0	480.1	332.8	267.9	199.4	166.8	127.2	152.2	731.5	9999.9	9999.9	9999.9	 1975	94.72	60.29	40.99	30.74	23.54	14.44
415.0	375.4	317.9	502.1	487.0	617.0	679.0	690.9	642.2	702.8	704.1	705.8	707.3	712.5	674.4	667.2	631.4	737.3	701.0	663.7	638.3	626.8	638.1	628.4	634.6	655.7	655.9	639.2	630.5	612.6	565.8	544.0	513.0	532.0	586.2	419.4	291.4	229.0	195.7	146.7	114.0	138.5	719.5	9999.9	9999.9	9999.9	 2002	82.78	56.17	38.88	30.23	20.99
420.0	386.7	391.9	447.6	529.4	593.7	616.1	613.2	704.1	717.4	733.8	637.9	697.4	688.1	661.1	663.0	744.6	669.6	707.6	667.0	640.0	641.4	630.5	618.3	637.0	619.7	650.4	640.1	653.9	625.9	598.5	542.1	516.8	502.4	532.6	511.0	352.1	261.9	203.0	164.7	139.7	104.1	123.9	720.1	9999.9	9999.9	9999.9	 1753	83.78	54.59	42.25	27.06
425.0	351.1	419.7	451.1	438.0	493.6	618.3	614.8	652.3	690.5	743.4	720.1	732.9	684.0	683.7	670.1	724.7	702.2	648.5	668.5	591.6	611.8	602.6	629.2	644.6	622.2	634.3	637.5	646.8	617.8	610.4	569.8	541.2	511.1	489.8	528.8	463.5	308.0	229.4	174.8	143.8	116.2	92.25	122.5	702.9	9999.9	9999.9	9999.9	 1543	79.83	54.91	33.13
430.0	271.7	298.0	351.4	502.6	505.7	508.6	624.9	626.4	665.8	737.5	689.7	701.2	689.5	687.5	685.4	696.9	708.1	656.5	653.5	588.9	604.2	598.4	580.2	608.8	610.4	625.7	613.7	627.1	612.4	607.1	572.4	543.4	510.2	496.9	459.3	486.0	387.0	255.9	203.2	162.1	135.1	101.8	86.75	116.7	696.5	9999.9	9999.9	9999.9	 1419	74.26	47.96
435.0	300.5	359.0	455.0	558.8	558.2	548.5	558.3	604.0	634.4	687.7	735.8	732.2	727.1	705.4	701.3	704.8	687.2	671.4	649.5	584.8	563.5	573.9	582.0	586.2	594.3	615.2	621.1	621.4	629.7	603.7	600.8	548.2	537.8	491.2	453.7	453.3	450.4	323.2	235.4	180.7	149.1	111.2	100.6	83.15	113.4	696.2	9999.9	9999.9	9999.9	 1438	66.46
440.0	286.3	372.0	412.0	458.6	432.9	514.1	587.8	570.0	666.7	701.6	731.4	698.1	725.6	716.6	700.7	686.7	680.8	660.9	619.6	591.7	577.4	558.9	566.6	583.7	572.0	572.7	602.3	595.8	597.3	580.6	581.3	548.1	525.3	492.6	473.9	406.8	391.2	381.4	273.1	200.4	162.6	140.0	106.0	89.90	75.14	109.6	691.4	9999.9	9999.9	9999.9	 1190
445.0	197.8	337.0	409.1	379.6	465.4	547.4	562.9	602.3	604.4	663.6	699.5	705.9	691.5	698.5	688.7	657.4	610.9	643.5	574.6	562.0	525.6	531.9	524.4	560.5	551.3	560.9	582.3	585.1	569.4	565.7	549.5	535.0	529.0	507.3	462.8	408.3	361.1	365.8	326.2	236.5	183.8	144.2	125.8	98.15	81.71	72.56	104.2	689.2	9999.9	9999.9	9999.9
450.0	277.4	320.0	357.4	466.3	509.7	479.3	551.6	543.7	599.3	643.9	645.7	671.5	683.2	674.3	654.8	627.4	621.1	623.2	588.4	530.3	516.7	505.1	510.9	509.1	507.7	533.9	533.5	555.6	558.4	541.1	541.6	520.2	504.1	475.6	460.3	422.5	364.8	331.9	333.3	277.9	198.9	163.4	124.3	108.6	92.63	74.65	68.44	104.2	692.6	9999.9	9999.9
455.0	272.7	282.9	345.0	361.0	465.6	504.8	497.5	513.4	520.7	599.6	608.5	671.4	654.4	660.3	623.5	615.6	587.8	572.7	551.5	509.4	478.1	480.8	500.5	509.0	508.6	512.1	530.2	509.9	512.3	527.2	495.5	487.8	480.0	482.8	435.8	407.7	364.6	313.5	295.3	301.4	234.3	169.6	144.0	126.9	104.8	89.08	74.33	65.23	99.73	694.3	9999.9
460.0	296.7	288.2	321.5	391.5	418.5	426.0	565.8	442.6	505.5	550.8	609.2	633.9	635.0	620.0	651.8	603.3	573.5	526.3	493.1	483.3	463.5	453.5	457.9	469.3	470.7	471.7	484.9	480.1	484.1	473.5	481.8	470.3	480.6	446.7	430.8	388.8	347.8	314.8	269.4	276.7	264.9	199.7	150.9	128.6	111.7	94.24	80.81	68.55	60.52	100.0	685.1
465.0	293.9	273.9	310.7	421.5	357.1	425.1	427.1	481.1	522.5	591.5	566.0	589.1	625.3	596.3	602.3	576.3	542.8	539.6	478.1	455.0	436.6	424.4	413.6	434.7	428.4	453.7	456.5	451.3	442.1	462.3	471.7	430.5	438.7	418.1	406.0	377.5	328.7	299.5	264.4	238.9	255.7	227.3	165.5	140.7	121.2	104.6	81.35	74.66	61.09	63.71	92.22
470.0	235.6	213.7	345.0	305.9	436.3	411.7	437.4	450.9	424.2	538.6	588.4	569.2	553.1	540.9	560.1	557.5	523.4	512.6	462.5	412.4	397.0	372.9	382.3	411.8	389.8	409.1	412.6	431.1	413.4	420.5	409.2	411.8	410.7	392.5	401.5	356.5	336.9	298.0	246.4	228.7	210.8	231.5	202.0	146.9	133.0	98.09	88.19	76.11	66.80	58.03	55.45
475.0	176.5	246.9	297.1	322.3	358.7	285.3	407.5	348.1	441.1	513.4	467.8	530.2	520.4	550.0	524.9	526.9	479.5	428.2	405.0	386.1	360.0	340.4	366.9	363.3	374.4	352.4	395.8	389.8	377.5	376.3	379.5	379.9	398.3	371.6	360.5	348.3	307.0	285.4	246.1	214.4	207.6	195.6	206.0	162.7	128.3	103.7	91.62	75.87	62.47	56.86	49.72
480.0	133.6	197.9	289.8	334.0	281.1	371.7	346.8	354.7	388.2	446.8	427.2	448.3	508.6	500.3	495.1	502.9	457.1	418.2	395.3	358.7	348.6	342.9	336.5	339.5	328.0	348.6	358.8	362.9	357.3	356.3	362.8	359.7	356.7	345.1	347.2	324.5	291.5	255.5	242.5	220.2	189.0	178.6	187.5	179.5	130.0	104.0	92.56	79.53	68.88	59.66	47.47
485.0	172.7	202.3	244.5	296.0	231.4	367.6	388.2	306.1	384.1	405.2	417.7	458.7	430.6	477.7	446.1	475.9	460.2	383.2	384.2	309.9	309.2	328.2	315.5	309.1	317.9	305.2	329.4	333.3	336.3	332.6	331.0	330.2	329.5	333.9	322.5	303.6	273.5	249.4	231.0	210.0	182.2	178.1	167.0	166.7	149.9	113.1	95.28	78.92	71.83	61.37	49.94
490.0	161.5	223.4	184.8	233.9	234.5	325.6	345.8	360.1	350.7	367.4	372.7	460.8	456.9	456.2	484.6	445.7	430.4	382.5	341.3	322.9	311.3	293.8	283.2	287.4	301.6	299.8	292.3	290.2	305.3	300.5	301.4	302.3	301.6	304.8	308.9	268.7	262.0	243.1	219.2	204.2	187.2	163.2	154.2	142.7	158.4	132.5	101.3	86.07	70.74	65.78	54.84
495.0	114.4	239.2	253.6	228.1	264.8	315.1	276.3	337.9	383.8	371.8	381.4	431.2	429.2	404.9	423.5	414.3	391.9	349.3	320.9	298.6	278.0	261.2	281.5	267.6	274.1	273.6	267.7	305.4	273.5	283.8	285.1	288.4	280.8	283.2	271.8	252.3	249.6	223.9	213.2	186.3	185.0	166.3	142.0	134.6	135.1	148.6	113.5	85.87	71.19	65.95	57.86
500.0	152.1	156.1	214.7	201.6	240.8	229.7	312.6	306.5	324.7	303.8	358.2	355.4	371.4	399.5	402.4	407.5	353.1	336.8	293.9	288.7	259.5	256.0	240.6	238.7	252.8	255.0	247.3	259.1	261.0	256.6	260.0	260.6	254.0	250.0	253.7	247.7	225.3	209.8	195.8	177.8	170.4	150.7	140.3	132.6	122.6	130.2	122.3	90.77	72.32	63.61	59.43
505.0	133.7	147.0	186.3	203.2	167.6	265.0	234.5	255.1	250.9	299.0	316.4	340.6	348.1	371.3	387.8	355.5	333.1	317.7	308.8	269.1	233.9	237.7	238.6	226.8	235.4	231.3	234.9	236.7	234.6	237.9	229.6	230.0	233.9	240.9	232.8	212.4	210.2	196.8	186.7	161.2	160.9	149.7	130.7	115.9	113.8	109.8	118.5	105.6	77.03	64.72	58.49
510.0	120.2	142.5	129.4	199.3	186.2	227.4	249.2	251.9	261.8	253.0	287.6	285.1	328.9	325.9	345.1	326.4	314.5	290.0	274.5	247.5	219.3	221.9	211.5	216.2	206.1	209.6	211.9	215.5	214.3	209.3	202.0	205.1	220.0	215.8	218.9	209.9	190.6	177.0	165.5	159.6	143.9	135.4	125.9	113.3	108.7	97.89	93.08	107.9	88.78	68.88	59.35
515.0	90.94	93.89	159.2	179.8	169.0	204.9	234.6	233.1	238.8	240.8	257.5	249.0	294.8	300.4	340.6	308.0	302.2	261.3	243.7	217.0	201.0	193.7	192.9	187.9	182.5	188.5	189.4	197.0	190.4	187.4	183.0	189.0	181.5	199.0	201.7	193.5	168.9	173.6	151.7	140.4	127.9	121.5	115.1	110.8	104.3	88.27	78.93	89.18	86.38	69.51	59.60
520.0	99.89	100.1	99.50	165.1	207.6	169.7	168.0	179.2	236.3	264.8	258.7	279.1	284.2	271.7	297.4	283.1	290.2	246.0	210.1	205.6	188.8	172.1	179.8	177.5	167.1	171.1	177.7	169.9	175.5	163.8	168.5	174.7	168.3	170.8	162.1	172.8	156.6	148.1	141.0	127.7	121.4	119.5	104.9	102.6	99.70	84.92	74.75	77.58	82.36	78.77	63.35
525.0	129.9	108.3	125.9	140.7	155.8	180.3	171.2	202.2	191.7	224.2	198.1	230.2	242.1	283.1	276.8	266.1	252.4	225.2	214.6	188.1	178.8	161.8	165.6	164.1	161.1	155.3	157.7	152.5	160.2	156.5	154.9	151.9	161.2	157.2	150.5	150.2	144.5	125.2	127.3	126.8	117.1	107.6	99.65	93.57	83.43	80.34	71.55	66.40	66.53	77.13	68.36
530.0	110.1	107.0	111.0	130.2	141.9	191.5	175.5	163.9	178.6	170.0	217.3	222.9	243.5	243.9	248.9	222.4	216.0	216.2	182.7	170.9	162.1	157.8	153.9	142.1	144.1	138.4	153.3	144.4	144.3	144.1	132.1	143.2	141.8	139.5	136.9	135.4	129.0	119.8	112.4	103.1	103.9	89.04	90.57	82.29	81.22	75.74	71.56	66.33	62.91	61.73	68.61
535.0	110.4	165.8	104.9	113.5	108.1	133.0	108.6	174.1	194.1	186.4	181.1	180.8	211.5	213.7	254.8	208.2	227.7	183.6	170.3	154.6	153.7	136.4	138.0	134.8	128.4	133.2	136.0	129.9	121.5	122.4	126.5	130.1	122.4	134.1	121.6	120.9	112.8	111.6	104.1	102.2	91.77	88.27	79.71	76.11	70.28	67.96	64.66	63.17	55.49	56.11	54.71
540.0	86.11	79.48	102.3	87.62	129.9	159.5	110.7	129.1	146.0	143.4	153.0	163.6	178.5	191.6	269.5	238.1	203.2	171.4	153.6	137.2	137.2	121.9	117.3	118.9	125.7	121.2	121.3	110.1	117.0	116.4	113.2	114.9	112.8	122.0	107.5	114.4	104.3	106.8	100.3	88.57	81.04	84.79	76.97	70.66	64.32	62.96	61.70	53.64	52.01	50.73	46.76
545.0	84.36	83.97	131.9	81.79	131.8	136.7	133.2	149.4	137.6	134.0	155.8	162.7	156.5	166.6	292.7	391.4	196.7	155.2	128.7	124.6	120.1	108.7	106.7	108.9	105.5	106.3	97.57	100.0	101.2	104.4	101.8	99.06	108.8	106.3	97.08	103.6	93.40	88.77	87.88	82.55	82.71	70.18	68.26	67.17	58.73	58.87	56.63	54.94	49.12	46.03	41.16
