Sample:	'SLABO1-5-5-320
File name:	2N10.FD3
Run Date:	14:53:30, 08/17/2022
Operator:	Administrator
Comment:	'

Instrument
Model:	F-7000 FL Spectrophotometer
Serial Number:	2354-007
ROM Version:	5J14000 06

Instrument Parameters
Measurement type:	3-D Scan
Data mode:	Fluorescence
EX  Start WL:	200.0 nm
EX  End WL:	450.0 nm
EX Sampling Interval:	5.0 nm
EM  Start WL:	280.0 nm
EM  End WL:	550.0 nm
EM Sampling Interval:	5.0 nm
Scan speed:	12000 nm/min
EX Slit:	5.0 nm
EM Slit:	5.0 nm
PMT Voltage:	700 V
Response:	Auto 
Corrected spectra:	Off
Shutter control:	On
Contour interval:	25.000

Peak integration
Integration method:	Rectangular
Sensitivity:	1
Threshold:	1.000

Peaks
No.	ApexEX/EM(nm)	Height(Data)
290.0	547.8	342.5	340.8	281.6	399.2	309.1	231.8	161.3	222.5	412.5	582.0	493.0	382.5	322.5	154.6	115.7	701.4	9999.9	9999.9	9999.9	 1539	81.07	72.29	55.27	47.73	38.10	28.11	26.00	23.86	20.70	21.17	18.51	18.56	17.32	17.89	15.57	12.98	13.30	11.05	9.467	8.189	9.338	6.517	6.838	6.640	5.826	4.472	6.310	4.154	5.543	4.555
295.0	654.8	614.8	422.3	527.2	543.3	506.7	390.3	234.6	263.5	447.0	603.4	501.9	351.2	331.1	398.6	192.9	175.1	791.7	9999.9	9999.9	9999.9	 2030	109.6	84.40	68.48	54.07	41.51	36.65	30.41	27.83	21.90	21.11	21.06	17.93	17.98	18.52	15.84	15.38	12.02	9.982	10.29	9.726	8.561	7.382	7.470	6.810	5.703	6.309	5.652	6.003	5.529
300.0	770.5	653.4	564.7	560.4	567.3	598.0	432.6	268.5	264.2	384.6	484.3	468.9	319.5	270.2	441.5	445.8	248.6	211.5	826.6	9999.9	9999.9	9999.9	 2137	123.2	99.56	80.97	60.78	45.63	31.32	29.43	33.18	27.67	25.10	22.14	21.90	17.86	15.17	15.16	14.02	13.29	10.79	10.90	9.198	7.603	9.280	7.386	8.253	6.195	7.343	6.957	5.034
305.0	917.0	730.2	621.2	717.2	621.7	571.9	384.5	317.3	267.5	377.8	410.8	375.9	309.4	275.4	288.1	573.0	459.0	225.4	213.7	824.3	9999.9	9999.9	9999.9	 2515	144.9	120.8	95.86	70.57	53.87	39.07	37.74	34.41	27.03	28.35	23.98	19.85	17.64	19.58	16.14	13.01	11.31	11.01	10.41	8.528	8.139	7.962	6.258	7.702	7.580	7.276	6.440
310.0	906.1	746.2	643.5	607.6	725.4	574.5	459.9	296.9	284.2	313.8	333.9	329.3	252.9	261.1	294.0	371.3	654.0	404.0	181.1	188.8	839.3	9999.9	9999.9	9999.9	 2639	167.9	125.2	99.49	73.41	51.22	35.91	39.87	30.50	29.00	26.92	24.01	19.39	18.82	17.46	15.00	13.17	14.02	10.62	9.937	11.15	9.790	7.960	8.650	8.880	9.340	7.113
315.0	815.3	822.6	736.1	667.2	729.2	603.5	433.9	362.6	289.4	293.1	326.4	299.1	275.3	268.1	312.1	282.0	423.8	651.6	285.9	155.4	208.4	863.9	9999.9	9999.9	9999.9	 2406	194.2	141.5	110.1	82.06	57.91	45.89	36.92	34.17	31.10	26.66	23.90	19.70	17.91	18.02	16.19	17.07	10.71	10.14	9.506	8.988	9.507	8.619	9.230	8.587	7.225
320.0	657.7	711.7	684.1	650.9	605.7	673.6	535.6	345.9	334.3	269.6	291.5	293.3	283.5	273.3	293.8	342.9	339.4	474.3	609.4	252.1	160.7	205.7	903.7	9999.9	9999.9	9999.9	 2410	217.1	154.1	119.1	89.24	59.70	50.71	39.88	37.01	32.84	25.56	21.77	20.91	16.16	16.71	14.12	12.67	12.66	9.531	10.82	9.097	11.06	7.732	8.009	8.497
325.0	686.7	663.7	801.1	658.4	686.0	566.0	591.0	362.4	349.7	288.4	309.0	325.6	306.9	292.3	306.7	327.4	370.9	338.8	476.3	502.0	209.3	167.5	205.9	912.6	9999.9	9999.9	9999.9	 2639	230.4	164.7	128.7	99.48	64.68	55.83	41.44	34.89	31.94	22.27	21.50	18.22	16.59	14.92	13.34	14.64	11.87	9.772	10.98	10.86	9.428	8.285	8.094
330.0	888.7	752.8	665.3	595.9	690.1	556.6	633.7	443.7	337.6	311.6	295.3	311.8	312.6	297.2	332.8	365.1	377.5	356.4	312.0	517.2	446.8	188.5	170.3	218.3	903.1	9999.9	9999.9	9999.9	 2719	253.6	175.5	139.2	101.3	72.07	50.25	42.25	34.39	25.10	23.35	19.39	18.24	15.56	14.67	13.01	11.01	12.18	10.93	11.43	9.778	10.24	8.539
335.0	739.4	814.5	568.0	647.6	649.7	647.6	603.4	522.3	395.6	286.5	318.8	317.5	307.1	319.1	341.4	370.2	378.7	352.6	311.6	309.2	504.9	350.5	179.5	171.8	220.1	913.6	9999.9	9999.9	9999.9	 2911	260.7	181.2	136.2	105.7	68.31	58.85	41.01	35.83	29.73	22.33	18.83	20.93	16.26	13.55	13.85	13.14	11.52	11.74	10.15	9.716	9.703
340.0	741.4	629.0	537.1	606.3	612.1	643.4	615.8	512.6	382.9	356.7	302.8	291.3	291.4	308.8	371.3	379.8	379.2	372.0	332.1	278.2	307.6	501.1	282.6	182.4	179.1	226.4	914.9	9999.9	9999.9	9999.9	 3330	282.5	206.0	140.7	105.7	71.71	54.60	38.75	31.00	22.38	20.64	18.49	17.82	15.11	13.23	11.76	12.48	12.43	9.939	10.80	10.21
345.0	803.1	650.8	652.9	595.3	610.2	566.5	593.5	529.4	399.7	384.4	332.5	300.8	311.8	315.6	343.3	354.8	358.1	391.7	344.1	312.8	264.8	320.2	505.2	261.0	180.2	183.2	241.7	915.5	9999.9	9999.9	9999.9	 3736	296.8	202.5	146.1	105.5	67.84	51.57	36.86	28.93	23.30	21.97	18.04	16.56	13.64	12.43	14.24	11.15	11.65	8.708	7.970
350.0	643.0	648.8	579.2	555.5	733.7	604.0	588.0	570.9	467.7	385.9	374.4	326.3	319.7	341.9	380.1	381.3	390.7	394.6	355.1	317.2	281.2	272.3	395.0	488.2	262.5	206.9	200.7	249.7	903.1	9999.9	9999.9	9999.9	 3927	305.6	197.3	144.0	107.7	71.68	48.23	35.31	25.98	24.32	19.06	19.49	16.61	13.79	15.54	12.86	11.22	10.38	10.70
355.0	667.6	639.5	636.9	629.8	568.8	595.1	556.5	556.8	473.7	404.4	399.5	344.7	337.2	350.6	373.5	402.9	387.6	396.7	396.1	350.5	312.8	290.8	313.1	454.5	475.6	269.6	229.4	225.2	264.7	906.8	9999.9	9999.9	9999.9	 4115	299.7	202.1	134.4	95.85	64.00	46.51	32.29	25.76	21.56	21.06	17.37	15.16	12.74	12.28	11.84	11.87	10.21
360.0	548.4	778.9	718.4	607.7	621.2	668.8	596.0	531.4	458.8	384.5	447.4	379.4	351.9	343.3	390.3	412.1	413.3	415.1	411.1	369.9	368.2	337.0	333.6	346.9	539.4	443.7	284.4	246.5	238.2	267.4	923.7	9999.9	9999.9	9999.9	 3948	292.6	195.1	132.5	93.78	64.82	40.09	35.95	24.99	19.85	19.86	14.39	16.16	13.63	12.20	11.35	9.624
365.0	606.8	754.0	722.7	565.6	663.0	636.0	530.3	491.8	526.1	489.1	446.3	427.5	389.6	401.6	422.4	448.9	438.3	429.2	430.5	412.2	389.7	409.7	377.3	367.3	419.1	569.6	424.9	293.2	265.9	236.4	268.9	905.7	9999.9	9999.9	9999.9	 4376	282.9	181.5	124.3	88.47	58.17	40.58	31.38	26.24	20.43	16.11	13.81	14.24	13.25	11.95	11.29
370.0	653.7	726.8	669.5	609.7	603.8	568.8	601.7	546.4	500.3	561.1	536.0	430.4	451.5	422.1	455.1	457.8	485.9	463.4	470.8	442.2	428.7	429.5	421.2	426.0	425.1	473.7	604.7	411.0	305.1	265.6	233.9	263.7	914.3	9999.9	9999.9	9999.9	 4261	266.4	183.3	118.1	85.00	55.82	41.17	30.95	22.48	17.84	15.50	13.74	14.11	12.21	12.80
375.0	560.8	466.9	569.6	683.8	565.7	689.5	601.2	491.2	517.0	547.6	508.1	441.5	443.2	473.4	462.5	486.0	510.7	500.0	471.8	466.7	476.6	477.0	471.9	487.3	474.1	451.5	545.6	574.5	387.0	311.9	265.3	237.7	256.3	912.3	9999.9	9999.9	9999.9	 4553	242.9	168.7	112.5	78.30	50.58	37.51	29.30	22.63	18.22	15.09	14.95	14.31	10.95
380.0	603.9	539.8	711.5	502.7	738.4	631.9	591.0	628.3	535.5	579.6	496.1	485.7	443.9	546.6	501.5	513.4	529.4	495.1	517.0	515.5	499.5	499.6	492.6	510.6	499.7	505.9	498.4	612.3	549.5	376.5	294.8	256.2	233.9	264.0	909.8	9999.9	9999.9	9999.9	 4090	233.0	155.1	103.1	73.50	52.64	35.92	27.26	23.53	18.74	15.30	14.04	12.88
385.0	643.8	638.2	605.3	646.8	615.4	622.4	605.8	594.0	552.7	562.1	529.5	480.1	508.9	536.2	521.8	567.0	566.6	514.6	571.6	529.5	522.0	513.9	533.6	539.1	549.5	522.8	528.9	525.8	626.3	497.2	341.5	290.2	250.2	228.1	252.2	880.5	9999.9	9999.9	9999.9	 4297	214.1	147.8	94.73	70.02	48.79	33.39	26.65	20.23	16.43	13.76	12.56
390.0	628.0	654.4	651.5	531.2	574.9	629.0	641.7	613.6	592.0	591.0	541.7	554.3	537.4	566.1	559.3	593.2	576.9	541.6	524.6	535.4	527.6	557.6	583.8	561.9	578.8	593.8	564.3	535.8	539.4	606.1	458.9	336.8	281.7	240.3	215.8	245.6	870.0	9999.9	9999.9	9999.9	 4021	199.6	138.1	94.99	62.21	45.35	33.42	25.34	20.91	16.03	13.68
395.0	551.3	661.7	698.2	645.0	692.6	558.0	614.7	634.7	607.8	635.6	580.6	599.4	549.0	566.0	581.6	616.9	612.8	604.1	581.3	578.3	560.7	577.4	575.1	602.7	608.3	623.1	607.9	552.4	526.1	576.2	594.0	422.7	335.6	277.6	251.1	219.6	241.2	844.4	9999.9	9999.9	9999.9	 4058	191.9	136.0	88.95	59.50	43.67	30.79	24.24	19.51	14.72
400.0	570.1	669.9	614.5	633.3	635.7	760.1	603.2	616.7	583.6	599.5	618.7	622.7	601.6	612.7	609.4	628.9	655.2	604.6	605.3	591.7	608.2	588.3	598.3	645.1	639.8	652.1	624.2	607.9	561.3	526.5	568.7	563.3	392.5	330.5	276.5	247.1	197.5	220.8	841.3	9999.9	9999.9	9999.9	 3556	179.6	120.2	79.76	58.95	40.24	25.74	23.65	18.88
405.0	468.3	638.4	668.4	591.6	610.3	648.4	672.5	690.9	626.7	579.3	674.5	635.2	610.5	662.9	642.3	639.7	649.8	648.3	620.5	633.4	621.1	605.0	633.0	644.8	673.5	658.7	651.6	634.5	606.1	567.9	540.1	584.3	508.1	385.8	326.3	263.2	219.0	191.9	209.9	818.4	9999.9	9999.9	9999.9	 3208	159.2	105.6	78.27	52.82	35.71	25.83	19.98
410.0	477.8	532.2	538.4	669.0	551.3	568.2	674.3	670.3	610.5	650.4	658.0	608.6	632.2	640.2	629.4	629.1	677.2	661.4	602.0	611.2	605.6	639.1	669.0	668.6	643.2	673.1	658.6	646.4	613.9	585.0	538.1	537.5	597.4	479.2	370.4	307.1	246.6	212.7	178.7	197.0	810.2	9999.9	9999.9	9999.9	 2955	150.0	99.93	65.64	50.83	34.33	26.58
415.0	415.9	571.7	490.9	577.1	515.7	618.1	589.8	614.1	648.6	639.5	622.0	700.1	635.5	663.8	682.3	685.1	645.6	647.9	624.2	611.2	626.1	615.4	637.1	651.3	641.3	661.6	674.9	656.7	636.6	606.4	554.3	539.7	544.2	598.6	459.6	345.3	272.1	219.8	194.6	157.1	186.2	797.0	9999.9	9999.9	9999.9	 3028	144.4	92.55	61.28	47.88	33.27
420.0	386.7	456.2	472.4	477.9	603.8	647.1	665.9	562.0	650.9	607.2	667.6	663.1	609.6	688.4	651.3	668.9	671.7	703.4	614.3	583.8	587.8	626.8	616.7	646.6	657.4	664.7	671.8	659.8	657.8	616.5	589.1	551.6	513.4	551.0	544.3	394.1	310.0	249.4	201.9	168.9	142.9	175.4	774.8	9999.9	9999.9	9999.9	 2608	135.6	87.49	59.76	47.10
425.0	422.3	564.5	463.8	555.6	566.3	664.0	631.7	649.9	590.1	641.5	684.6	692.0	660.6	692.1	702.8	726.8	661.3	663.5	650.1	611.1	590.7	627.0	620.9	631.6	642.5	646.7	643.1	651.7	641.9	634.1	591.4	571.6	540.0	502.8	553.8	473.7	339.5	277.0	224.0	181.8	153.4	129.5	155.4	774.1	9999.9	9999.9	9999.9	 2269	124.5	81.67	57.17
430.0	492.1	494.8	516.9	375.5	567.4	549.7	604.9	603.1	660.0	649.3	675.3	653.7	632.4	675.7	689.4	647.5	645.0	657.9	624.9	607.3	602.7	582.4	604.6	619.6	637.0	641.1	644.7	637.6	660.9	623.8	594.7	582.6	541.1	526.8	506.5	521.0	400.4	303.7	247.2	191.9	162.2	135.2	112.2	149.7	758.1	9999.9	9999.9	9999.9	 2008	120.3	73.88
435.0	409.0	467.9	523.2	474.8	529.8	489.3	538.5	664.8	584.6	634.7	675.5	670.0	617.9	697.4	640.4	655.1	663.7	635.0	633.3	593.8	584.3	590.3	607.7	605.4	632.9	624.3	627.1	625.7	612.5	606.2	583.7	578.6	559.3	521.7	483.0	475.2	464.2	355.9	269.9	221.7	174.0	147.7	118.9	101.8	144.5	749.5	9999.9	9999.9	9999.9	 2017	107.9
440.0	341.7	349.0	454.0	547.6	504.8	540.9	578.5	584.5	600.8	633.8	653.3	644.4	663.4	708.6	678.6	696.2	698.3	656.1	621.3	602.4	555.3	584.7	590.4	579.7	590.2	611.6	615.7	635.1	616.7	604.5	587.1	552.1	536.9	521.8	490.6	448.8	438.9	407.6	302.9	236.9	193.9	158.1	130.5	107.1	98.59	135.9	740.9	9999.9	9999.9	9999.9	 1753
445.0	447.0	410.4	487.0	421.1	547.4	476.0	533.4	558.0	551.0	622.7	662.3	609.8	635.0	672.5	690.5	737.4	669.8	660.9	604.9	580.2	561.0	555.6	544.3	570.5	580.4	595.1	606.5	606.1	595.1	582.8	578.1	562.2	533.6	513.7	490.6	439.0	412.9	412.2	342.5	252.6	202.5	174.2	139.8	120.4	101.9	91.36	127.2	741.7	9999.9	9999.9	9999.9
450.0	406.5	374.0	403.5	356.7	478.0	509.0	572.3	558.9	582.3	616.7	614.8	618.0	683.4	624.4	645.0	633.3	657.8	625.5	588.1	560.1	553.6	540.7	550.5	566.0	565.8	558.8	575.6	567.5	554.4	563.1	573.1	542.9	535.0	509.0	481.4	446.8	392.9	366.2	371.4	301.3	216.5	182.4	146.3	127.8	115.7	93.36	81.76	130.4	737.7	9999.9	9999.9
455.0	333.2	420.6	410.7	398.6	474.9	482.9	565.1	490.8	561.8	532.3	613.1	587.5	619.8	622.3	677.9	593.5	609.8	590.6	559.7	548.4	521.7	528.7	526.0	521.3	532.4	535.4	520.1	527.0	544.4	541.9	516.8	515.0	517.9	503.6	471.2	446.6	388.6	341.8	332.3	326.0	250.9	184.1	154.2	143.5	118.8	97.12	85.38	80.48	121.9	726.4	9999.9
460.0	309.1	488.4	380.0	407.7	379.5	544.6	515.9	512.0	525.6	531.2	565.3	570.5	586.9	635.1	610.9	614.1	594.5	615.9	585.4	526.5	503.6	480.0	481.3	494.0	505.3	508.3	509.3	503.4	498.6	500.6	502.4	488.9	499.5	490.7	451.5	426.4	376.1	337.3	295.8	290.1	273.6	200.8	173.2	140.2	126.7	102.7	91.08	78.75	79.91	119.3	724.8
465.0	372.8	354.6	378.2	410.4	461.8	463.1	441.1	475.0	442.2	504.5	542.7	562.5	584.0	616.8	606.1	614.0	569.7	569.8	528.9	498.6	473.8	463.9	489.5	460.4	464.5	483.2	463.2	464.4	485.8	459.2	470.9	466.5	454.6	457.7	431.6	398.0	362.9	329.3	279.8	260.8	266.2	243.3	181.6	146.9	126.8	105.8	97.36	85.32	79.04	77.24	116.3
470.0	385.4	347.0	387.9	435.2	379.1	436.5	459.1	465.6	457.1	466.7	506.5	501.5	553.0	552.0	562.7	594.9	560.7	533.2	494.5	469.0	449.7	421.7	432.2	429.0	433.1	434.1	427.7	441.0	445.8	443.1	443.9	428.1	431.5	437.9	418.2	390.1	356.4	321.8	298.6	244.4	231.5	241.3	196.6	164.1	135.9	120.1	96.30	86.01	77.91	72.37	68.35
475.0	302.1	278.0	301.1	359.8	310.5	372.3	415.6	392.4	386.2	418.7	500.3	445.3	467.8	514.1	544.9	538.6	529.4	492.3	462.7	422.7	427.8	405.9	407.2	392.9	379.7	411.3	395.8	406.1	402.1	405.1	409.1	405.7	409.8	399.2	379.3	357.9	336.9	307.0	270.0	241.7	223.0	216.9	225.0	175.8	130.3	119.9	100.4	93.18	75.91	72.32	62.79
480.0	434.2	390.8	315.5	314.4	297.2	346.5	386.3	354.7	420.0	437.4	448.8	427.8	463.1	502.3	502.7	485.8	492.3	442.4	439.9	385.5	392.2	373.8	375.5	368.7	397.0	376.7	369.5	367.0	381.4	373.9	374.4	366.7	375.5	380.0	376.3	342.3	316.1	286.9	272.1	229.3	212.6	198.2	199.1	183.7	144.3	122.5	102.6	94.78	83.69	73.89	61.63
485.0	264.9	253.5	270.0	323.8	263.5	399.0	278.6	346.3	399.4	401.0	446.5	434.6	424.7	468.2	472.0	482.2	455.6	435.2	391.8	394.9	366.9	359.5	364.3	349.1	353.3	357.7	345.2	368.9	359.1	354.5	351.1	344.0	353.0	366.9	335.8	320.7	293.4	273.3	255.4	228.5	203.5	189.4	174.4	173.1	165.9	132.7	106.0	99.20	86.52	75.54	65.66
490.0	237.7	334.6	246.8	284.9	288.2	323.0	299.2	337.8	317.9	386.0	377.1	416.5	416.6	464.8	452.0	464.8	471.8	432.6	406.9	364.9	346.8	338.7	340.3	332.0	338.6	336.7	333.5	334.1	325.3	332.3	337.4	335.6	332.5	332.4	324.1	307.1	287.9	263.1	244.1	225.8	200.6	176.0	165.3	157.8	168.2	144.3	115.3	97.34	93.77	76.93	67.14
495.0	214.7	209.4	161.4	245.1	286.8	287.1	258.9	323.8	323.7	349.3	375.7	378.1	394.3	417.0	440.8	456.0	443.8	399.9	376.2	347.4	324.6	327.5	333.3	311.7	333.8	300.0	308.5	315.0	307.5	308.4	304.6	312.0	305.9	308.9	306.8	286.3	275.8	256.6	229.6	204.5	196.8	180.9	160.2	148.0	149.3	144.1	126.4	100.6	88.39	78.80	72.53
500.0	218.0	198.8	266.1	184.8	273.1	311.1	308.3	293.9	291.6	328.3	338.5	352.3	356.5	418.4	381.0	432.0	397.2	376.5	364.4	317.7	321.0	297.4	306.0	282.0	272.6	285.3	288.2	289.9	278.8	292.9	294.2	290.2	293.4	299.8	285.9	267.5	256.4	240.3	212.9	200.1	187.8	169.9	154.7	148.9	133.5	140.0	134.1	99.21	85.42	81.24	76.32
505.0	96.26	255.4	220.0	234.4	251.5	255.1	240.5	284.1	265.2	303.8	342.9	319.7	330.2	347.0	373.4	390.3	373.8	332.2	339.5	297.5	291.6	274.8	276.8	271.2	260.9	265.4	273.1	259.9	264.7	260.1	266.5	260.8	274.6	260.7	260.1	248.4	239.9	221.7	200.3	187.2	175.5	160.6	148.8	141.7	122.2	118.2	127.8	114.3	92.86	80.98	77.59
510.0	118.4	215.3	181.4	260.8	188.3	239.2	249.7	267.2	279.6	267.3	286.2	305.4	335.1	340.9	329.6	356.5	338.4	337.2	299.9	291.3	266.3	245.9	257.0	254.9	258.1	237.5	228.4	247.9	237.5	231.1	232.0	242.1	247.2	244.4	231.4	235.0	216.4	207.1	190.8	171.7	165.0	144.4	142.3	127.0	118.7	106.0	108.2	119.1	104.6	80.38	72.10
515.0	229.2	181.1	187.1	202.5	179.3	195.8	190.2	239.6	234.7	235.3	254.5	264.3	320.5	296.2	330.2	334.1	328.6	281.4	262.6	267.4	233.8	226.5	220.3	217.5	228.3	216.1	210.7	217.4	217.5	220.0	218.3	218.8	223.8	223.4	220.3	211.5	202.5	181.4	173.9	167.9	153.2	139.8	131.5	120.2	109.6	99.83	97.30	98.38	106.0	89.85	73.59
520.0	192.8	160.0	148.0	191.4	150.7	163.1	219.8	213.0	190.7	218.8	214.3	251.0	245.9	292.7	293.3	289.7	283.5	285.7	269.6	252.4	224.9	219.2	211.9	214.9	206.3	201.7	200.4	206.0	193.7	204.6	189.8	196.7	199.5	200.2	202.3	200.3	173.6	163.8	151.3	143.4	132.7	131.4	119.2	113.4	105.1	93.77	95.80	90.47	90.99	92.93	77.24
525.0	146.9	125.7	166.2	128.5	130.0	188.0	212.0	203.9	173.7	210.7	190.4	231.0	230.2	267.2	276.9	254.2	266.9	240.2	238.4	235.4	207.8	197.8	197.0	193.9	191.7	188.0	177.6	189.9	180.5	181.2	182.5	183.8	178.0	194.7	176.8	172.5	164.9	150.9	141.1	130.1	124.5	118.3	107.1	103.0	93.80	89.68	90.04	78.29	79.17	88.36	73.25
530.0	140.4	114.3	123.8	130.1	152.6	150.4	170.8	177.6	183.1	176.0	188.7	186.5	213.6	232.5	217.0	249.3	258.8	224.3	230.7	204.5	197.2	193.1	180.2	182.6	169.2	160.2	166.2	159.2	164.2	165.7	156.3	158.6	158.0	164.7	165.0	148.5	147.1	136.4	121.8	120.7	110.8	109.6	99.67	95.38	88.85	83.82	85.04	78.05	71.35	73.20	72.92
535.0	152.7	173.9	107.0	115.9	107.9	151.5	106.9	164.7	174.7	156.7	188.5	177.3	167.4	211.5	230.6	216.6	229.1	194.6	199.0	186.4	179.0	167.5	160.0	164.9	153.9	158.2	148.8	150.2	140.9	146.1	145.5	137.2	138.2	143.4	142.2	143.5	131.2	126.0	113.9	106.3	98.83	96.35	91.10	88.89	82.22	78.26	74.43	69.27	70.34	64.92	69.10
540.0	117.8	134.8	100.1	116.3	115.9	145.6	137.2	123.7	139.9	152.6	139.3	162.7	150.7	177.0	290.1	250.4	180.0	191.4	182.8	160.7	161.8	153.3	149.0	146.8	136.9	144.5	136.6	138.9	126.4	135.5	120.6	126.8	136.2	128.5	132.8	122.4	117.5	112.6	103.6	96.60	92.86	87.40	76.44	76.38	72.96	74.40	70.48	61.40	61.69	59.27	57.33
545.0	121.9	86.15	122.5	157.8	106.7	146.1	113.6	121.4	113.5	137.9	119.7	154.3	140.6	151.3	391.6	501.2	212.0	179.5	164.8	155.1	149.1	144.7	146.1	142.7	135.6	125.1	127.9	124.3	116.6	119.5	119.5	115.1	120.7	121.8	111.8	112.6	109.6	101.1	94.04	87.88	81.91	80.70	76.04	67.17	70.87	70.23	64.09	60.30	58.89	55.82	47.57
