Source,Target,r,Weight
AOB_amoA,cnorB,0.6429671641391385,0.9992978346708726
AOB_amoA,hzsB,0.5294393399154416,0.992198062672458
nxrA,hzsB,0.5449169839586318,0.9941038324963775
napA,nirS,0.5423595232417696,0.99381899538208
napA,hzsA,0.7369148547021,0.9999599283091963
nirS,hzsA,0.6318930848680602,0.999074520628836
